,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Tlr7,1534.713715,-5.729331095,0.107195301,-44.63488506,0,0
G530011O06Rik,87.8709273,-3.618491226,0.184880939,-12.73897399,3.59E-37,3.14E-34
Mid1,84.23235273,-2.672347174,0.177271392,-13.54863787,8.07E-42,8.14E-39
Mid1-ps1,36.4675289,-2.241464742,0.206634074,-9.538418786,1.45E-21,5.43E-19
Gm15726,20.41999593,-2.172916154,0.211703047,-6.985684556,2.83E-12,3.91E-10
Ifi208,27.08522191,-1.611111203,0.212615484,-6.325732723,2.52E-10,2.54E-08
Serpinb2,187.3076553,-1.315952026,0.138078341,-9.359425337,8.02E-21,2.84E-18
Syt4,55.89829732,-1.194150707,0.190030799,-6.254270279,3.99E-10,3.96E-08
Ccl7,1467.881562,-1.140445044,0.104017387,-10.93748871,7.63E-28,5.00E-25
Gm5483,17.40422099,-1.133035335,0.213124303,-4.654285296,3.25E-06,0.000145399
Gm15247,15.89280913,-1.125130221,0.212943943,-4.629230663,3.67E-06,0.000160853
Cxcl3,843.7751356,-1.118835528,0.130729913,-8.469091861,2.47E-17,6.11E-15
Gm16867,4.723766474,-1.039194138,0.173291911,-4.875380658,1.09E-06,NA
Chil3,56.6276133,-1.025225878,0.197111687,-5.363375621,8.17E-08,5.33E-06
Cldn11,53.09604915,-0.985761236,0.198295025,-5.053365643,4.34E-07,2.37E-05
Tnfsf14,133.8761027,-0.982780521,0.125669666,-7.72256134,1.14E-14,2.10E-12
Arg1,7244.840098,-0.972259374,0.035550265,-27.34826815,1.13E-164,4.95E-161
Kndc1,27.64956399,-0.945911639,0.204517782,-4.567012535,4.95E-06,0.000209125
Il33,23.77138825,-0.915021732,0.211147842,-4.131373952,3.61E-05,0.001141382
Ccl12,139.0899405,-0.911205931,0.159435492,-5.647934925,1.62E-08,1.19E-06
Neurl3,479.4574109,-0.907610372,0.088579748,-10.25401316,1.14E-24,5.51E-22
Gpr37,10.30605398,-0.905329306,0.206078933,-4.303252255,1.68E-05,NA
Ppbp,772.7565428,-0.86606286,0.083710512,-10.34577583,4.37E-25,2.29E-22
Slfn1,17.50360283,-0.852718566,0.213254982,-3.920862514,8.82E-05,0.002486451
Enpp6,12.84405936,-0.841200461,0.211819122,-4.010173375,6.07E-05,0.001813168
Ms4a4a,481.0670992,-0.840209791,0.135064001,-6.219259375,5.00E-10,4.74E-08
Ccr5,1608.373936,-0.828754401,0.058620749,-14.14800801,1.92E-45,2.10E-42
Plp1,560.3192813,-0.818884158,0.149312399,-5.502380095,3.75E-08,2.56E-06
Atp8b4,284.8422739,-0.807770199,0.101301511,-7.980701641,1.46E-15,3.03E-13
Kcnn4,485.4716759,-0.796561717,0.084460987,-9.421158655,4.46E-21,1.62E-18
Cd93,1847.689229,-0.776202021,0.050811593,-15.27870933,1.06E-52,1.54E-49
Gm36161,89.45240004,-0.767582382,0.172480967,-4.34533384,1.39E-05,0.00050201
2010005H15Rik,151.7774321,-0.745543788,0.142929954,-5.202121695,1.97E-07,1.17E-05
Card11,35.43554217,-0.744629873,0.206126922,-3.866699721,0.000110318,0.003005423
Tubb4a,140.8686697,-0.742315823,0.147930546,-5.04154154,4.62E-07,2.49E-05
Pex5l,19.28495578,-0.739324936,0.212850125,-3.48482458,0.00049246,0.010429008
Gm10074,19.12987424,-0.734853821,0.213370961,-3.393912966,0.000689016,0.013826744
Emilin1,330.7058339,-0.734668983,0.093489515,-7.844775664,4.34E-15,8.48E-13
F10,598.9273682,-0.730297262,0.070433211,-10.35746019,3.87E-25,2.11E-22
Gm21188,197.3199032,-0.728723227,0.119791906,-6.040945553,1.53E-09,1.35E-07
Pilrb1,112.8952999,-0.72080511,0.157628566,-4.591148549,4.41E-06,0.000190014
Ptprv,24.02164562,-0.720335156,0.207962094,-3.391431526,0.000695285,0.013931222
Slpi,461.7770252,-0.717435331,0.155935219,-4.516047169,6.30E-06,0.000256401
P2ry12,164.8555789,-0.715268661,0.131958467,-5.468769359,4.53E-08,3.05E-06
Cntnap1,47.06396297,-0.710693187,0.188527637,-3.709683696,0.000207518,0.005071462
Il1b,53.50615138,-0.705152823,0.193186939,-3.552300245,0.000381879,0.008438685
Gm17828,20.56496424,-0.700660837,0.213064999,-3.292572185,0.000992754,0.018452553
AI662270,324.7733173,-0.694216578,0.10254621,-6.758254267,1.40E-11,1.76E-09
Adamts4,17.96830566,-0.692096482,0.213190198,-3.212302353,0.001316757,0.023067896
Fam13c,14.53791888,-0.686831793,0.213165363,-3.429085446,0.000605619,0.012380701
Olfm1,219.8720157,-0.67840178,0.121167075,-5.633816445,1.76E-08,1.28E-06
Axl,3238.151453,-0.670800658,0.042939436,-15.62234657,5.13E-55,8.40E-52
Uck2,156.6150959,-0.665620096,0.128255274,-5.192209591,2.08E-07,1.22E-05
Mog,20.38722161,-0.664652603,0.213704571,-3.475104028,0.000510655,0.010706603
Sh2d1b1,71.45280312,-0.652410512,0.1827117,-3.778268661,0.000157922,0.004073653
Gm31544,17.40577931,-0.648386475,0.213688794,-2.947067865,0.003208028,0.045397406
Runx3,239.2671242,-0.643974601,0.099563558,-6.431120233,1.27E-10,1.35E-08
Dmpk,87.20862116,-0.636563282,0.168101992,-3.880381798,0.000104293,0.002871115
Ms4a6b,341.8258038,-0.635820617,0.158660888,-3.995790882,6.45E-05,0.001907287
Arhgap4,432.1610914,-0.627918058,0.095589732,-6.614754796,3.72E-11,4.24E-09
Shc4,36.14349057,-0.625830001,0.199806225,-3.204715485,0.00135196,0.023494711
Gpr141,130.2370094,-0.623593097,0.139282399,-4.484797489,7.30E-06,0.000285484
Map4k1,45.84608222,-0.620439564,0.189041083,-3.2910752,0.000998052,0.018472425
Gbp4,31.93795477,-0.610902074,0.208506163,-2.915698879,0.003548928,0.04900123
5830416I19Rik,12.14873243,-0.606944388,0.213262579,-2.691950632,0.007103546,0.08173748
Abhd15,20.00192327,-0.600991838,0.213794076,-3.168247403,0.00153361,0.025731651
Gmfg,127.3408734,-0.600233765,0.151149497,-4.03438536,5.47E-05,0.001664464
Tmem267,40.16422179,-0.595391849,0.190701852,-3.054671176,0.002253074,0.034898678
Sema4a,310.705468,-0.589562066,0.112566153,-5.254411215,1.48E-07,9.27E-06
Ccl2,8698.640453,-0.587704016,0.059168897,-9.931175681,3.05E-23,1.29E-20
Ccl6,30932.36053,-0.586180186,0.030616186,-19.14619703,1.04E-81,3.41E-78
Nov,91.73809206,-0.584512139,0.152319502,-3.8152357,0.000136053,0.003579997
F830208F22Rik,22.67834702,-0.583179834,0.211118902,-2.869490035,0.004111343,0.054862563
Dock5,141.9550207,-0.582528616,0.131738193,-4.421172541,9.82E-06,0.000367536
Slfn4,58.09949882,-0.579571377,0.213368368,-2.401493983,0.016328278,0.144767084
Cxcl2,462.048337,-0.5789763,0.127858859,-4.513356715,6.38E-06,0.000257963
Smtn,20.31856574,-0.571636202,0.213858526,-2.78683576,0.005322545,0.066974776
Ch25h,66.88161185,-0.571425195,0.174367766,-3.351619727,0.000803403,0.015666357
Ptpn7,868.0122191,-0.568116718,0.060980552,-9.313984087,1.23E-20,4.25E-18
Serpina3n,143.0434818,-0.568013424,0.198472128,-2.961472004,0.003061723,0.043992129
Nlrc4,163.6864693,-0.567117228,0.135375166,-4.201370993,2.65E-05,0.000880136
Mxd1,253.7591649,-0.565763089,0.103877261,-5.444071081,5.21E-08,3.48E-06
Ccno,18.12919422,-0.564925773,0.213645634,-2.589608634,0.00960851,0.101376744
Gpd1,69.3237259,-0.564042042,0.179136264,-3.152781657,0.001617227,0.026825501
Gal3st1,7.635675163,-0.560959359,0.19917499,-2.984032352,0.002844767,NA
Ankrd63,16.31142135,-0.560141835,0.213605722,-2.524395846,0.011589734,0.114967356
Edil3,33.11320802,-0.554366656,0.207404277,-2.771539216,0.005579195,0.068906478
Tppp,38.13883209,-0.552545729,0.200159651,-2.790136388,0.005268584,0.066576208
Baiap2l1,79.437433,-0.552060586,0.171211407,-3.172370903,0.001511998,0.02546686
Kcna3,45.85297778,-0.551491837,0.18687087,-2.96582557,0.003018716,0.043517338
Igfbp4,1585.046252,-0.550066215,0.06689728,-8.241045492,1.71E-16,3.86E-14
Slain1,31.76052179,-0.549584814,0.207779017,-2.692120043,0.007099938,0.08173748
Gjb1,8.350108927,-0.549270357,0.202653099,-2.845822721,0.004429685,NA
Kansl2-ps,81.02231839,-0.546249271,0.163144128,-3.346364847,0.000818786,0.015789767
Glipr2,108.0076634,-0.544566726,0.145775222,-3.710091825,0.000207184,0.005071462
Gm16464,37.87324308,-0.544161236,0.194514365,-2.735259776,0.006233106,0.074766886
Med12l,25.24610263,-0.542379982,0.213673867,-2.710890713,0.006710274,0.078510205
Slfn3,104.2896049,-0.542292965,0.165946756,-3.250184246,0.001153303,0.020759447
Gm9770,52.19460781,-0.535186982,0.185935072,-2.92040268,0.003495794,0.048732851
Gm35154,7.42063533,-0.535073792,0.197938001,-2.634410635,0.008428349,NA
Ly6a,43.49106672,-0.529532385,0.204921472,-2.586230351,0.009703206,0.102211263
Rasgrp1,42.62889513,-0.525949165,0.196007698,-2.824649275,0.004733239,0.060987581
C130050O18Rik,250.8888751,-0.525549189,0.114758068,-4.589481238,4.44E-06,0.00019091
Trpm2,46.55595843,-0.52468655,0.190410032,-2.655797539,0.00791211,0.088464412
Ifit1bl1,27.16777076,-0.523392733,0.21037158,-2.413588895,0.015796274,0.14110046
Sirpb1c,165.3634166,-0.522718648,0.136836224,-3.835725978,0.000125194,0.003334434
Traf3ip3,218.6542939,-0.521117881,0.120127859,-4.390094837,1.13E-05,0.00041705
Gm13431,32.48760618,-0.518962767,0.201752732,-2.573443896,0.010069197,0.105304675
Pf4,11144.6502,-0.516459889,0.02884657,-17.90427214,1.09E-71,2.86E-68
Piwil2,32.93356767,-0.513714883,0.205616284,-2.491429676,0.012723015,0.122409978
Pgf,9.618196817,-0.51246967,0.209772474,-2.216945717,0.026626801,NA
Foxred2,176.7957866,-0.512407198,0.117353166,-4.333762013,1.47E-05,0.000523384
Ermn,7.566149324,-0.511647266,0.205913443,-2.142711301,0.032136287,NA
Bco2,30.69279538,-0.511066267,0.207436562,-2.615098425,0.008920175,0.09636436
Gm37968,5.744085709,-0.509679641,0.193059487,-2.390763093,0.016813398,NA
Gpr37l1,17.65330802,-0.508103082,0.213825559,-2.580650496,0.009861436,0.103794587
Sox4,920.075812,-0.507958951,0.068971373,-7.370311874,1.70E-13,2.79E-11
Ifi47,86.21552043,-0.507790954,0.209949862,-2.424344981,0.015336029,0.138427507
Frrs1l,9.80869972,-0.50768007,0.20729312,-2.868346378,0.004126235,NA
Oasl1,109.66369,-0.505233728,0.208894987,-1.988073196,0.046803595,0.283810418
2210408F21Rik,104.7727854,-0.503512378,0.152139015,-3.337210663,0.000846238,0.016235871
Pgam2,27.66437984,-0.503198167,0.211713292,-2.676965555,0.007429227,0.08450746
Rarres1,25.83944295,-0.501195671,0.206064542,-2.373066782,0.017641074,0.153804813
Slc52a3,16.28571134,-0.500485026,0.212286535,-2.637547239,0.008350799,0.092111848
Apod,39.94592739,-0.500042211,0.20893402,-2.403199442,0.016252321,0.144288897
Ifitm3,2492.924956,-0.499447336,0.193858599,-2.521386325,0.011689344,0.115431168
Gda,844.070338,-0.498717762,0.074815271,-6.679504381,2.40E-11,2.86E-09
Gm12250,149.9795717,-0.498394292,0.192436601,-2.549914983,0.010774919,0.109964595
St18,53.81839089,-0.494947402,0.175145575,-2.819498368,0.004809878,0.06179278
Arl4d,20.61012497,-0.494782507,0.212877619,-2.320409297,0.020318746,0.169590352
Prr5,7.897938815,-0.49430112,0.200604938,-2.471283189,0.013462916,NA
Ms4a6c,485.947805,-0.493316065,0.101548644,-4.849623445,1.24E-06,6.12E-05
Lrrn1,17.4387982,-0.492539453,0.21380252,-2.409777737,0.015962242,0.142291981
Klk6,11.85937878,-0.491289585,0.206346147,-2.687072856,0.007208123,0.082565771
Padi2,163.6527642,-0.489901353,0.122127499,-4.016047881,5.92E-05,0.001782814
Gm5150,29.65127984,-0.488030356,0.206880523,-2.432575637,0.01499186,0.135953863
Ltbp2,13.83858662,-0.484720818,0.212668864,-2.294042657,0.021788049,0.178327975
Rhox5,8.081443101,-0.48466914,0.201461278,-2.459310361,0.013920422,NA
Ugt8a,36.36746338,-0.484247619,0.20790433,-2.509012205,0.01210693,0.117779668
Zfp551,17.56814287,-0.48258606,0.212756284,-2.211134227,0.027026543,0.206384513
Tspan2,29.6653637,-0.480763066,0.209866949,-2.337085998,0.019434713,0.164729934
B130055M24Rik,18.37279002,-0.480341508,0.212781848,-2.192719934,0.028327564,0.213093678
Phf11a,50.83891173,-0.479253203,0.213890995,-2.085142209,0.037056394,0.250044791
Gm22009,39.86322348,-0.478368628,0.199280585,-2.392619771,0.016728567,0.147517594
Col5a1,40.9563259,-0.478147784,0.196861391,-2.442667089,0.014579179,0.133691786
Rad51ap1,38.04962678,-0.47747326,0.204552041,-2.57163967,0.010121818,0.105434261
Gnao1,94.15848036,-0.476863049,0.171496466,-2.800612403,0.005100574,0.064765429
Gm47218,9.075660812,-0.476486698,0.205668832,-2.099606261,0.035763492,NA
H2-DMa,471.9633659,-0.475646217,0.094415017,-5.051447567,4.38E-07,2.38E-05
Mlkl,459.2779159,-0.475621634,0.095570865,-4.966586465,6.81E-07,3.54E-05
Prdm16,96.21661715,-0.475143585,0.167147899,-2.837057702,0.004553138,0.059190797
Oas3,662.9689254,-0.474459539,0.211883083,-2.000751179,0.045419211,0.279292981
Rps4x-ps,10.27466615,-0.471807952,0.211940869,-2.142527166,0.032151085,NA
Tgfbr3l,10.43742125,-0.471796839,0.209922415,-2.204822717,0.027466537,NA
Tmeff2,23.85863823,-0.469753849,0.209912831,-2.315623786,0.020578819,0.170854632
1700047I17Rik2,84.80223311,-0.469545343,0.194573727,-2.624247373,0.008684069,0.094732802
Gm6087,18.99719419,-0.469514982,0.212968936,-2.374352494,0.017579759,0.153576773
Tnfsf8,52.8440271,-0.466457372,0.187961915,-2.4780914,0.01320873,0.125790118
Shcbp1,26.35414492,-0.466382705,0.211954531,-2.603257575,0.009234255,0.098735315
Tppp3,30.23722774,-0.465306169,0.204952744,-2.207631663,0.02726996,0.207316331
Spns2,13.35265353,-0.465017625,0.21140343,-2.444908217,0.014488901,0.133611933
Kcnab2,1722.121332,-0.46252499,0.04375229,-10.56974403,4.12E-26,2.45E-23
Zfp36l1,555.7018866,-0.461952482,0.078562941,-5.894488188,3.76E-09,3.06E-07
Lfng,1070.301622,-0.461509792,0.062803548,-7.352099714,1.95E-13,3.04E-11
Tle1,194.6991618,-0.460322109,0.128444769,-3.589061687,0.00033187,0.007589579
Nectin1,19.6931783,-0.459874207,0.213734526,-2.315952378,0.020560869,0.170849478
Crybg1,375.8827481,-0.459253832,0.100875958,-4.551336465,5.33E-06,0.000223886
Unc5b,72.05664143,-0.458807913,0.170365757,-2.712567038,0.006676428,0.078510205
Eps8,1962.43557,-0.457506095,0.04672412,-9.789202126,1.25E-22,4.97E-20
Ifi213,77.04575334,-0.457309949,0.205682483,-2.080175779,0.037509413,0.252056952
Dtl,56.69920371,-0.457153668,0.187829649,-2.521552309,0.01168383,0.115431168
Gm26202,5.921219248,-0.456288218,0.186836219,-2.356160442,0.018464941,NA
Mag,204.061918,-0.455630601,0.122603918,-3.72621727,0.000194375,0.004803446
9330182L06Rik,8.470784506,-0.455619683,0.201097842,-2.309556928,0.020912697,NA
Nos1,2.358583728,-0.454447899,0.145061408,-2.1314038,0.03305589,NA
Fjx1,24.3481301,-0.453971633,0.212165329,-2.308213238,0.020987279,0.173622037
Fam110b,58.97808702,-0.452776931,0.172237426,-2.602853921,0.009245134,0.098735315
Taf4b,43.22301514,-0.451770555,0.199877016,-2.305307132,0.021149378,0.174302802
Robo1,4.803453974,-0.451132645,0.182293651,-2.082879394,0.037262218,NA
Gm49484,7.91354333,-0.45004824,0.20646441,-2.051648327,0.040203852,NA
H2-Q6,143.6661242,-0.449711756,0.146618868,-3.022654828,0.002505679,0.037871296
Sirpb1b,50.67480844,-0.44876679,0.187267378,-2.410806829,0.015917276,0.14198774
Snx6,2087.045479,-0.448672259,0.042445554,-10.5701396,4.10E-26,2.45E-23
Adgre4,26.41188278,-0.447148376,0.213483073,-2.669841281,0.007588711,0.085800231
Gbp5,68.90994583,-0.446898428,0.190249431,-2.290013517,0.022020533,0.179459286
Gm37123,13.87090725,-0.446440174,0.213708576,-2.118434511,0.034138286,0.239607979
Cx3cr1,842.9271751,-0.445886875,0.158733741,-3.329150788,0.000871112,0.016640022
Gpr15,11.20641403,-0.445846007,0.210348183,-2.089582388,0.03665533,NA
Gm12205,2.154359158,-0.444785455,0.140316384,-2.056210994,0.039762183,NA
Thbs1,5654.897591,-0.442868538,0.085895263,-5.155327097,2.53E-07,1.44E-05
Pecam1,6.100034586,-0.440339382,0.193728123,-2.153591497,0.031272222,NA
Gbp7,783.7778545,-0.439114159,0.110400341,-3.976090677,7.01E-05,0.002049194
Lrrc8c,265.4867957,-0.438031699,0.100859042,-4.338445141,1.43E-05,0.000516579
Arhgap15,66.92537261,-0.437907437,0.181874472,-2.518370456,0.011789924,0.116074508
Nod2,92.33311314,-0.437799445,0.157673964,-2.786644888,0.00532568,0.066974776
H2-Q7,263.1972525,-0.43756727,0.125297383,-3.450829758,0.000558866,0.01156932
Plxnb3,31.84933968,-0.437169171,0.206086085,-2.238167861,0.025210111,0.197259077
Plxna3,83.97423736,-0.436799208,0.15863142,-2.784341517,0.005363653,0.067258664
Ephb1,9.736624835,-0.436656499,0.206589602,-2.421088724,0.0154741,NA
Gm12669,15.42435005,-0.435979427,0.213921873,-1.99799523,0.045717177,0.280269333
6530409C15Rik,10.3552473,-0.435910988,0.208837284,-1.964470373,0.049475569,NA
Akr1c12,19.97409969,-0.435634655,0.212468912,-1.990161034,0.046573199,0.282913483
Fam196b,10.4475262,-0.43443674,0.208571964,-2.362005878,0.018176354,NA
Carns1,17.37568086,-0.4342456,0.213285364,-2.009969047,0.044434465,0.275740645
Gm4739,19.97938998,-0.432707982,0.213002446,-2.089160021,0.036693321,0.249263493
Gm13127,15.71036401,-0.432467149,0.213909501,-2.043818816,0.04097145,0.265315183
Gm5431,405.9061121,-0.430999077,0.11425516,-3.776318724,0.000159163,0.004095689
Emb,1648.41416,-0.430010744,0.043722691,-9.831485478,8.24E-23,3.37E-20
Gm14794,12.96363727,-0.429687743,0.213310993,-1.868258416,0.06172606,0.33014624
Plxdc2,4058.498421,-0.428066003,0.042698611,-10.03383861,1.08E-23,4.73E-21
Fanca,168.7225149,-0.427767618,0.113887042,-3.741772137,0.000182727,0.004604724
Ercc6l,34.95780059,-0.427674238,0.201483843,-2.237125207,0.025278158,0.197287064
Lpcat2,771.7695681,-0.426637033,0.07593634,-5.623782492,1.87E-08,1.33E-06
C5ar2,157.3045722,-0.426465357,0.128563437,-3.322300657,0.000892784,0.016979748
Ldlrad3,251.0317147,-0.425885693,0.10202974,-4.178985454,2.93E-05,0.000954481
Foxm1,85.49816284,-0.425200625,0.167696251,-2.62819168,0.008584013,0.093972354
Entpd1,1576.875487,-0.424882316,0.04808503,-8.837491751,9.79E-19,2.67E-16
Gpr84,182.4414849,-0.422967418,0.128378656,-3.299619327,0.000968161,0.018072331
Col4a6,11.21732379,-0.421252737,0.19361659,-2.257816202,0.023957121,0.18945933
Nsl1,52.62289048,-0.419143038,0.187153045,-2.284086938,0.022366422,0.181623995
Slfn10-ps,316.3996354,-0.41631531,0.11125757,-3.733039896,0.000189183,0.004713021
Aldh1l1,224.3211714,-0.415180395,0.136617051,-3.11647609,0.001830265,0.029635742
Spsb1,261.3322818,-0.414509948,0.091988278,-4.489046604,7.15E-06,0.000280711
Gm4691,9.972189247,-0.414343969,0.20787569,-2.033667353,0.041985146,NA
Gbp9,1060.306265,-0.413122985,0.134489794,-3.07388172,0.002112932,0.033198872
Chadl,19.49959444,-0.412450107,0.212103454,-1.996274652,0.045904036,0.280562725
1700010I14Rik,49.35001519,-0.412401089,0.187395029,-2.208449272,0.02721297,0.207204395
BC025920,5.48125902,-0.412254103,0.193742871,-1.902175908,0.057148161,NA
Rprm,11.88382877,-0.412043775,0.208117835,-2.048171975,0.040543151,0.264524611
H2-Q1,9.027169451,-0.411016951,0.198734694,-1.853069136,0.06387245,NA
P2ry1,76.03667906,-0.410924673,0.159951385,-2.573552789,0.010066029,0.105304675
Ly6i,103.1741615,-0.410577888,0.158266854,-2.599475114,0.009336645,0.099227408
Il12rb1,35.65872199,-0.410203247,0.196634136,-2.034379177,0.04191338,0.267599672
AC122217.3,34.23216016,-0.409235468,0.20442158,-2.046375488,0.040719442,0.264939209
Rgs20,10.5837556,-0.409134987,0.203420751,-1.944331091,0.051855538,NA
Prkcz,11.13793528,-0.408193094,0.211292519,-2.017525045,0.04364075,NA
Aldh1l2,25.92267366,-0.408168534,0.210689298,-2.087200534,0.036870011,0.249733071
Cxcl10,19.32130678,-0.407947033,0.213926656,-1.69703348,0.089690331,0.398072909
Zfp422-ps,9.814670992,-0.407772128,0.203303376,-2.126280355,0.033479923,NA
Gm10282,456.914418,-0.407221275,0.138488968,-2.935201031,0.003333317,0.046840328
Gpr171,3.850070736,-0.406835463,0.16901571,-2.252694612,0.024278411,NA
Cggbp1,2350.359778,-0.406687107,0.039596899,-10.2710447,9.52E-25,4.80E-22
Gm6421,46.77295349,-0.406562556,0.191469486,-2.180373508,0.029229786,0.216889648
Ifi203,579.2714947,-0.405205191,0.178034238,-2.270232787,0.023193463,0.185722423
Tubb3,42.88738973,-0.404984182,0.198049298,-2.102217151,0.035534258,0.244682445
Ifi209,954.4248312,-0.4048749,0.196150615,-2.054701085,0.039907885,0.26174858
Fcgr1,4722.355109,-0.403752855,0.115911493,-3.477571861,0.000505977,0.010642581
Ctse,16.91751268,-0.403506467,0.213353355,-2.184194754,0.02894794,0.215775773
Ccnd1,2045.785379,-0.40349202,0.046140379,-8.746831239,2.19E-18,5.64E-16
Rfc4,59.00241309,-0.403294824,0.180210757,-2.277913593,0.022731726,0.183554111
Gm47863,20.0313601,-0.403226306,0.211752294,-1.752910368,0.079617394,0.375695472
G430095P16Rik,5.380793777,-0.402937669,0.185632323,-2.551332869,0.010731178,NA
Gm29609,4.585451946,-0.40194439,0.179606466,-2.080174937,0.03750949,NA
Il21r,1183.905547,-0.401420951,0.061283428,-6.54856825,5.81E-11,6.51E-09
Spint1,4405.849195,-0.401373155,0.038194177,-10.50862893,7.88E-26,4.49E-23
Cdiptos,25.28993595,-0.400240793,0.207124447,-1.919418549,0.054931385,0.307803207
Fcrlb,77.06804581,-0.398991523,0.168976643,-2.36084519,0.01823334,0.157190587
Gm26724,24.40908096,-0.398971724,0.208785251,-1.910039926,0.056128073,0.310994616
Gm17029,6.600530341,-0.398886786,0.193317501,-2.006537473,0.044798935,NA
Flrt3,87.77877062,-0.398561696,0.154023112,-2.547672673,0.010844417,0.110330156
Pcdh9,12.20299524,-0.397365675,0.209683737,-2.219953291,0.026421938,0.203666518
Inpp4b,153.3301034,-0.397332993,0.132741666,-3.006601645,0.002641857,0.039519288
Tvp23a,10.11485787,-0.397038043,0.211028385,-1.87974161,0.060143302,NA
Gm36501,7.512459167,-0.396938812,0.201652216,-1.964464841,0.04947621,NA
5930403N24Rik,24.10951724,-0.396486031,0.20945097,-1.900211416,0.057405381,0.316466179
Ager,14.79301422,-0.396357431,0.213596186,-1.953056111,0.050812947,0.296593699
Ebi3,151.8690008,-0.395712944,0.131875977,-3.004205733,0.002662752,0.039786434
Gm43029,5.622976974,-0.395617507,0.182933531,-2.168222732,0.030141744,NA
Sox10,47.90260331,-0.395485524,0.197649024,-2.07817195,0.037693525,0.252693934
Lyzl4,45.26011378,-0.394403038,0.192728434,-2.066000643,0.038828419,0.257624102
Tspan18,42.48987294,-0.393162494,0.189209087,-2.038978756,0.041452148,0.266089847
Gm13414,25.28404668,-0.392783779,0.210484627,-1.839780564,0.06580046,0.342298225
Marveld2,27.4215851,-0.391802264,0.208026905,-1.920020187,0.05485535,0.307803207
Tgfbi,5143.91237,-0.390338376,0.058767934,-6.640278168,3.13E-11,3.60E-09
Aqp11,19.22452434,-0.389880313,0.211172788,-1.81142588,0.070074953,0.352522135
Ctnna2,25.0053755,-0.389756949,0.211052868,-1.97995469,0.04770862,0.286514097
Lbr,119.9250564,-0.389483533,0.159205502,-2.510864181,0.012043602,0.117439339
Pcdh17,33.51610162,-0.388641007,0.208670628,-1.994865336,0.046057569,0.281166043
Ank3,23.60213484,-0.387951228,0.210057626,-1.867032243,0.061897085,0.330359722
Trem1,27.76207222,-0.387925055,0.20765723,-1.967043034,0.04917825,0.291366541
Cd74,789.8572029,-0.387716658,0.069033168,-5.630868059,1.79E-08,1.29E-06
Insc,3.468135475,-0.387671814,0.163209074,-1.964744595,0.049443806,NA
Mcemp1,107.0727993,-0.385928596,0.139508504,-2.759935169,0.005781283,0.070735702
Slc1a4,31.94932497,-0.385753868,0.206827104,-1.935848781,0.052886224,0.302208331
Ifi205,73.73435065,-0.385747617,0.214019086,-1.632449739,0.102584778,0.42797737
Gm43181,4.104234601,-0.384778134,0.162367266,-1.8027186,0.071432419,NA
Ston2,467.5912569,-0.383944688,0.085307188,-4.502453869,6.72E-06,0.000268366
Ppp1r2-ps4,6.992698843,-0.383706463,0.181619752,-1.924233766,0.054325288,NA
Vipr1,14.52049895,-0.382781376,0.213966353,-1.714489893,0.086438792,0.391123593
Gm21769,13.90812296,-0.381337967,0.213072613,-1.756316661,0.079034354,0.374964672
Ncaph,109.3435798,-0.381155635,0.156064627,-2.485375459,0.012941486,0.123714999
Gatm,660.8802893,-0.380986226,0.066741219,-5.706757543,1.15E-08,8.62E-07
Gfap,74.76723169,-0.379009419,0.20447108,-1.613867895,0.106556084,0.4352295
Gm23722,5.282273141,-0.378772725,0.186142938,-2.038135929,0.041536341,NA
Sass6,125.8397107,-0.377487477,0.164012192,-2.297024828,0.021617353,0.17737871
Arl4c,3371.088618,-0.376582175,0.037136491,-10.13964254,3.68E-24,1.66E-21
Anks1b,49.47648899,-0.376247307,0.187760394,-2.03885145,0.041464856,0.266089847
Plekhg1,221.3157748,-0.376159829,0.109016316,-3.438960363,0.000583953,0.011998845
Rbpj-ps3,43.26499225,-0.375557047,0.197878661,-1.953724312,0.05073383,0.296593699
Gm38171,8.089125084,-0.37499633,0.198932661,-1.591601599,0.11147425,NA
Mov10,455.8222461,-0.374591292,0.099061831,-3.781912654,0.000155628,0.004030334
Cd14,3791.999717,-0.37388932,0.048926111,-7.643520831,2.11E-14,3.64E-12
Ticrr,22.6966727,-0.37375345,0.212108057,-1.921148464,0.054712993,0.307575746
Cryba4,7.223379159,-0.373726677,0.20083385,-1.78166623,0.074803677,NA
1700020L24Rik,3.28950803,-0.373527013,0.162573498,-2.376932461,0.017457284,NA
Gm4951,106.1838967,-0.37345503,0.206156755,-1.849968375,0.064318108,0.337399714
Ly6e,7314.81478,-0.372715922,0.145370056,-2.562517946,0.010391622,0.107351109
Ifi203-ps,11.78638319,-0.372322734,0.207253186,-1.769320033,0.076840482,0.371225738
Hs3st1,16.03722493,-0.371976575,0.213790798,-1.870267545,0.061446674,0.329593622
Nipal4,2.526263661,-0.370865357,0.147637339,-2.181515527,0.029145307,NA
Mrc1,6166.375398,-0.370502566,0.040411672,-9.169094138,4.77E-20,1.56E-17
Tlr8,1614.587145,-0.369669817,0.055230627,-6.695261495,2.15E-11,2.59E-09
Fxyd2,30.75989274,-0.36919906,0.211751737,-1.810972771,0.070145067,0.352717174
Nt5e,104.5603142,-0.367900497,0.142938914,-2.565695281,0.010296924,0.106833646
Zfp619,45.96009014,-0.367647809,0.190480562,-1.944371021,0.051850726,0.299021174
