,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Plxnd1,3317.946503,-0.102480723,0.046501923,-2.203693112,0.027545934,0.208769183
Prkci,626.3609244,-0.10245038,0.067066534,-1.527534177,0.126628235,0.477861998
Nploc4,1734.362704,-0.102444004,0.043418343,-2.359521949,0.018298498,0.157545021
6230400D17Rik,20.39703307,-0.102427499,0.212599462,-0.491022131,0.623410795,0.878973
Ccdc152,4.59562805,-0.102349422,0.174562069,-0.730859202,0.464865158,NA
Dut,103.2207177,-0.102333501,0.154269038,-0.664129762,0.506607263,0.818780599
Slc35f5,762.2935792,-0.10229985,0.066935982,-1.528597296,0.126364307,0.477611156
Phb2,2895.479008,-0.10228861,0.037972256,-2.693664248,0.007067132,0.08159268
Platr27,5.561730806,-0.102268973,0.180646913,-0.540975897,0.588524196,NA
Slc38a4,2.084922345,-0.102256282,0.132075274,-0.800004915,0.42370795,NA
Tfdp1,855.3787461,-0.102254892,0.065626522,-1.558286073,0.119165449,0.46502205
Sergef,202.5950974,-0.102218626,0.121409742,-0.840559474,0.40059477,0.761387287
Wdr18,1117.086717,-0.102216612,0.057888261,-1.765690996,0.077447704,0.372021523
Aff3,5.247025802,-0.102200638,0.177577328,-0.484316354,0.628161372,NA
Gm44164,10.5826713,-0.102190174,0.209900068,-0.482285025,0.629603484,NA
Nup85,394.7592258,-0.102178429,0.088891763,-1.149638522,0.250292785,0.646097269
Tcof1,1415.015994,-0.102143166,0.050468459,-2.023776486,0.042993155,0.271640453
Plet1,77.16658392,-0.102132658,0.180948702,-0.57674996,0.564108378,0.850152523
Trub2,462.537741,-0.102115864,0.08047646,-1.268412733,0.204650597,0.59690013
Gm6758,1.004331702,-0.102113266,0.097662974,-0.756463887,0.449371117,NA
Med23,1092.313841,-0.102068489,0.063356931,-1.611096803,0.107158625,0.436631413
Fdx1,162.7477979,-0.102040393,0.125095357,-0.814425744,0.415401095,0.769816675
Dnpep,695.6195828,-0.102031625,0.065446054,-1.559126344,0.11896648,0.4645796
Wac,1153.107563,-0.102021971,0.055746373,-1.830144858,0.067228281,0.344795018
Gm47073,1.045011752,-0.101964718,0.099964165,-1.168948559,0.242424357,NA
Gm807,1.730583787,-0.101960551,0.123636267,-1.003789247,0.315480209,NA
Hist1h2ae,15.08050582,-0.101956178,0.213292397,-0.541841573,0.587927649,0.861864181
Calcrl,333.9734199,-0.101911777,0.093112448,-1.094630205,0.273678677,0.666471917
Ints4,583.7265759,-0.101895884,0.072269621,-1.409768811,0.158607959,0.527019898
Ddx10,423.679628,-0.101881279,0.084706743,-1.202608443,0.229127879,0.62543246
Tbk1,1478.215106,-0.101851001,0.046136557,-2.207557509,0.027275134,0.207316331
Gm42655,0.982112701,-0.101772029,0.096787921,-0.882543018,0.377483228,NA
Rom1,30.37241937,-0.10170341,0.205540035,-0.490477174,0.623796279,0.879421886
Gm16755,7.320009622,-0.101678779,0.198335306,-0.518200893,0.604318112,NA
Gm16200,0.76259936,-0.101653642,0.082119847,-1.362484045,0.173045176,NA
Il7,2.623614827,-0.101648738,0.154578433,-0.484328254,0.628152928,NA
Tprn,202.2124966,-0.101604693,0.114541559,-0.887360786,0.374884689,0.743080721
Pik3c2a,643.1799805,-0.101590656,0.067531193,-1.504778262,0.132381094,0.486052637
Hnrnpul2,3541.788249,-0.101565412,0.035717166,-2.843719825,0.004459024,0.058140347
Zc3h8,73.5119095,-0.101554889,0.157918688,-0.639460811,0.5225232,0.827743106
Tnrc18,1763.245665,-0.101542985,0.050682928,-2.003711185,0.045101007,0.27805545
Frmd4b,997.780893,-0.101504175,0.063031316,-1.610772745,0.107229264,0.436783423
Clic1,5060.218848,-0.101488231,0.033605443,-3.019955684,0.002528117,0.038122488
Trappc12,469.3525502,-0.101458433,0.080170069,-1.266174595,0.205450581,0.59712702
Podxl2,14.72296994,-0.101344546,0.214038027,-0.494177966,0.6211805,0.878569808
Acpp,1421.41906,-0.101238045,0.054164798,-1.86853421,0.061687646,0.33014624
Gnaq,2603.824795,-0.101172311,0.040727831,-2.484125266,0.012987011,0.124039212
Psmd13,1627.078246,-0.10114054,0.040912726,-2.471972489,0.013436986,0.126948998
Gabpb1,321.9184923,-0.10114012,0.087700091,-1.152746887,0.249014291,0.644508959
Gm38020,5.345806864,-0.101095877,0.189673523,-0.507687235,0.611672702,NA
Gm16332,21.83092232,-0.101092163,0.213760104,-0.527692262,0.597712945,0.866197114
Ccdc183,3.364131381,-0.101075471,0.168556008,-0.494635038,0.620857765,NA
Rimbp3,2.938438882,-0.101065132,0.158422312,-0.600078065,0.54845421,NA
Wdr6,343.1545318,-0.100965165,0.108977521,-0.928032141,0.353390898,0.729150421
Thap4,222.1547137,-0.100952714,0.102701565,-0.982082382,0.326059264,0.708323122
Tlr6,397.6268219,-0.100938231,0.087202158,-1.157903635,0.246903364,0.643480843
Dtx2,293.3802649,-0.100926868,0.092553154,-1.090053904,0.2756894,0.668267687
Cct2,3916.378128,-0.100890627,0.036229451,-2.78470624,0.005357624,0.067247415
Ccdc142os,3.242297023,-0.100769999,0.15681384,-0.635546593,0.525071989,NA
Xpo5,829.3285449,-0.100743547,0.060073311,-1.676955724,0.09355114,0.406194215
Gm17092,2.964535973,-0.100734672,0.155826349,-0.501921864,0.615722485,NA
Usp37,256.2595801,-0.100724368,0.102042137,-0.986951569,0.323666381,0.706745178
Gm826,1.25279179,-0.100690726,0.10720914,-0.796778191,0.425579864,NA
Rasal1,25.67656566,-0.100651586,0.208490813,-0.492129212,0.622628002,0.878884355
Abcd1,1483.588721,-0.100630596,0.048902939,-2.058116842,0.039578919,0.260362525
Shh,8.123101999,-0.100589161,0.195722865,-0.511119213,0.609267584,NA
Rab39b,5.331667985,-0.100557283,0.181970685,-0.502044996,0.61563587,NA
Slc12a7,1619.087623,-0.100532658,0.047975048,-2.095478641,0.036128465,0.246940173
Kank2,463.7243956,-0.100486523,0.081967162,-1.22625429,0.220102997,0.615180494
Gm42547,58.55554607,-0.100467044,0.185733332,-0.541529262,0.588142834,0.861986769
AC134560.3,1.884509638,-0.100419981,0.126645403,-0.772554362,0.439786163,NA
Rit2,1.070242955,-0.100410124,0.099168709,-0.755743566,0.449802958,NA
Ehd4,5859.461222,-0.100387072,0.030214693,-3.322619765,0.000891764,0.016979748
Rae1,558.2306096,-0.100375579,0.076499063,-1.311852909,0.189569769,0.57385991
Rgs14,526.2684639,-0.100363499,0.082071171,-1.223262045,0.221230738,0.615972918
Eif3h,2595.905147,-0.100358631,0.04026917,-2.492197518,0.012695542,0.122351548
Gm10257,11.64227584,-0.100295671,0.212257435,-0.467701914,0.639997772,0.887646657
Rgl3,280.2752902,-0.100269664,0.099601987,-1.006790389,0.314035514,0.698782541
Zfp595,59.72252892,-0.100242114,0.17460692,-0.573515522,0.566295692,0.852077018
Csf1r,20115.71054,-0.100229514,0.023825055,-4.206974165,2.59E-05,0.000862972
Gm5619,9.668551116,-0.100192076,0.209991838,-0.458793622,0.646382375,NA
Gm48780,1.414137272,-0.100171618,0.116492461,-0.624250974,0.532462776,NA
Gm41335,1.885503679,-0.100159594,0.135252597,-1.211940826,0.225535033,NA
Gm3513,2.398805813,-0.100106196,0.135849313,-0.92992968,0.352407494,NA
Gm15542,75.46509915,-0.100083345,0.163249786,-0.612389841,0.540279862,0.837254885
Gpld1,2.254138546,-0.10007057,0.133706745,-0.916614485,0.359344691,NA
Ucp1,1.680995646,-0.099960627,0.131886791,-0.810584485,0.41760433,NA
Gm18227,3.033315829,-0.099939139,0.150522856,-0.718260487,0.472596689,NA
Slc17a5,872.348889,-0.099935712,0.062873113,-1.590202944,0.111789067,0.447471702
Rrm2b,223.4900585,-0.099877571,0.102156106,-0.97781382,0.328166414,0.710439897
Cpd,5485.60814,-0.099752736,0.041427122,-2.407873185,0.016045754,0.142745116
Tcp1,2723.905273,-0.099715248,0.041071682,-2.42782179,0.015189805,0.137368672
Kat6a,1060.053126,-0.099686567,0.055753817,-1.788024747,0.073772015,0.363834584
Carhsp1,333.3376136,-0.099677749,0.103238635,-0.967135389,0.333476356,0.714381915
Rap2a,4080.452061,-0.099647643,0.031473383,-3.166043684,0.001545276,0.025828182
Kras,1174.932402,-0.099633574,0.06120534,-1.627581536,0.103613647,0.428579151
Ndnf,2.348406313,-0.099628006,0.13784841,-0.736250233,0.461578427,NA
1700034H15Rik,4.958346028,-0.099611731,0.183198439,-0.582454803,0.560260377,NA
Gm3555,9.031636024,-0.099575721,0.199578635,-0.504999946,0.613558874,NA
Mylip,1288.8265,-0.099572502,0.047914396,-2.077417234,0.037763067,0.252860107
Seh1l,746.7887215,-0.0995543,0.069441181,-1.43370919,0.151655269,0.517939911
Gm22571,5.458763894,-0.099547495,0.179481044,-0.537133708,0.591175259,NA
Cbx3,350.8123947,-0.09948005,0.098091066,-1.014660795,0.310267549,0.696547192
Ctcf,978.366002,-0.099470819,0.057057741,-1.743377253,0.081267739,0.380076969
Abca3,1781.144853,-0.099430314,0.048892481,-2.033754268,0.041976378,0.267798662
Gm26403,2.808329104,-0.099388433,0.150501157,-0.602380935,0.546920598,NA
Agap2,45.45641623,-0.099368374,0.187420446,-0.52848921,0.597159834,0.865904887
3110001I22Rik,37.20209794,-0.099341388,0.193974796,-0.508719757,0.610948672,0.871758752
Zbtb21,581.4216548,-0.099334739,0.066889302,-1.484871207,0.137577944,0.496220813
Catsper2,17.06847734,-0.099320861,0.213798791,-0.437929064,0.661437706,0.895412592
Anks6,136.9279096,-0.09931053,0.131284447,-0.75692657,0.449093856,0.790076181
Pik3r1,1136.674518,-0.099255997,0.0565652,-1.75498297,0.079262221,0.374964672
Shisa3,3.846377816,-0.099214302,0.156761259,-0.583447887,0.559591829,NA
Trmt112-ps2,129.6505383,-0.099149998,0.152290811,-0.649708452,0.515880563,0.825026535
B430212C06Rik,5.698554959,-0.099139698,0.186414246,-0.598401528,0.549572046,NA
Lrfn2,7.837191401,-0.099139185,0.198107366,-0.634094698,0.526019022,NA
Psmd6,1370.149206,-0.099114717,0.046948797,-2.110995075,0.034772735,0.242115793
Nkap,374.4281434,-0.099097269,0.089021275,-1.113624347,0.265440377,0.657662564
Gm10143,5.175476088,-0.099055385,0.181894501,-0.571329835,0.567776081,NA
Klf6,5144.351035,-0.099039456,0.030271234,-3.271823226,0.001068564,0.019502031
Fbxl12,100.7512992,-0.099015273,0.142379971,-0.697084384,0.485749987,0.809067891
Nucks1,1186.146546,-0.098955205,0.055420151,-1.785512857,0.074178168,0.364858501
Cep55,42.73194089,-0.09895453,0.199126769,-0.518427649,0.604159928,0.869089004
2810414N06Rik,23.48042237,-0.098952691,0.214017067,-0.464090775,0.642582711,0.889260095
4930412M03Rik,1.669187009,-0.098945184,0.121972942,-0.517382451,0.604889208,NA
Gm5436,23.08935306,-0.098942628,0.212714036,-0.459113733,0.646152496,0.89058135
Tnfsfm13,46.5555178,-0.098914261,0.180734342,-0.543590717,0.586723149,0.861644457
Rgs17,6.475756981,-0.0989033,0.191496847,-0.533746476,0.593516949,NA
Ano8,647.2804587,-0.098883549,0.074770198,-1.322361097,0.186047937,0.56912756
Ppp4r3a,1021.509928,-0.098882804,0.052440154,-1.885498571,0.059362557,0.323028075
Ksr2,95.70439447,-0.098849556,0.148056395,-0.665690094,0.505609207,0.818586511
Spag4,7.213584349,-0.098836077,0.199498459,-0.493924124,0.621359767,NA
2810029C07Rik,2.937784242,-0.098819139,0.149668273,-0.765760496,0.443818824,NA
Gm5915,2.891884005,-0.098782709,0.158350845,-0.50445799,0.613939577,NA
Flt4,2.564663422,-0.098738718,0.15130424,-0.489083045,0.624782904,NA
Hist1h4j,3.548341037,-0.098707162,0.148736531,-0.775697489,0.437927623,NA
Smarca5,1256.597703,-0.098692269,0.054553022,-1.809177209,0.070423477,0.353264362
Afg3l1,1531.158183,-0.098685027,0.045705676,-2.158973374,0.030852233,0.225400904
Rmdn3,458.3648527,-0.098653103,0.07965582,-1.238185079,0.215647443,0.608060882
Gm33370,13.79748127,-0.098635694,0.213621399,-0.47366402,0.635739515,0.886625223
Gm15635,10.72251927,-0.098608259,0.208943974,-0.475340615,0.634544215,NA
Neu3,32.24497743,-0.098608068,0.200511003,-0.495704788,0.620102708,0.878182359
Ankrd9,84.25664328,-0.098569873,0.156705188,-0.630655039,0.528266103,0.830442093
Ikbkap,675.4214368,-0.098545655,0.066906155,-1.472911446,0.140774915,0.501894965
Il6st,4622.207862,-0.098506059,0.03953069,-2.492024341,0.012701733,0.122351548
Egfl8,10.22149883,-0.0984622,0.206061669,-0.570275371,0.568490942,NA
Yif1b,611.0753222,-0.098450225,0.080347169,-1.224900658,0.220612652,0.615525848
Sema4c,721.4915566,-0.098432618,0.064466191,-1.527171496,0.126718372,0.477861998
Gid8,540.3820352,-0.098411588,0.078046711,-1.260902711,0.207343901,0.599098352
Lrrc28,113.1730359,-0.0984107,0.136098022,-0.721941851,0.470330229,0.801345215
Aatk,474.1578204,-0.098380848,0.075021915,-1.311115094,0.189818882,0.57385991
Has2,3.929250364,-0.098365275,0.170789092,-0.495784364,0.620046558,NA
Bcor,832.1320774,-0.098359414,0.076980652,-1.278294276,0.201145685,0.591918496
Tmod3,1794.302869,-0.0983387,0.046754727,-2.103451447,0.035426325,0.244458434
Zfp263,606.2087986,-0.098323816,0.074242296,-1.324542177,0.185323045,0.568462824
Gm47545,0.826417377,-0.098286922,0.085770652,-1.362846013,0.172931046,NA
Zfp85os,5.940901079,-0.098241797,0.181611846,-0.550389533,0.582052227,NA
Eif4h,4260.714221,-0.098236772,0.032242167,-3.046804679,0.002312879,0.035614539
Alkbh8,280.8363392,-0.09818759,0.095290498,-1.03001118,0.303004757,0.690857635
Kif2c,39.7482232,-0.098182062,0.2044584,-0.529620973,0.59637475,0.865436847
Iqsec3,1.116387655,-0.098172817,0.1036096,-0.474088082,0.635437097,NA
Irf2bpl,2229.815093,-0.098133385,0.050984267,-1.924735652,0.054262438,0.306093408
Ralgps2,104.2066075,-0.098119212,0.145829517,-0.674184294,0.500194154,0.816168284
Camkk1,9.33327504,-0.098095349,0.202982102,-0.468248838,0.639606651,NA
Hectd1,1928.991019,-0.098048047,0.049261103,-1.990457679,0.046540542,0.282871455
Vim,45303.76769,-0.09804057,0.023610098,-4.152465298,3.29E-05,0.00105639
Blzf1,241.9823562,-0.098038883,0.101738354,-0.963563082,0.335265023,0.715936053
Rhot1,876.4702499,-0.098031684,0.059443757,-1.649063866,0.099134551,0.419074813
A630001O12Rik,2.618602051,-0.098025101,0.141845574,-0.930427109,0.352149988,NA
9930004E17Rik,2.742032268,-0.098008441,0.148298173,-0.812501997,0.416503641,NA
Mir339,4.494710254,-0.097974665,0.178644681,-0.586029735,0.557855533,NA
Gatad1,1113.627701,-0.097947662,0.056180177,-1.743358361,0.081271037,0.380076969
Gm15850,1.808696303,-0.097912975,0.129670049,-0.513631438,0.607509695,NA
Zfp518a,372.4855806,-0.097910041,0.086787172,-1.128531946,0.259095333,0.653233694
Mrvi1,1.346344885,-0.097830423,0.105630076,-1.219255893,0.222747084,NA
Smarcad1,606.6925047,-0.097830229,0.071108021,-1.375851555,0.168867596,0.543578515
Crybg3,481.0299779,-0.0978017,0.089181479,-1.097610582,0.27237457,0.66495307
Adgre1,9871.200701,-0.097785784,0.030271905,-3.230211642,0.001236986,0.021934325
Cacnb4,21.12778673,-0.097772683,0.213443612,-0.43769739,0.661605661,0.89543907
Gm45606,164.5257785,-0.097770039,0.122199387,-0.799604437,0.423940016,0.77350459
Shb,178.5570617,-0.097756665,0.118359142,-0.825660011,0.408996983,0.766655785
Ctnnbl1,496.0020257,-0.097731835,0.078154604,-1.250316404,0.211183989,0.603283895
Vars,1163.475533,-0.09772227,0.055209049,-1.770015201,0.076724609,0.370999576
Meiob,1.445495386,-0.097690494,0.110855986,-0.959363041,0.337375887,NA
Supv3l1,287.7967709,-0.097687863,0.107394344,-0.908963777,0.363369247,0.736011783
Gm49064,3.24273207,-0.097678773,0.163698438,-0.536468808,0.591634588,NA
Cd101,14.45551376,-0.097575027,0.213228607,-0.509254071,0.610574147,0.871758752
Grk6,530.6506045,-0.097569536,0.076679925,-1.273036599,0.203005055,0.594719034
Gm26397,5.016245123,-0.097563294,0.187725576,-0.454305592,0.649608892,NA
Rasl11a,5.485539836,-0.09755562,0.188788937,-0.459135888,0.646136587,NA
Mir1945,1.344876322,-0.097548678,0.106216608,-1.526406399,0.126908685,NA
Rasl10b,13.01744493,-0.097529564,0.214018911,-0.417881154,0.676034012,0.898544446
Axin1,889.5546505,-0.097517351,0.057610045,-1.692822709,0.090489219,0.400327725
Tmem147os,11.28359416,-0.097430688,0.211090979,-0.474021596,0.635484507,0.886458269
Rrp8,393.1881389,-0.097428059,0.086708411,-1.12331227,0.261304895,0.654961618
Serpinf1,6.968716113,-0.097418938,0.19474338,-0.477135134,0.633265898,NA
Ctf1,2.537120257,-0.097396932,0.143181609,-0.616877573,0.537315481,NA
Rcc2,2565.258598,-0.097380018,0.040308668,-2.416097371,0.015687866,0.140232828
Scd3,1.287239995,-0.097362176,0.09987732,-0.550865048,0.581726189,NA
Chm,574.5847753,-0.097348951,0.078565088,-1.239182519,0.215277913,0.607317766
Rnf103,427.7526029,-0.097343168,0.081508272,-1.194959003,0.232103048,0.628259694
Serinc3,4988.966291,-0.097336962,0.037290715,-2.610412971,0.009043298,0.097453434
Tbc1d22a,1760.670015,-0.097333297,0.04941497,-1.969748492,0.048867202,0.290345342
Tecpr1,3824.260909,-0.097320801,0.034453422,-2.824700101,0.004732489,0.060987581
Gng2,782.0211796,-0.097289522,0.067605595,-1.439941191,0.149884038,0.516999325
Gm45631,1.399215518,-0.097287067,0.106535219,-0.818445514,0.413102842,NA
Gm11652,4.024890411,-0.097269426,0.166741794,-0.647755028,0.517143407,NA
Pcsk4,18.69998691,-0.097238043,0.213252869,-0.464841863,0.642044706,0.888830554
Ppp1r13b,292.2051312,-0.097236155,0.106201178,-0.916409231,0.359452296,0.7331653
Gm44136,1.545940116,-0.097170272,0.112625094,-1.248773593,0.211747895,NA
Pfkl,1725.067564,-0.097154848,0.04341725,-2.237566811,0.025249318,0.197274761
Rasa1,2483.712284,-0.097126544,0.04633279,-2.096613901,0.036027768,0.246660328
Supt4a,506.2840463,-0.097076486,0.077335105,-1.255439831,0.209319138,0.601121626
Stxbp3-ps,31.16493841,-0.097021973,0.200635973,-0.479658674,0.631470118,0.884341607
Krt23,0.94164515,-0.097000826,0.092816211,-1.105722313,0.268846729,NA
H1f0,973.7511957,-0.096938482,0.058887403,-1.646653121,0.099629365,0.420194142
Tbcd,1128.100181,-0.096896013,0.058917127,-1.644683286,0.100035141,0.421634124
Cnot2,779.1056326,-0.096834798,0.064243354,-1.507396457,0.131709066,0.485080272
Gm49494,5.487066131,-0.096827014,0.18853539,-0.508367021,0.611195976,NA
Ttc4,411.3986146,-0.096780417,0.077565109,-1.247623663,0.212168909,0.603783212
Tymp,16.75849355,-0.096771476,0.213793198,-0.423895798,0.671641809,0.896795604
Agpat2,559.8788033,-0.096726286,0.082642212,-1.170051223,0.241980356,0.638781343
Zscan20,79.78368507,-0.096708395,0.165905159,-0.581139385,0.561146517,0.848340464
Hdac7,209.3643866,-0.096674082,0.120350462,-0.802999404,0.421975079,0.772932825
Zfyve26,1181.135627,-0.09666546,0.061087554,-1.582545981,0.113524984,0.451892889
Synj1,1576.700512,-0.096611375,0.052329379,-1.846350345,0.064841352,0.339465073
Ehmt1,778.6214353,-0.096593846,0.068018953,-1.420295885,0.155521559,0.522349776
0610010F05Rik,518.6392822,-0.096509255,0.074555109,-1.294427855,0.195517674,0.583480666
Gm45493,2.519385725,-0.096506012,0.145792219,-0.530864779,0.595512486,NA
Rffl,999.8536673,-0.096492452,0.062041225,-1.55533724,0.119865773,0.466532267
Eif4a3,1480.097571,-0.096435694,0.049599751,-1.944260509,0.051864044,0.299021174
Gm5582,1.483776975,-0.096417646,0.125184677,-0.770931458,0.44074756,NA
Ddx19b,411.4574419,-0.09641001,0.080854909,-1.192362619,0.233119091,0.628786801
Usp42,273.0752417,-0.096369712,0.097113126,-0.992066404,0.321165134,0.704613844
Ccs,386.9702095,-0.096337924,0.082256471,-1.171137696,0.241543434,0.638502832
Eid2,147.9488637,-0.096251324,0.135392684,-0.71166363,0.476673094,0.803502507
Xrcc4,142.0363805,-0.096105121,0.125017517,-0.768249539,0.442338947,0.785850219
Clec4e,432.6321796,-0.096102729,0.150614518,-0.628888532,0.529422035,0.830943388
Fbxo34,436.8217343,-0.09610238,0.090639404,-1.060550449,0.288894251,0.67925862
Actr5,186.5722449,-0.09605818,0.11916545,-0.805539428,0.420508463,0.772405789
Zcchc3,32.89156419,-0.096044449,0.201972344,-0.478798206,0.632082193,0.884637693
Zfp607b,20.39198613,-0.096036998,0.212012623,-0.454997175,0.649111271,0.891915284
Ptov1,1095.53833,-0.096000635,0.056913108,-1.687001829,0.091603,0.401359486
Clec4a1,119.0517582,-0.09599708,0.147217442,-0.657861831,0.510626919,0.821451373
Fem1a,1258.770866,-0.095982861,0.049661668,-1.932600347,0.05328545,0.303060995
Gm41077,5.361836082,-0.095925066,0.190936087,-0.444700545,0.656536175,NA
Hspb8,29.8075075,-0.095917279,0.213473029,-0.428481893,0.668300314,0.896795604
Arhgap18,481.0313529,-0.095891166,0.078948225,-1.215059603,0.22434336,0.619634483
Nup160,490.9324709,-0.095890995,0.078609323,-1.21978807,0.222545225,0.617876881
Rab11fip5,3059.989063,-0.09583227,0.043073307,-2.225116782,0.026073399,0.201681323
Ptprj,2500.626222,-0.095783133,0.048953747,-1.956661671,0.050387259,0.29557843
Rbm11,1.128857439,-0.095694662,0.110178953,-1.110161322,0.266929516,NA
Gm10131,202.0006785,-0.095655687,0.117074803,-0.817004625,0.413925785,0.768719315
Lrba,205.6619682,-0.095643993,0.113306347,-0.844146521,0.398587534,0.760064269
Gm12960,294.7480047,-0.095610812,0.093667601,-1.020615425,0.307436679,0.693823052
Rps6ka4,1423.497907,-0.095597539,0.05361923,-1.782888117,0.074604518,0.365195957
Poc1b,198.2231731,-0.095565929,0.114354522,-0.836514722,0.402865398,0.762442332
Rangap1,1226.41978,-0.095562349,0.052566256,-1.81800881,0.069062786,0.350638803
Iba57,189.6528183,-0.095561727,0.116124786,-0.822666774,0.410697515,0.767293728
Aldh1a3,1.135043407,-0.095540155,0.109878179,-1.110331918,0.266856024,NA
Maged2,327.279612,-0.095505308,0.090952842,-1.050844892,0.293329834,0.683872828
Ap1g2,609.0263848,-0.095497231,0.072862685,-1.310788993,0.189929062,0.57385991
Gm27960,0.84245552,-0.095377679,0.084676375,-1.075715995,0.282054292,NA
Zdhhc14,690.3369953,-0.095324814,0.064626275,-1.475074207,0.140192594,0.501023023
Lnpep,1851.515376,-0.095289166,0.051873079,-1.837080934,0.066197948,0.343617956
Tmem100,8.232765418,-0.095285268,0.20042118,-0.562308808,0.573905638,NA
Cnot6,1520.73356,-0.095142787,0.044913153,-2.118471271,0.034135176,0.239607979
Qtrt1,262.6256596,-0.09512802,0.093005826,-1.021944693,0.306807078,0.693445899
Gm5073,4.588385701,-0.095073499,0.180080472,-0.683568529,0.494247663,NA
Kremen1,551.2360335,-0.095067616,0.070311064,-1.352225158,0.176303298,0.55495518
Slc35a4,1786.300772,-0.095050804,0.041557466,-2.287136676,0.022187847,0.180589779
Hnrnpul1,2646.124594,-0.095011994,0.040114993,-2.368576536,0.017856685,0.155032205
Tmem43,1767.7091,-0.095005973,0.051469799,-1.845933862,0.064901809,0.339510302
Mdk,109.9806537,-0.09498188,0.142671925,-0.663554323,0.5069756,0.818780599
Gle1,388.2388248,-0.094974538,0.085545225,-1.110418637,0.266818671,0.65919907
Greb1l,2.737892644,-0.094973816,0.156735626,-0.685052335,0.493310897,NA
Llph-ps2,11.75398155,-0.094930433,0.212055864,-0.433190781,0.664876176,0.896103223
Nfyb,210.1778939,-0.094911694,0.116100781,-0.818072069,0.413316036,0.76824019
4930469K13Rik,2.999074023,-0.094900208,0.149217256,-0.682922826,0.49465561,NA
Gm43413,4.607006702,-0.094866864,0.179087613,-0.457860599,0.647052596,NA
Gm20605,47.96493154,-0.094857027,0.190134078,-0.506058483,0.612815595,0.872767694
Gm37277,1.38519304,-0.09482133,0.108568217,-1.20833398,0.226918823,NA
Gtf2a2,236.5195663,-0.094818167,0.105308802,-0.900328027,0.36794571,0.737887314
Pibf1,158.9185504,-0.094807263,0.132322389,-0.716556138,0.473648017,0.802556229
Accs,156.1342631,-0.094771921,0.122699267,-0.772868347,0.439600299,0.78385118
Dap3,735.1096037,-0.094766682,0.064504522,-1.468870904,0.141867808,0.503667232
Gm15625,4.504927339,-0.094739674,0.184339835,-0.396030336,0.692082649,NA
Dpysl4,5.849045785,-0.094737945,0.184334419,-0.67619521,0.498916713,NA
Pank1,98.12881675,-0.09469803,0.161145078,-0.595605321,0.551438921,0.843278752
Dhx30,1096.471468,-0.094680986,0.056376229,-1.679338213,0.093086148,0.404844071
Wdr20,390.9632708,-0.094667377,0.097587037,-0.969975146,0.332058881,0.713647294
Fyco1,564.5722122,-0.094614321,0.079245711,-1.193633245,0.232621464,0.628362519
Cand1,1288.073364,-0.094587286,0.050800403,-1.861998221,0.062603341,0.332396345
Rad51d,200.4883646,-0.094521937,0.115601483,-0.817081739,0.413881718,0.768719315
Rogdi,121.2821435,-0.094501627,0.148471914,-0.636714384,0.524310903,0.828843202
Gphn,250.150462,-0.094481692,0.114741754,-0.82358709,0.410174214,0.767131876
Mfsd13a,458.1389328,-0.094477213,0.079836253,-1.183403463,0.236649285,0.633384852
G630030J09Rik,2.408743812,-0.094449971,0.142176189,-0.490732711,0.623615507,NA
Ccp110,140.2744119,-0.094429155,0.125309305,-0.752121113,0.451978228,0.791766325
Klf3,859.8511738,-0.094417068,0.065946237,-1.432330533,0.152049249,0.518045873
Gm47602,0.651123256,-0.094407943,0.074682346,-1.248660272,0.211789357,NA
Gm26797,11.49211418,-0.094377422,0.212558332,-0.416773257,0.676844265,0.898992719
Gabpb2,838.2939816,-0.094336622,0.056980403,-1.655797285,0.097762878,0.415793552
Ppl,2.004611792,-0.094335725,0.129770675,-0.668782182,0.503634435,NA
Hspa5,13022.66071,-0.094294807,0.029518537,-3.194405433,0.001401192,0.024191328
Gm47884,1.19562119,-0.094286935,0.113876074,-0.848654116,0.396073785,NA
B3gat1,21.37564071,-0.09428579,0.214022952,-0.469309149,0.638848677,0.887461227
Gm6728,1.131238478,-0.094252487,0.106750164,-1.37107115,0.170352777,NA
Gm26917,1680.228073,-0.094219629,0.086466311,-1.089490975,0.275937433,0.668741283
Gm8430,441.8779821,-0.094201017,0.101098954,-0.931614734,0.351535666,0.728188961
Gm20633,8.97534746,-0.09418073,0.204031502,-0.4807096,0.630722907,NA
Zbtb48,140.2432201,-0.094133502,0.130864774,-0.718714521,0.472316834,0.802308078
Ap3b1,3119.453505,-0.09409552,0.03746916,-2.511276711,0.012029536,0.117439339
Ctrl,6.145461545,-0.094072122,0.197475276,-0.421045829,0.673721617,NA
Actn3,1.121649041,-0.094052711,0.107886597,-1.094950451,0.273538345,NA
Palb2,77.82003163,-0.094042428,0.168146097,-0.562694912,0.573642649,0.855275148
Nepro,223.4401109,-0.094035594,0.110985311,-0.846928429,0.397035016,0.758749722
Armc1,663.0482638,-0.093994606,0.069150022,-1.359297468,0.174052346,0.551713097
Wscd2,2.340999428,-0.093961939,0.140497889,-0.509281249,0.610555099,NA
Gm22596,2.082791564,-0.093960433,0.138838836,-0.935182312,0.349694353,NA
Gm43011,1.932923453,-0.093944895,0.128876119,-0.663275307,0.507154248,NA
Tcf20,714.598135,-0.093923696,0.062945008,-1.492394472,0.135595763,0.492134781
