"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Gldc",1.45902912781813e-114,0.0285111419632702,0.491,0.299,3.65384664479496e-110
"Ctso",1.47002146392328e-114,-0.18846462847857,0.364,0.247,3.68137475210307e-110
"Caskin1",1.53648514263362e-114,-0.203974956957002,0.342,0.231,3.84781974269738e-110
"Fcho2",1.583109255666e-114,0.118482124634114,0.375,0.19,3.96458050896437e-110
"Kdm2a",1.65567879812457e-114,-0.0187034137379072,0.387,0.23,4.14631641414335e-110
"Gpatch8",1.91856049454333e-114,0.0402907694433376,0.616,0.406,4.80465104648485e-110
"Tnfrsf19",1.91911210341777e-114,0.299434360924657,0.398,0.182,4.80603244058913e-110
"Sorcs2",1.93136429263352e-114,-0.176839951362022,0.385,0.253,4.83671559804212e-110
"Rab11fip2",2.14746719781382e-114,0.080476771811294,0.407,0.222,5.37790210348516e-110
"Ccdc88a",2.30057758948708e-114,-0.00593015833671906,0.674,0.472,5.7613364573525e-110
"Eif2s3y",2.38274260568099e-114,0.143850116415311,0.419,0.223,5.96710230740691e-110
"Phf21a",2.54546590890917e-114,0.00966749764092256,0.754,0.535,6.37461027568122e-110
"Il18",3.27183147021278e-114,-0.106303034647987,0.414,0.272,8.19364755085386e-110
"Atxn2",3.51153006642078e-114,-0.0047548769467125,0.418,0.252,8.79392474533755e-110
"Wwtr1",3.70191598941353e-114,0.197202965045628,0.421,0.21,9.2707082122883e-110
"Acsl6",3.97050790137915e-114,-0.0679219899443462,0.486,0.324,9.9433429374238e-110
"Jak1",4.15690935337661e-114,-0.0542751020520134,0.339,0.196,1.0410148093661e-109
"Med13",4.83534340912051e-114,0.0355617331344869,0.329,0.168,1.21091504994605e-109
"2410089E03Rik",5.58748003417519e-114,0.103772298062997,0.425,0.233,1.39927262495849e-109
"Kidins220",5.71783956021818e-114,-0.133921098808794,0.544,0.388,1.43191856106544e-109
"Clk1",9.19206031426725e-114,-0.131360009137358,0.522,0.361,2.30196766450195e-109
"Tbl1x",1.07012718534238e-113,-0.0219988687252866,0.422,0.248,2.67991951025293e-109
"Clmn",1.11861481397619e-113,-0.255870428949939,0.679,0.538,2.80134707864056e-109
"Nsd1",1.17544411556391e-113,0.0485328760042134,0.609,0.394,2.94366469860671e-109
"Rabgap1",1.23819919410576e-113,0.0318073196350293,0.46,0.275,3.10082224179906e-109
"Atrx",1.31531244609362e-113,0.0062580106399821,0.462,0.28,3.29393695875226e-109
"Atad2b",1.60107373038697e-113,0.1229093357179,0.476,0.272,4.00956894300808e-109
"Rock1",1.92908474402796e-113,0.0280975834395971,0.452,0.272,4.83100692446923e-109
"Smg6",1.98992877234192e-113,-0.00543189369440666,0.434,0.259,4.98337862457586e-109
"Lrba",2.39364669899936e-113,-0.0436472473239451,0.486,0.317,5.99440942830409e-109
"Ubr2",2.67248448194123e-113,0.0423360582381933,0.371,0.204,6.69270288812542e-109
"2610035D17Rik",2.9043513583693e-113,0.168412063935619,0.654,0.408,7.27336710676425e-109
"Cdh2",3.10634371019583e-113,-0.19513512061231,0.645,0.486,7.77921655344342e-109
"Chd7",3.25574792614628e-113,-0.130052328703337,0.371,0.242,8.15336953144813e-109
"Lamp2",3.38143251051968e-113,0.152722160270975,0.43,0.23,8.46812143609443e-109
"Cspp1",4.57997890285508e-113,0.0982090991276945,0.526,0.315,1.146964116642e-108
"Pcsk6",5.89675846322858e-113,-0.103479285347738,0.375,0.232,1.47672522194633e-108
"Acss2",6.45058689262402e-113,-0.938085497973525,0.243,0.296,1.61542047551983e-108
"Ggnbp2",6.83080379331306e-113,0.00136886693037375,0.349,0.194,1.71063819395939e-108
"R3hdm1",7.47505670217825e-113,-0.105688706792814,0.463,0.301,1.8719784499265e-108
"4930570B17Rik",8.22891133130404e-113,0.040786512597303,0.483,0.288,2.06076626469847e-108
"Gli2",1.06189687174857e-112,-0.138230832344411,0.447,0.304,2.65930833591993e-108
"Klf7",1.13062645261923e-112,-0.113283435829412,0.387,0.246,2.83142782529433e-108
"Ptch1",1.13063884879722e-112,-0.126192777891696,0.486,0.33,2.83145886904287e-108
"Ewsr1",1.30869848964854e-112,-0.0746598356770027,0.32,0.19,3.27737362762685e-108
"Rtn3",1.59511565853308e-112,0.072105446655498,0.547,0.331,3.99464814366439e-108
"Tnrc6b",2.11888649375345e-112,0.0950010571531732,0.747,0.51,5.30632744630676e-108
"Hacd2",2.54262618401794e-112,-0.0910787384826248,0.464,0.301,6.36749875263614e-108
"Dyrk1a",2.77008660729564e-112,0.0639827255361005,0.404,0.23,6.93712789065047e-108
"Nckap1",2.91684447086498e-112,0.0542619259226975,0.569,0.361,7.30465360838716e-108
"Itsn2",3.07959356265111e-112,-0.0433945924681312,0.349,0.206,7.71222615894717e-108
"Mier1",3.48573108253229e-112,-0.00963319588190292,0.356,0.199,8.7293163499856e-108
"Hmg20a",3.53868774349794e-112,0.127676755475179,0.369,0.188,8.86193571604188e-108
"Anks1",3.73305410338331e-112,-0.0475101051951097,0.341,0.197,9.34868739110282e-108
"Parp8",3.82611502733766e-112,0.0727299464287099,0.405,0.224,9.58173986296171e-108
"Atf7ip",4.3955497106011e-112,0.0671440324002957,0.373,0.203,1.10077751402583e-107
"Grina",4.54449375100453e-112,-0.010347578463463,0.447,0.274,1.13807757006407e-107
"Ntsr2",4.78969852362864e-112,-0.323873164900923,0.507,0.402,1.19948420127232e-107
"Clasp2",4.85074761515283e-112,0.0420706275869707,0.74,0.516,1.21477272526272e-107
"Ttc14",5.11979191857018e-112,0.00390734702151163,0.484,0.304,1.28214949016753e-107
"Prodh",5.13114267007274e-112,-0.125115949294808,0.366,0.236,1.28499205886632e-107
"Pbxip1",5.22523696093034e-112,0.13879348776558,0.378,0.195,1.30855609212578e-107
"Ptprg",5.90048739184075e-112,0.00427227873474534,0.507,0.312,1.47765905753868e-107
"Htra1",6.45465673474735e-112,-0.31676332035615,0.669,0.553,1.61643968608278e-107
"Myo10",6.99303950905237e-112,0.139756534498261,0.624,0.393,1.75126688425199e-107
"Utrn",7.08417065844756e-112,0.0634233599848604,0.611,0.397,1.77408885799502e-107
"Chd2",7.10917848595869e-112,0.122729777418535,0.504,0.291,1.78035156823863e-107
"Slc15a2",7.16270010260986e-112,0.0280498233937634,0.391,0.221,1.79375498669659e-107
"Akt3",7.16327271692218e-112,0.0445673497337391,0.633,0.416,1.79389838649882e-107
"Gli3",7.4811954306003e-112,-0.0604610995384163,0.721,0.528,1.87351577168523e-107
"Sptbn1",7.63232487280707e-112,0.0355761321357417,0.565,0.367,1.91136311789707e-107
"Arid2",8.3639619150653e-112,-0.0208433994647277,0.315,0.174,2.0945869823898e-107
"Usp24",1.34456130897075e-111,0.0265494620804829,0.564,0.363,3.36718488605544e-107
"Mmd2",1.53553606591455e-111,-0.0323077317723661,0.617,0.428,3.84544296986981e-107
"Ankrd12",1.55242523130703e-111,-0.0479983284965178,0.535,0.359,3.88773850676219e-107
"Wac",1.80428338148443e-111,-0.0429927063891655,0.4,0.245,4.51846687225146e-107
"Dip2c",2.00427198215169e-111,-0.0316019769956108,0.511,0.329,5.01929832490249e-107
"Rasa2",2.07009791498176e-111,0.168205923444636,0.532,0.31,5.18414620848881e-107
"Tax1bp1",2.09399417647876e-111,0.1059531781312,0.28,0.124,5.24398961615576e-107
"N4bp2l2",2.88157940037898e-111,0.0187015759910945,0.36,0.2,7.21633929236908e-107
"Uty",3.11182912021234e-111,0.0225974844261749,0.361,0.199,7.79295366574775e-107
"Stx16",3.3236578832106e-111,0.138388763702963,0.373,0.191,8.32343643692431e-107
