,189,190,193,164,211,184,207,205,208,182,188,187,213,36,39,220,206,174
Eotaxin,0.63618221,0.504212705,0.110852495,-0.296901277,0.63618221,-0.40238009,-1.241915418,-1.241915418,0.077612851,-0.79525594,-1.241915418,-1.241915418,0.455754916,-1.241915418,0.110852495,-1.241915418,-1.241915418,-0.79525594
GM-CSF,0.499156176,-0.106718539,-0.523101209,-0.106718539,0.731986096,-0.523101209,-2.843236022,-2.843236022,-0.106718539,-0.106718539,-1.856740286,-2.843236022,0.224590792,-0.523101209,0.224590792,-2.843236022,-2.843236022,-0.523101209
IFNg,-0.861358928,-0.5818364,-1.164751072,-0.861358928,0.688352725,-1.164751072,-1.164751072,-1.164751072,-0.494373559,-1.164751072,0.710276041,-1.164751072,0.194746173,-0.765143613,-1.164751072,-1.164751072,-1.164751072,-0.964452421
IL1a,-0.327567651,-0.794192529,-0.794192529,-1.58246309,1.309654041,-1.959477143,-4.675287123,-4.675287123,-0.327567651,-1.097189164,0.464652729,-4.675287123,-0.430727584,-0.938093273,-1.473256318,-4.675287123,-4.675287123,-1.097189164
IL2,0.193445604,-0.305667954,-0.059188731,-0.677195563,0.66145589,-0.506551909,-1.736628476,-1.736628476,-0.157294914,-0.204299863,-0.112866613,-1.736628476,-0.157294914,-0.279650421,-0.204299863,-1.736628476,-1.736628476,-0.386660076
IL6,0.403294398,-0.089518256,-0.234817809,-0.234817809,0.61158584,-0.560333212,-0.560333212,-0.560333212,-0.022011436,-0.560333212,0.291649043,-0.560333212,0.509771027,-0.560333212,-0.554359311,-0.560333212,-0.560333212,-0.560333212
IL7,-0.200275519,-0.624083228,-0.624083228,-1.095503197,1.590388213,-1.095503197,-1.095503197,-1.095503197,-0.788990155,-1.095503197,-0.078183721,-1.095503197,-0.624083228,-1.095503197,-1.095503197,-1.095503197,-1.095503197,-1.095503197
IL9,-0.144581509,-0.759851601,-0.194967542,-1.433536983,0.319791234,-0.699170361,-2.304204805,-3.349528796,-0.496073747,0.139698353,-1.092495949,-4.052368606,-0.961321217,-0.578120377,-0.481729371,-2.807909324,-2.807909324,-1.058446668
IL10,0.049827502,-0.31617784,-0.385214989,-0.736421972,-0.030658041,-0.112710821,-2.335567953,-2.003266043,-0.298176673,-0.216733886,-0.016431272,-2.294332198,0.011973511,-0.973669387,-0.504244383,-2.07052088,-2.421753199,-1.738878669
IL12p40,0.12645872,-0.043912729,-0.724397841,-0.4602904,0.958095198,-1.039899666,-7.531752763,-7.531752763,-0.4602904,-1.454937166,-1.039899666,-7.531752763,0.765163444,-0.237132014,-0.724397841,-7.531752763,-7.531752763,-1.454937166
IL12p70,0.422860204,0.10225629,-0.282223742,-0.282223742,0.696015739,-0.506056698,-2.022071845,-2.022071845,-0.079088247,-0.282223742,-1.040219192,-2.022071845,0.10225629,-1.040219192,0.10225629,-2.022071845,-2.022071845,-0.756034951
LIX,1.796568367,0.269958105,0.862051443,0.269958105,2.293884746,-1.9485404,-2.957642607,-2.957642607,0.493464147,-1.20614092,0.007703324,-2.957642607,0.941312688,-2.957642607,0.689132542,-2.957642607,-2.957642607,-2.957642607
IL15,0.124928422,-0.731450388,-0.094225464,-1.395502832,0.800729019,-0.137817819,-3.844842033,-5.527889533,-0.094225464,-0.731450388,-0.217607879,-6.640952197,-0.946556456,-0.834998086,-1.109909836,-6.640952197,-6.640952197,-0.985849303
IP10,3.320567913,3.266509312,3.3409526,2.954813714,3.290867756,2.778899481,1.459179405,1.124455802,2.700928146,3.209565515,2.804072703,0.838673979,2.681771933,1.877714773,2.08709732,0.971299014,0.958968212,2.963728056
KC,0.905038009,0.401292816,0.622388432,0.622388432,1.927263607,-0.077294675,-1.741665138,-1.741665138,0.278234419,0.213105608,-0.118619136,-1.741665138,0.073302968,-1.121513209,-0.333322291,-1.741665138,-1.741665138,-0.630304029
MCP1,0.60995518,-0.423525279,0.60995518,-0.423525279,0.793840325,-1.282604395,-2.156315197,-2.156315197,-0.423525279,-0.423525279,-1.282604395,-2.156315197,0.16727979,-1.282604395,-0.423525279,-2.156315197,-2.156315197,-0.423525279
MIP1a,0.294338698,0.189619882,-0.050024703,0.189619882,0.479321366,-0.188963199,-2.527710468,-2.527710468,0.075154602,0.639601428,-0.519509987,-2.527710468,-0.188963199,-0.188963199,-0.188963199,-2.527710468,-2.527710468,-0.188963199
MIP1b,1.754597863,1.447296062,1.42326113,1.374615421,2.009073775,1.15716205,-0.871499144,-1.439351314,1.470319935,2.064103776,0.654917347,0.137858911,1.270690995,-0.289669532,0.565280135,-1.439351314,-1.439351314,0.819036727
MCSF,0.432063602,0.432063602,0.584962501,0.432063602,0.584962501,0.305717868,-1.567936398,-1.567936398,-0.379217024,0.656694495,-0.138965093,-1.567936398,-0.254997087,-0.814044889,-0.138965093,-1.567936398,-1.567936398,0.262278606
MIP2,0.08131027,0.08131027,-0.281421719,0.08131027,0.756688066,-0.82543867,-1.461216964,-1.461216964,0.08131027,0.08131027,0.08131027,-1.461216964,0.08131027,-0.281421719,0.08131027,-1.461216964,-1.461216964,-0.82543867
MIG,1.927096517,1.904923514,2.535099943,1.502000224,2.878237499,0.863366188,0.122306387,-0.399974881,1.860296623,1.502000224,1.988833187,-0.399974881,1.883160731,1.04059771,0.725095885,-0.399974881,-0.028842788,1.432398501
VEGF,0.603501628,0.075604343,-0.181916302,-0.583470572,0.154165887,-0.617417904,-2.171792085,-2.171792085,-0.409822484,-0.746700921,-0.969719648,-2.171792085,-0.159235913,-0.467477277,-0.279095371,-2.171792085,-2.171792085,-1.181916302
