X,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,color,Unique_F_GDQvsSaline
Per3,626.9943487,-0.188131631,0.073643746,-2.554636833,0.010629864,0.665272554,blue,Per3
C030037D09Rik,192.1520909,-0.18834943,0.092134904,-2.043808459,0.040972473,0.73082813,blue,C030037D09Rik
Gm48691,7.563719971,-0.188631317,0.090595175,-2.064461206,0.038974009,NA,blue,Gm48691
1810021B22Rik,109.1301755,-0.188754007,0.088248391,-2.138857687,0.032447196,0.73082813,blue,1810021B22Rik
Gm20518,5.722173812,-0.188927109,0.08637639,-2.204035901,0.027521819,NA,blue,Gm20518
Gm49544,9.434349856,-0.188970625,0.091112773,-2.096476768,0.036039919,NA,blue,Gm49544
Gm37584,7.281529916,-0.188994282,0.089217097,-2.164712135,0.030409737,NA,blue,Gm37584
Kdm8,74.24343231,-0.189293299,0.094844954,-1.993994027,0.046152707,0.744195683,blue,Kdm8
Ankrd16,345.3131498,-0.189807353,0.079026441,-2.402129393,0.016299942,0.707547848,blue,Ankrd16
Igip,670.3352184,-0.189811496,0.08543582,-2.22453228,0.026112653,0.71436293,blue,Igip
Gm26642,11.07257713,-0.190199356,0.096433546,-1.966484937,0.049242621,NA,blue,Gm26642
Gm33320,3.15914722,-0.19060796,0.067756989,-2.7730747,0.005552937,NA,blue,Gm33320
Gm9884,9.709171899,-0.190894302,0.096165048,-1.986161702,0.047015372,NA,blue,Gm9884
Runx2,136.1454172,-0.191012809,0.084339482,-2.2672494,0.023374995,0.707547848,blue,Runx2
Fam198a,138.9766845,-0.191099199,0.090616013,-2.109090383,0.034936781,0.73082813,blue,Fam198a
Nfat5,1033.429091,-0.191679569,0.084344122,-2.275811951,0.022857267,0.707547848,blue,Nfat5
Ptprz1,4878.490577,-0.191970991,0.084118546,-2.288391896,0.022114709,0.707547848,blue,Ptprz1
Plagl1,251.5600041,-0.192093574,0.095038163,-2.019587681,0.043426174,0.733076793,blue,Plagl1
Car13,57.54994313,-0.192268335,0.092438531,-2.044856161,0.040869041,0.73082813,blue,Car13
Zfp839,151.7903008,-0.192330312,0.074508902,-2.577202746,0.009960351,0.665272554,blue,Zfp839
Lemd1,24.88248958,-0.192337356,0.098834437,-2.035165022,0.041834271,0.73082813,blue,Lemd1
Plxnb1,3479.682449,-0.192624463,0.086549306,-2.227767638,0.025896014,0.71436293,blue,Plxnb1
Acot11,1266.527103,-0.192848869,0.080947841,-2.383230532,0.017161444,0.707547848,blue,Acot11
Gm26901,7.538630425,-0.192910667,0.085286957,-2.227757415,0.025896696,NA,blue,Gm26901
Fnbp1,2149.378811,-0.193041728,0.066955753,-2.884051521,0.003925945,0.545456169,blue,Fnbp1
Shank1,20593.78501,-0.193339249,0.095368587,-2.033578889,0.041994072,0.73082813,blue,Shank1
Gm41231,7.691498038,-0.193645061,0.087064322,-2.300559731,0.021416529,NA,blue,Gm41231
Irf2,213.4739231,-0.193886678,0.073328588,-2.646207741,0.008139981,0.639224869,blue,Irf2
Cftr,6.254760888,-0.193923081,0.077520739,-2.559087279,0.010494739,NA,blue,Cftr
Lrp8os2,6.450913347,-0.194514676,0.0837113,-2.223711444,0.026167865,NA,blue,Lrp8os2
Ptpn23,653.8820248,-0.19451475,0.064891462,-2.997960048,0.002717933,0.500575311,blue,Ptpn23
Lrp1,6204.565817,-0.194568082,0.093358094,-2.093552772,0.036299838,0.73082813,blue,Lrp1
Gm17530,12.25731201,-0.194830119,0.097272437,-2.000022464,0.045497838,NA,blue,Gm17530
Thbs3,224.2441124,-0.195028021,0.07847695,-2.48639054,0.012904626,0.677971415,blue,Thbs3
Col11a2,529.1156643,-0.195040324,0.08681699,-2.246574823,0.024667213,0.707996724,blue,Col11a2
Sfi1,263.5434142,-0.195122219,0.086024099,-2.267982282,0.023330287,0.707547848,blue,Sfi1
Mtf2,396.2773803,-0.195240602,0.068664352,-2.843324754,0.004464555,0.553569634,blue,Mtf2
Mbd6,574.3698001,-0.195346448,0.092009696,-2.127309131,0.033394407,0.73082813,blue,Mbd6
Phkg1,457.127054,-0.19555416,0.076158554,-2.568346438,0.010218498,0.665272554,blue,Phkg1
Snph,13197.6847,-0.195691577,0.082112501,-2.384567448,0.017099213,0.707547848,blue,Snph
Cyp4v3,195.6146603,-0.195949021,0.077066272,-2.541071952,0.011051317,0.665272554,blue,Cyp4v3
Fdxr,218.4184639,-0.196059888,0.076226872,-2.572944857,0.010083727,0.665272554,blue,Fdxr
Mfsd2a,362.238306,-0.19620953,0.094336547,-2.06127905,0.039276426,0.73082813,blue,Mfsd2a
Szt2,598.2263198,-0.196653505,0.082988063,-2.370793948,0.017749923,0.707547848,blue,Szt2
Gm12940,158.749159,-0.197046453,0.097604834,-2.016132224,0.043786151,0.734437495,blue,Gm12940
Hivep3,1274.164636,-0.197108217,0.085974961,-2.295361438,0.021712419,0.707547848,blue,Hivep3
Gm43012,14.82056807,-0.19717935,0.09930402,-1.966422414,0.049249836,NA,blue,Gm43012
Gm47372,6.907990824,-0.197392619,0.088797701,-2.21915483,0.026476193,NA,blue,Gm47372
Gm1043,137.2308239,-0.197592316,0.089473205,-2.208772901,0.027190441,0.717843203,blue,Gm1043
Usp49,155.2149296,-0.19773675,0.087723217,-2.254122216,0.02418848,0.707547848,blue,Usp49
Fads2,3635.026536,-0.19784018,0.065040632,-3.043082471,0.002341681,0.484320111,blue,Fads2
Tmem174,2.881849993,-0.198648059,0.066774271,-2.315750213,0.020571911,NA,blue,Tmem174
2010007H06Rik,16.14052119,-0.199145845,0.099350622,-2.1286277,0.033285075,NA,blue,2010007H06Rik
Gm11110,9.92057845,-0.200074962,0.095011108,-2.075383708,0.037950987,NA,blue,Gm11110
Gm10524,186.0454421,-0.200710045,0.090535437,-2.21867703,0.026508705,0.714760317,blue,Gm10524
Gm47033,9.103162345,-0.200970082,0.090946689,-2.247702588,0.024595161,NA,blue,Gm47033
Itgb4,238.4839453,-0.200999602,0.089384303,-2.248564629,0.024540209,0.707996724,blue,Itgb4
Sned1,353.1462523,-0.201261047,0.103007908,-2.042602184,0.041091835,0.73082813,blue,Sned1
Mafg,1489.415552,-0.201291753,0.07112217,-2.830122892,0.004653013,0.553569634,blue,Mafg
Gm37593,9.718144349,-0.201473022,0.092269476,-2.155251798,0.031142136,NA,blue,Gm37593
Amigo3,44.22964528,-0.201489188,0.099241464,-2.030076777,0.042348736,0.73082813,blue,Amigo3
Slc9a2,361.7445689,-0.201583149,0.092930277,-2.167681175,0.030182953,0.73082813,blue,Slc9a2
Rfx1,325.9965163,-0.20166837,0.076436339,-2.639018515,0.008314644,0.639224869,blue,Rfx1
Snord42b,15.49690039,-0.201752031,0.102608333,-1.962279026,0.049730008,NA,blue,Snord42b
Gm16172,11.77430503,-0.201928602,0.097067901,-2.04427394,0.040926492,NA,blue,Gm16172
3110039I08Rik,504.9792619,-0.20196759,0.096489058,-2.10297144,0.035468266,0.73082813,blue,3110039I08Rik
Gm16958,14.11852412,-0.202447402,0.100612009,-2.055258406,0.039854052,NA,blue,Gm16958
Ctsk,49.35577807,-0.20295422,0.101790605,-1.995432502,0.045995729,0.744195683,blue,Ctsk
Lyzl4,7.99187377,-0.20306127,0.085226272,-2.574530493,0.010037624,NA,blue,Lyzl4
Gm45632,12.54527853,-0.203091383,0.099053848,-2.063987662,0.039018886,NA,blue,Gm45632
Eya1,310.3862873,-0.203231069,0.069426404,-2.927278852,0.003419421,0.537081822,blue,Eya1
Lamc3,87.70426635,-0.20324856,0.104193226,-1.961784016,0.049787635,0.744195683,blue,Lamc3
Adamtsl1,154.0369943,-0.203282109,0.085765611,-2.368311288,0.017869494,0.707547848,blue,Adamtsl1
Gm26628,9.680487436,-0.203334153,0.088159769,-2.201626802,0.027691681,NA,blue,Gm26628
Arhgap33,3365.305442,-0.203807861,0.083998191,-2.42723751,0.015214292,0.707547848,blue,Arhgap33
Notch3,184.6872312,-0.204153137,0.094458119,-2.166742129,0.030254522,0.73082813,blue,Notch3
Gpr4,53.84006838,-0.204190415,0.104215397,-1.967217422,0.04915815,0.744195683,blue,Gpr4
Thpo,82.02528246,-0.204480084,0.094678937,-2.161222442,0.030678161,0.73082813,blue,Thpo
Gm30698,4.466731267,-0.204484009,0.078115106,-2.640144364,0.008287072,NA,blue,Gm30698
Kcnj5,8.221568734,-0.204542685,0.086486386,-2.203284797,0.027574682,NA,blue,Kcnj5
Gm4779,7.453184419,-0.20466331,0.088365728,-2.298968715,0.021506716,NA,blue,Gm4779
Slc7a2,914.0247498,-0.204698268,0.091674093,-2.24065287,0.025048569,0.712481888,blue,Slc7a2
Eno3,113.6714413,-0.204772886,0.090235922,-2.269810892,0.023219059,0.707547848,blue,Eno3
Gm45501,6.873741297,-0.204834083,0.086463904,-2.419994896,0.015520725,NA,blue,Gm45501
Gm46404,40.57259878,-0.204838587,0.104235304,-1.99399766,0.04615231,0.744195683,blue,Gm46404
Gpc6,110.2166825,-0.204855862,0.090649894,-2.258329459,0.023925127,0.707547848,blue,Gpc6
Htra3,135.4948755,-0.205296362,0.101066016,-2.04065385,0.041285246,0.73082813,blue,Htra3
Tmcc3,998.6067391,-0.20546932,0.050902666,-4.035540602,5.45E-05,0.053510664,blue,Tmcc3
Pi16,17.69369746,-0.205603451,0.100186641,-2.038974647,0.041452558,NA,blue,Pi16
Gm32633,8.869305373,-0.205696245,0.084097145,-2.564947624,0.010319138,NA,blue,Gm32633
4930408O17Rik,3.861664599,-0.206139963,0.073441295,-2.890408154,0.003847419,NA,blue,4930408O17Rik
Gm26797,6.921406999,-0.206198764,0.082785177,-2.50539837,0.012231354,NA,blue,Gm26797
Klf12,426.7004494,-0.206362973,0.072738729,-2.836731994,0.004557785,0.553569634,blue,Klf12
Gm48062,81.22266339,-0.206371961,0.102352804,-2.020162903,0.043366493,0.733076793,blue,Gm48062
BC035947,19.47262268,-0.206767456,0.103278185,-1.981465893,0.047539051,NA,blue,BC035947
Neat1,2429.360333,-0.206819883,0.103482537,-2.062664948,0.039144472,0.73082813,blue,Neat1
Cyp11a1,23.17201114,-0.206897817,0.104076532,-1.972206079,0.048586086,0.744195683,blue,Cyp11a1
Sorbs2os,12.00412416,-0.207240109,0.096902438,-2.13898525,0.032436863,NA,blue,Sorbs2os
Serpinf1,222.1227762,-0.208175628,0.08975195,-2.323990248,0.020126017,0.707547848,blue,Serpinf1
Pitpnm3,1414.233332,-0.208323031,0.081408536,-2.562475119,0.010392903,0.665272554,blue,Pitpnm3
Gm49130,12.10452248,-0.208356304,0.095262402,-2.168228859,0.030141278,NA,blue,Gm49130
Gm15853,21.66403142,-0.208690776,0.104101401,-2.010284978,0.044401036,NA,blue,Gm15853
Egflam,48.42081803,-0.208698938,0.104234811,-2.030310765,0.042324961,0.73082813,blue,Egflam
Paqr6,288.9195175,-0.209092105,0.082335821,-2.540849355,0.011058355,0.665272554,blue,Paqr6
Bicra,388.3131406,-0.209101657,0.090520071,-2.31162701,0.020798247,0.707547848,blue,Bicra
9630001P10Rik,29.90736946,-0.209644976,0.102829253,-2.039471657,0.041402977,0.73082813,blue,9630001P10Rik
Tmem269,12.50172362,-0.209846276,0.099662305,-2.092565377,0.03638797,NA,blue,Tmem269
Gm47694,52.47208842,-0.20987448,0.102215662,-2.059066523,0.039487866,0.73082813,blue,Gm47694
Kif13b,911.0322156,-0.21003327,0.080047668,-2.624756873,0.008671086,0.639224869,blue,Kif13b
Gm6345,10.11774172,-0.210752499,0.093281199,-2.261597147,0.023722304,NA,blue,Gm6345
Plxnb3,408.7292896,-0.210893817,0.086794347,-2.431564101,0.015033788,0.707547848,blue,Plxnb3
Nemp2,78.45590178,-0.211029351,0.093213861,-2.264920245,0.023517574,0.707547848,blue,Nemp2
Gm36445,13.98381303,-0.211190977,0.099773419,-2.177465205,0.029445875,NA,blue,Gm36445
Gm5345,20.26179024,-0.211464845,0.101995306,-2.068243222,0.038617158,NA,blue,Gm5345
Itpr2,575.6685295,-0.211505652,0.080446282,-2.631788411,0.008493674,0.639224869,blue,Itpr2
Smoc1,327.9488111,-0.211649802,0.096457877,-2.207271295,0.027295111,0.717843203,blue,Smoc1
Notumos,6.061344724,-0.211674286,0.086869709,-2.448289619,0.014353623,NA,blue,Notumos
Lgals4,40.79995611,-0.211903002,0.101688982,-2.085427628,0.037030501,0.73082813,blue,Lgals4
Adam12,73.67650515,-0.2119145,0.101916626,-2.103805516,0.035395415,0.73082813,blue,Adam12
Aanat,4.113610462,-0.212025918,0.07620168,-2.555601638,0.01060044,NA,blue,Aanat
Rnf17,9.804139175,-0.212331378,0.084646127,-2.738269792,0.006176338,NA,blue,Rnf17
Atf7,417.9093238,-0.212364729,0.080821491,-2.628849931,0.008567416,0.639224869,blue,Atf7
Ttc28,365.7398175,-0.212839692,0.087459752,-2.436670632,0.014823174,0.707547848,blue,Ttc28
Clgn,105.1981451,-0.212938613,0.090476229,-2.354049425,0.018570142,0.707547848,blue,Clgn
Egfl6,75.65154146,-0.213075094,0.093190835,-2.285833827,0.022263982,0.707547848,blue,Egfl6
Prss36,119.4970785,-0.213109636,0.082126663,-2.592786698,0.00952018,0.655468808,blue,Prss36
Gm43461,16.14646961,-0.213166898,0.101919827,-2.084199951,0.037141983,NA,blue,Gm43461
Anxa1,58.62677652,-0.213180678,0.102039498,-2.137855505,0.032528472,0.73082813,blue,Anxa1
2310043P16Rik,7.993144794,-0.213343198,0.086445212,-2.514749672,0.011911693,NA,blue,2310043P16Rik
Zfhx2,810.0463039,-0.213491548,0.08925504,-2.392563722,0.016731123,0.707547848,blue,Zfhx2
Sytl4,90.32513788,-0.213704479,0.096448939,-2.215664581,0.026714482,0.71696026,blue,Sytl4
Tex52,33.18720255,-0.214007693,0.103829995,-2.063098299,0.03910329,0.73082813,blue,Tex52
Gm21093,24.89655491,-0.214234403,0.104233661,-2.06519961,0.038904117,0.73082813,blue,Gm21093
C130023A14Rik,22.39395788,-0.214234494,0.104200414,-2.055886124,0.039793494,NA,blue,C130023A14Rik
Susd2,43.86035966,-0.215227441,0.103894217,-2.082204077,0.037323833,0.73082813,blue,Susd2
Cmtm3,193.5174802,-0.215252878,0.082600538,-2.606009326,0.009160397,0.649869512,blue,Cmtm3
Gpr25,11.40455089,-0.215254044,0.092132197,-2.274700204,0.02292392,NA,blue,Gpr25
Mmp9,30.43013758,-0.21559557,0.104093112,-2.066309869,0.03879923,0.73082813,blue,Mmp9
Cfp,88.113564,-0.215758897,0.088782673,-2.437061915,0.014807144,0.707547848,blue,Cfp
Cd101,6.680859537,-0.216081748,0.08800435,-2.343554852,0.019100953,NA,blue,Cd101
Gm28229,8.973557128,-0.216424299,0.0961165,-2.220738137,0.026368703,NA,blue,Gm28229
Sash1,2398.960927,-0.216581195,0.073098481,-2.967588945,0.003001454,0.50649673,blue,Sash1
Fosl1,122.6695768,-0.21662276,0.083637588,-2.590201123,0.009591987,0.657341123,blue,Fosl1
D930019O06Rik,34.89764102,-0.216959448,0.104099354,-2.101110173,0.035631296,0.73082813,blue,D930019O06Rik
Col6a5,25.1466965,-0.217253068,0.082395601,-2.842243942,0.00447972,0.553569634,blue,Col6a5
Fam227a,101.4947595,-0.217366303,0.102822596,-2.126452671,0.033465586,0.73082813,blue,Fam227a
Syne4,35.61210159,-0.217396048,0.104231287,-2.05551552,0.039829238,0.73082813,blue,Syne4
Lama2,279.9957445,-0.217533875,0.090472004,-2.409161859,0.015989205,0.707547848,blue,Lama2
Dnah14,23.54506676,-0.217673213,0.104230889,-2.076160904,0.037879072,0.73082813,blue,Dnah14
Gm37111,43.53601068,-0.217818616,0.103757343,-2.095945884,0.036086992,0.73082813,blue,Gm37111
Gm49492,185.382387,-0.217835572,0.071617445,-3.036176385,0.002395992,0.484320111,blue,Gm49492
Tcam1,4.157205493,-0.218333376,0.072855972,-2.866371711,0.004152064,NA,blue,Tcam1
Padi2,975.3627419,-0.218471591,0.074194142,-2.94581047,0.003221097,0.515865693,blue,Padi2
Nrros,111.4229634,-0.218933403,0.101716697,-2.134126332,0.032832441,0.73082813,blue,Nrros
Gm44645,44.68899209,-0.218993921,0.102957616,-2.13201974,0.033005224,0.73082813,blue,Gm44645
Cacng4,416.9599889,-0.219006718,0.06521136,-3.358048253,0.000784949,0.296549742,blue,Cacng4
Npff,7.708488093,-0.219283886,0.086773979,-2.581769146,0.009829531,NA,blue,Npff
A230057D06Rik,75.79720126,-0.219652269,0.098927157,-2.223511214,0.026181348,0.71436293,blue,A230057D06Rik
Prrt4,47.28650568,-0.219823615,0.101041368,-2.175874748,0.029564628,0.729656988,blue,Prrt4
Glyctk,41.74151713,-0.220731706,0.101887476,-2.168630741,0.030110729,0.73082813,blue,Glyctk
AI606181,45.6101131,-0.220866155,0.100610086,-2.195993623,0.0280924,0.717843203,blue,AI606181
Gm37928,34.78950356,-0.221277755,0.104194875,-2.133474191,0.032885847,0.73082813,blue,Gm37928
Slc39a2,69.60881555,-0.222426229,0.103423871,-2.13700861,0.032597291,0.73082813,blue,Slc39a2
Ikzf4,240.6527496,-0.222634679,0.081858708,-2.720078064,0.006526651,0.590364336,blue,Ikzf4
Gm37277,51.87359159,-0.222676985,0.099034844,-2.246948912,0.024643292,0.707996724,blue,Gm37277
Ntn1,175.574989,-0.223140404,0.087916375,-2.539300358,0.011107442,0.665272554,blue,Ntn1
Atg9b,66.94051646,-0.22318068,0.091534152,-2.440938229,0.01464916,0.707547848,blue,Atg9b
Gm44949,11.37200127,-0.223459355,0.094638171,-2.409174973,0.01598863,NA,blue,Gm44949
Sema3d,98.9287677,-0.223622007,0.103041519,-2.167945935,0.0301628,0.73082813,blue,Sema3d
Gm28370,86.82872324,-0.223948616,0.096156227,-2.329822461,0.019815537,0.707547848,blue,Gm28370
Ddc,144.0706596,-0.223984205,0.090803601,-2.46468059,0.013713544,0.694348298,blue,Ddc
Mpg,115.6742112,-0.224353665,0.084822864,-2.643339217,0.008209274,0.639224869,blue,Mpg
Gm43080,16.24488103,-0.224818816,0.097903071,-2.322711511,0.020194655,NA,blue,Gm43080
Gm42756,127.6377292,-0.225301877,0.09932012,-2.281802038,0.02250103,0.707547848,blue,Gm42756
Fam151b,127.0907721,-0.225433072,0.085415609,-2.638080594,0.008337676,0.639224869,blue,Fam151b
Pla2g3,57.6089411,-0.225461903,0.103805822,-2.164232828,0.030446485,0.73082813,blue,Pla2g3
Tnxb,329.167071,-0.225823654,0.094252421,-2.400819168,0.016358418,0.707547848,blue,Tnxb
Greb1,11.08371158,-0.226265137,0.086642501,-2.454498546,0.014108124,NA,blue,Greb1
Gm47976,15.21678628,-0.226481214,0.09750255,-2.309034824,0.020941649,NA,blue,Gm47976
Spidr,82.23155123,-0.226535898,0.093833734,-2.414540898,0.015755054,0.707547848,blue,Spidr
Dcx,142.5915758,-0.227303857,0.094047644,-2.417611163,0.015622761,0.707547848,blue,Dcx
Tnfsf12,99.2871997,-0.227538268,0.090912907,-2.502302459,0.012338846,0.677971415,blue,Tnfsf12
Fdps,13.22853288,-0.227566461,0.096509335,-2.418190256,0.015597919,NA,blue,Fdps
Zfp853,187.090911,-0.227739619,0.094503261,-2.409031897,0.0159949,0.707547848,blue,Zfp853
8430422M14Rik,33.36592925,-0.227792988,0.103159183,-2.194691134,0.028185761,0.717843203,blue,8430422M14Rik
Sec14l5,370.8605644,-0.228418171,0.090163331,-2.53406704,0.011274716,0.666409861,blue,Sec14l5
Ankrd44,150.1285024,-0.22861971,0.091582992,-2.497611543,0.012503312,0.677971415,blue,Ankrd44
Mir5125,67.78687507,-0.230210181,0.102209127,-2.254017686,0.024195055,0.707547848,blue,Mir5125
Gm42433,168.4093064,-0.230674965,0.079929316,-2.884409288,0.003921487,0.545456169,blue,Gm42433
Arrdc2,228.8715461,-0.230767446,0.098582194,-2.296709554,0.021635344,0.707547848,blue,Arrdc2
1-Sep,31.6604347,-0.230773713,0.103885599,-2.210399284,0.027077463,0.717843203,blue,1-Sep
Olfr1372-ps1,18.28144156,-0.2315543,0.094221553,-2.60652033,0.009146739,NA,blue,Olfr1372-ps1
Spaca6,370.2583609,-0.231558786,0.08913065,-2.602380017,0.00925792,0.649869512,blue,Spaca6
Lamb2,683.152747,-0.231712248,0.093308477,-2.490814959,0.012745048,0.677971415,blue,Lamb2
Gm37776,7.266950547,-0.232359094,0.085638414,-2.765143034,0.005689784,NA,blue,Gm37776
Gm43300,17.10985435,-0.232650966,0.100578761,-2.362886915,0.018133202,NA,blue,Gm43300
Hipk2,2302.659657,-0.232794704,0.093745142,-2.497624744,0.012502847,0.677971415,blue,Hipk2
Thbd,284.2175868,-0.232828871,0.103756575,-2.274044617,0.022963304,0.707547848,blue,Thbd
Cd248,45.00223741,-0.23317551,0.104215574,-2.298930804,0.021508869,0.707547848,blue,Cd248
Aff1,356.3603457,-0.234965843,0.082092263,-2.860057967,0.004235636,0.553569634,blue,Aff1
AC161376.2,35.64179613,-0.235623318,0.104115238,-2.29535454,0.021712814,0.707547848,blue,AC161376.2
Anln,845.3367924,-0.236270185,0.0723738,-3.264346715,0.001097168,0.330489348,blue,Anln
Ict1os,15.58534597,-0.23636743,0.10135791,-2.364493607,0.018054739,NA,blue,Ict1os
Smtn,98.4344407,-0.237547071,0.08958363,-2.652267782,0.00799531,0.639224869,blue,Smtn
Arid3b,62.18490646,-0.237741726,0.097233546,-2.445164913,0.014478592,0.707547848,blue,Arid3b
Gm12655,25.90015041,-0.238542619,0.104128066,-2.290807679,0.021974539,0.707547848,blue,Gm12655
Gm16001,58.06850423,-0.238923653,0.101089634,-2.366580304,0.017953279,0.707547848,blue,Gm16001
Gm16758,32.6230465,-0.238959194,0.104234781,-2.291198779,0.02195192,0.707547848,blue,Gm16758
Abca9,170.4591106,-0.240939428,0.099989659,-2.406164129,0.01612102,0.707547848,blue,Abca9
A930033H14Rik,21.46767374,-0.24130051,0.103718888,-2.342307002,0.019164943,NA,blue,A930033H14Rik
Gm44103,17.48748114,-0.241313129,0.101638917,-2.356230529,0.018461457,NA,blue,Gm44103
Meg3,16276.94113,-0.241356241,0.092119112,-2.62283097,0.008720252,0.639224869,blue,Meg3
Gm19439,214.4987871,-0.242447725,0.102533515,-2.277838979,0.022736173,0.707547848,blue,Gm19439
Gm37963,39.37685604,-0.242737422,0.104198075,-2.351150291,0.018715473,0.707547848,blue,Gm37963
C130021I20Rik,6.302964811,-0.24293409,0.071007566,-3.332583652,0.000860436,NA,blue,C130021I20Rik
Serpind1,61.09423499,-0.243484998,0.103605177,-2.357182387,0.0184142,0.707547848,blue,Serpind1
Arhgef1,643.6736906,-0.246109904,0.080575795,-3.053249717,0.002263775,0.483397922,blue,Arhgef1
Ssc5d,30.9111113,-0.246938248,0.102915483,-2.446558382,0.014422744,0.707547848,blue,Ssc5d
AC160637.1,138.9459429,-0.248550276,0.094701072,-2.624021081,0.008689841,0.639224869,blue,AC160637.1
Egfr,235.5852107,-0.248913392,0.091082274,-2.737207203,0.006196325,0.585799265,blue,Egfr
Gm4793,10.16031954,-0.249020538,0.094602079,-2.648006965,0.008096786,NA,blue,Gm4793
Emilin2,55.52930574,-0.24914585,0.103581983,-2.360962918,0.018227553,0.707547848,blue,Emilin2
Acr,19.74317045,-0.249557574,0.099153444,-2.606677921,0.009142531,NA,blue,Acr
AC169509.1,10.87576533,-0.249624264,0.093736695,-2.77390996,0.005538701,NA,blue,AC169509.1
Ggnbp1,78.99742175,-0.250421064,0.098802416,-2.540426128,0.011071748,0.665272554,blue,Ggnbp1
Ccdc167,119.7624989,-0.250743528,0.086300168,-2.90459048,0.003677339,0.545456169,blue,Ccdc167
Ccdc62,36.84659136,-0.253956084,0.103907335,-2.482992094,0.013028398,0.678305353,blue,Ccdc62
4833413G10Rik,44.83302017,-0.255085461,0.100122255,-2.549943944,0.010774024,0.665272554,blue,4833413G10Rik
Gm5846,22.7901982,-0.2553129,0.104227933,-2.447201143,0.014397047,NA,blue,Gm5846
Ccdc73,121.2028208,-0.257049285,0.086489086,-2.971702216,0.002961538,0.50649673,blue,Ccdc73
Gm9795,20.95426908,-0.257957536,0.104230906,-2.475660638,0.013298992,NA,blue,Gm9795
Daam2,2751.838772,-0.258042172,0.074263037,-3.476071642,0.000508816,0.234278126,blue,Daam2
Igfbp5,4009.698141,-0.258883458,0.079460881,-3.263851116,0.001099089,0.330489348,blue,Igfbp5
Glud-ps,33.07860603,-0.25904956,0.103260597,-2.519560201,0.011750155,0.673909604,blue,Glud-ps
Uchl4,10.14993754,-0.259171191,0.094085492,-2.603516431,0.009227284,NA,blue,Uchl4
Gm29083,12.85191402,-0.259951098,0.098397121,-2.68478454,0.007257658,NA,blue,Gm29083
Eva1c,37.47246299,-0.260796413,0.103411837,-2.51469963,0.011913383,0.673909604,blue,Eva1c
Vsig10,39.09727491,-0.26098261,0.101652176,-2.573832077,0.010057908,0.665272554,blue,Vsig10
Slc38a2,1791.275188,-0.261067748,0.095725725,-2.707876586,0.00677152,0.590364336,blue,Slc38a2
BC106179,8.650920793,-0.261255286,0.094133185,-2.783051555,0.005385025,NA,blue,BC106179
Gm6566,15.173149,-0.262767694,0.101581598,-2.565299347,0.010308683,NA,blue,Gm6566
Zbtb16,674.9939792,-0.263341532,0.086904996,-3.018383426,0.002541272,0.484320111,blue,Zbtb16
C730002L08Rik,39.70931092,-0.263706162,0.104080243,-2.529888806,0.011409868,0.666409861,blue,C730002L08Rik
Slc52a3,32.4404219,-0.26532958,0.104217662,-2.584380354,0.009755415,0.662379159,blue,Slc52a3
Greb1l,107.5005889,-0.266407253,0.08947528,-2.979352361,0.002888584,0.50649673,blue,Greb1l
Gm48239,38.92570166,-0.266957683,0.101261844,-2.673135289,0.007514594,0.632685857,blue,Gm48239
Doc2g,31.18561804,-0.26882444,0.104187928,-2.552567331,0.010693224,0.665272554,blue,Doc2g
Gm12404,19.66579582,-0.269330755,0.103674634,-2.613249524,0.00896858,NA,blue,Gm12404
Gm20712,39.07768003,-0.270390723,0.103921123,-2.610539086,0.009039964,0.646576848,blue,Gm20712
Th,14.63728387,-0.273206554,0.094180985,-2.762135748,0.00574246,NA,blue,Th
1700109H08Rik,36.35617156,-0.273758951,0.102731241,-2.671078967,0.007560786,0.632958052,blue,1700109H08Rik
Gm44421,85.96542305,-0.275636076,0.09291947,-2.965176573,0.003025092,0.50649673,blue,Gm44421
Gm48768,27.39518218,-0.277057665,0.103500966,-2.707935279,0.006770322,0.590364336,blue,Gm48768
B130046B21Rik,42.44470344,-0.280358326,0.101742998,-2.759808228,0.00578353,0.577118774,blue,B130046B21Rik
Gm4117,8.381520705,-0.281202209,0.089981431,-3.037633537,0.002384437,NA,blue,Gm4117
Gm43660,44.34843948,-0.283700725,0.10415288,-2.768725598,0.005627601,0.577118774,blue,Gm43660
Gm15163,41.48012912,-0.28554631,0.102760926,-2.779485941,0.005444501,0.577118774,blue,Gm15163
4933428G20Rik,42.15141002,-0.286232029,0.104235062,-2.757957172,0.005816382,0.577118774,blue,4933428G20Rik
Gm14403,195.3694898,-0.28852107,0.085519688,-3.377963139,0.000730249,0.290796869,blue,Gm14403
Fxyd5,122.1236353,-0.294028692,0.103694472,-2.842326711,0.004478557,0.553569634,blue,Fxyd5
Slc6a4,10.54651617,-0.29646503,0.084049596,-3.847568004,0.000119296,NA,blue,Slc6a4
Olfml2a,84.51607587,-0.296918274,0.104155009,-2.888026556,0.003876671,0.545456169,blue,Olfml2a
Gm49327,64.95004001,-0.297644639,0.095149177,-3.132819539,0.001731359,0.438569999,blue,Gm49327
Tbx15,22.74330197,-0.29800096,0.096105467,-3.028186246,0.002460264,NA,blue,Tbx15
Mfsd7a,20.04417488,-0.302495753,0.103255399,-2.923935786,0.00345636,NA,blue,Mfsd7a
Col16a1,197.9802535,-0.303322703,0.096391046,-3.149264433,0.00163682,0.434542952,blue,Col16a1
