X,baseMean.x,log2FoldChange.x,lfcSE.x,stat.x,pvalue.x,padj.x,color.x,baseMean.y,log2FoldChange.y,lfcSE.y,stat.y,pvalue.y,padj.y,color.y
Card14,14.34534652,-0.278863982,0.093974125,-2.840308914,0.004506987,NA,blue,14.34534652,0.179825592,0.092639489,2.090878951,0.036538916,0.265146549,red
Carhsp1,1549.004433,-0.171808474,0.063179724,-2.719347132,0.006541092,0.590364336,blue,1549.004433,0.138233497,0.063371574,2.181406278,0.02915338,0.238155759,red
Cbx1,541.0422433,0.11588998,0.047539866,2.437512055,0.014788721,0.707547848,red,541.0422433,-0.11147674,0.048275432,-2.309166685,0.020934333,0.206779763,blue
Ccl5,7.203526076,0.268160729,0.07984774,3.238449108,0.001201815,NA,red,7.203526076,0.224487568,0.078641799,3.049858059,0.002289495,NA,red
Ccl9,68.67031137,0.308599089,0.098567078,3.054672384,0.002253065,0.483397922,red,68.67031137,0.296946121,0.09991801,3.03334816,0.002418564,0.087018478,red
Cd300lg,2.868362214,0.131778392,0.063154052,2.000568881,0.04543887,NA,red,2.868362214,0.128795914,0.061811758,2.190750323,0.028469865,NA,red
Cd52,46.23796082,0.34349756,0.104206807,3.239318974,0.001198155,0.353072307,red,46.23796082,0.345184067,0.104170514,3.365159011,0.000764996,0.049982712,red
Chil1,257.4179229,-0.184210489,0.072151384,-2.553457912,0.010665917,0.665272554,blue,257.4179229,0.313411395,0.073043839,4.289042866,1.79E-05,0.007474322,red
Clec7a,24.35530824,0.339158531,0.10232681,3.332426929,0.000860921,0.317120158,red,24.35530824,0.340237606,0.102085342,3.302882087,0.000956966,0.056496005,red
Clic1,209.1165692,0.179911891,0.085387442,2.107076852,0.035110919,0.73082813,red,209.1165692,0.213708038,0.085839812,2.48796551,0.012847619,0.172069279,red
Clic4,2148.051899,-0.13850022,0.070052269,-1.977602511,0.047973566,0.744195683,blue,2148.051899,0.186562757,0.070100298,2.659667392,0.007821785,0.137467049,red
Cnih3,1143.000698,0.138645854,0.066598746,2.082363305,0.037309298,0.73082813,red,1143.000698,-0.14864855,0.066749552,-2.22663942,0.025971382,0.225134859,blue
Col1a1,226.7023051,-0.258534403,0.093305494,-2.822567692,0.004764076,0.559474261,blue,226.7023051,0.204014843,0.093261075,2.193147466,0.028296756,0.236043807,red
Col1a2,314.194603,-0.237553488,0.094956951,-2.51397993,0.011937723,0.673909604,blue,314.194603,0.26939255,0.094919269,2.884226644,0.003923762,0.106338556,red
Col2a1,29.62157012,-0.212702751,0.104234951,-2.048158326,0.040544488,0.73082813,blue,29.62157012,-0.218374723,0.104227319,-2.08369592,0.037187836,0.266202525,blue
Col3a1,41.40348378,-0.180733724,0.086514095,-2.206082896,0.027378196,0.717843203,blue,41.40348378,0.218713454,0.086367314,2.463764002,0.01374866,0.176961615,red
Col5a2,81.6948995,-0.218049016,0.099730635,-2.184397592,0.028933045,0.723768226,blue,81.6948995,0.291867119,0.100227564,2.918809057,0.003513714,0.103052558,red
Col6a1,294.4548969,-0.375486954,0.09684289,-3.851945028,0.000117183,0.090872591,blue,294.4548969,0.484248242,0.097236253,5.024345601,5.05E-07,0.000647411,red
Col6a2,154.3475575,-0.294002756,0.10048069,-2.881237899,0.003961165,0.545456169,blue,154.3475575,0.282358878,0.100381557,2.895273534,0.003788283,0.104861,red
Cped1,79.98099161,-0.255444431,0.103501335,-2.518443149,0.011787491,0.673909604,blue,79.98099161,0.251527257,0.103468334,2.381890348,0.017224025,0.189293856,red
Crabp2,41.52691637,-0.176505917,0.085969083,-2.180476392,0.029222167,0.727296296,blue,41.52691637,0.235216151,0.085829654,2.660438218,0.007803904,0.137467049,red
Creld2,188.5644816,0.178948444,0.084554632,2.104382652,0.035345081,0.73082813,red,188.5644816,-0.179372828,0.085538825,-2.099876105,0.035739741,0.262867081,blue
Cs,3908.927799,-0.077137968,0.036430901,-2.117093607,0.034251904,0.73082813,blue,3908.927799,0.102962861,0.036543297,2.817278842,0.004843246,0.114067507,red
Ctss,1723.202127,0.218803228,0.059541826,3.675268211,0.0002376,0.140071452,red,1723.202127,0.15218668,0.05966401,2.550206175,0.010765923,0.157205122,red
Ctsz,756.9449395,0.185927929,0.059357945,3.130853864,0.001742989,0.438569999,red,756.9449395,0.133414881,0.059795852,2.231522635,0.02564653,0.22467503,red
Cxcl10,24.27697307,0.16751834,0.080174926,2.039079767,0.041442067,0.73082813,red,24.27697307,0.187483384,0.079828254,2.504537573,0.012261158,0.16676176,red
Cyp2d22,947.2037236,-0.264037092,0.068875446,-3.834109335,0.00012602,0.092838995,blue,947.2037236,0.16492019,0.069056416,2.387103457,0.016981712,0.18864586,red
Cyp2f2,11.71307466,-0.203516996,0.06171893,-3.408105172,0.000654157,NA,blue,11.71307466,0.12971497,0.061358573,2.422683442,0.015406345,0.18357491,red
D730003I15Rik,64.64571694,-0.242095081,0.091735378,-2.635659049,0.008397406,0.639224869,blue,64.64571694,0.225932584,0.092125402,2.430996328,0.015057367,0.182236307,red
Ddah1,2713.104912,-0.179551384,0.069163352,-2.597345138,0.009394747,0.649869512,blue,2713.104912,0.206028816,0.069181599,2.975568726,0.002924458,0.09430255,red
Ddx58,116.8917535,0.25336045,0.099469339,2.537142815,0.011176135,0.666409861,red,116.8917535,0.328314405,0.099819131,3.296593095,0.000978652,0.057211638,red
Ddx60,30.00366601,0.258276678,0.099034465,2.701810944,0.006896296,0.595456709,red,30.00366601,0.305456304,0.098891587,3.013292648,0.002584296,0.089701982,red
Dhodh,330.6560196,0.160232556,0.075384012,2.124154377,0.033657237,0.73082813,red,330.6560196,-0.161426989,0.075911552,-2.126458696,0.033465085,0.256311448,blue
Dnaja4,567.730229,0.138529113,0.069725679,1.986605436,0.046966138,0.744195683,red,567.730229,-0.262272156,0.070068906,-3.74274469,0.000182021,0.024857822,blue
Dpf1,517.8318834,0.159888195,0.068738422,2.32248234,0.020206978,0.707547848,red,517.8318834,-0.161532174,0.069336884,-2.330271714,0.019791795,0.202421359,blue
Ecd,358.1526905,0.187190665,0.066667501,2.804591941,0.005038032,0.574408168,red,358.1526905,-0.151733713,0.06742278,-2.250436053,0.024421279,0.219821393,blue
Efemp1,290.7675724,-0.266961662,0.09884562,-2.708881616,0.006751042,0.590364336,blue,290.7675724,0.262710703,0.098929833,2.645545547,0.008155931,0.139370216,red
Enpp1,101.3482265,-0.219249819,0.100022456,-2.195982667,0.028093184,0.717843203,blue,101.3482265,0.228529549,0.100204571,2.267664949,0.023349636,0.216367231,red
Ephb1,799.6011713,-0.158585959,0.069085325,-2.295105911,0.021727055,0.707547848,blue,799.6011713,-0.180604993,0.069014628,-2.614436,0.00893749,0.145134041,blue
Eya2,59.85444334,-0.205868659,0.098189747,-2.13504992,0.032756933,0.73082813,blue,59.85444334,0.247677539,0.09804869,2.498422039,0.012474758,0.168702874,red
F3,1055.54156,-0.175281006,0.069205773,-2.532300912,0.01133167,0.666409861,blue,1055.54156,0.274918457,0.069556213,3.954963555,7.65E-05,0.01635049,red
Fam107a,13721.92262,-0.1891189,0.088121448,-2.141332864,0.032247205,0.73082813,blue,13721.92262,0.239463542,0.088134098,2.723563355,0.006458183,0.127639126,red
Fam228b,81.62040338,-0.238904211,0.092385626,-2.58512509,0.009734367,0.662379159,blue,81.62040338,0.240247297,0.092632126,2.572346437,0.010101176,0.153835181,red
Fbn2,56.09625213,-0.220923789,0.099647074,-2.219405119,0.026459176,0.714760317,blue,56.09625213,-0.279743376,0.100129239,-2.786691026,0.005324922,0.118607662,blue
Fbxl12,139.1414125,-0.223642895,0.079975049,-2.795502496,0.00518191,0.574892261,blue,139.1414125,0.216580063,0.080802752,2.675171065,0.007469113,0.135639067,red
Fbxo6,283.8481644,0.127308184,0.060053865,2.125691024,0.033528995,0.73082813,red,283.8481644,-0.134896937,0.060446703,-2.231811628,0.025627415,0.22467503,blue
Fcer1g,194.2203141,0.170665816,0.068262759,2.492234691,0.012694213,0.677971415,red,194.2203141,0.181664999,0.069826317,2.60430202,0.009206159,0.146909923,red
Fcgr4,5.894267285,0.263450813,0.087225748,2.783118788,0.005383909,NA,red,5.894267285,0.182639452,0.084962333,2.311302993,0.020816125,NA,red
Fkbp10,163.4954626,-0.155071142,0.077897533,-1.988131366,0.046797163,0.744195683,blue,163.4954626,0.202129711,0.078470386,2.568967853,0.010200192,0.15443414,red
Flt3l,33.98887576,-0.209112988,0.103702801,-2.018711559,0.043517208,0.733076793,blue,33.98887576,0.255899679,0.103903716,2.460426766,0.013877189,0.176961615,red
Fmod,239.7183351,-0.159131551,0.085223382,-2.012476916,0.044169688,0.734437495,blue,239.7183351,0.266449428,0.0852013,3.034687817,0.002407848,0.086833663,red
Foxc2,46.33295789,-0.189548139,0.075695251,-2.490469841,0.012757432,0.677971415,blue,46.33295789,0.195510008,0.075531865,2.801921557,0.005079922,0.115308702,red
Foxm1,23.46609267,-0.270563521,0.104137664,-2.613839754,0.008953102,0.646576848,blue,23.46609267,0.246273595,0.104027411,2.328671292,0.019876486,0.2029055,red
Foxp2,36.32384618,-0.200941376,0.100498537,-1.979853711,0.047719969,0.744195683,blue,36.32384618,0.211561363,0.100136079,2.148580386,0.031667678,0.249227766,red
Frat2,104.7034149,0.204108825,0.102006501,1.975411711,0.048221445,0.744195683,red,104.7034149,-0.251239816,0.102308982,-2.477110734,0.01324508,0.173487642,blue
Fzd2,304.783962,-0.247898574,0.097186744,-2.523396208,0.011622737,0.671566276,blue,304.783962,0.33195335,0.097650139,3.453753849,0.000552842,0.044067699,red
Fzr1,783.9250358,0.156845764,0.079854769,1.960105703,0.049983437,0.744195683,red,783.9250358,-0.212129831,0.080145357,-2.649835148,0.008053105,0.13904673,blue
Galnt14,225.3552431,0.171812905,0.086868873,1.98096947,0.047594697,0.744195683,red,225.3552431,-0.286728401,0.087169954,-3.285721248,0.001017216,0.057414887,blue
Gbp3,158.3368981,0.35367986,0.098216619,3.580170097,0.000343371,0.174455953,red,158.3368981,0.512264944,0.098620022,5.215350798,1.83E-07,0.000305679,red
Gbp6,21.27370765,0.198935036,0.097630426,2.041334001,0.04121764,NA,red,21.27370765,0.271886764,0.097154718,2.807414977,0.004994086,0.114437196,red
Gm1110,7.158621452,0.154055264,0.074730869,2.107338414,0.035088256,NA,red,7.158621452,0.167148129,0.07402829,2.264171406,0.023563575,NA,red
Gm14434,66.04032321,0.055636132,0.046392394,2.096168264,0.036067267,0.73082813,blue,66.04032321,0.160531066,0.046380782,3.224037466,0.001263969,0.063240184,red
Gm15542,112.4515295,0.234517752,0.091122044,2.555575851,0.010601225,0.665272554,red,112.4515295,-0.306430652,0.092167571,-3.331413067,0.000864063,0.054047643,blue
Gm15950,5.695011859,-0.202930948,0.082910995,-2.501686859,0.01236032,NA,blue,5.695011859,-0.166486987,0.081908478,-1.973082398,0.048486175,NA,blue
Gm1821,335.2496625,0.182066634,0.085926941,2.108773751,0.034964115,0.73082813,red,335.2496625,-0.180431427,0.086492272,-2.09059056,0.036564783,0.265146549,blue
Gm20511,3.051247303,-0.152711351,0.060767616,-2.148232274,0.031695308,NA,blue,3.051247303,0.094534093,0.059041065,2.110084108,0.034851112,NA,NA
Gm266,97.47243428,-0.181540047,0.091297881,-1.981331718,0.047554086,0.744195683,blue,97.47243428,-0.205414879,0.090594958,-2.254335098,0.024175095,0.218902857,blue
Gm26725,3.346231726,0.114369832,0.057474345,1.976012513,0.04815336,NA,red,3.346231726,0.115547888,0.056668105,2.163194025,0.03052626,NA,red
Gm37069,129.1820283,-0.220150154,0.096707368,-2.271587933,0.02311141,0.707547848,blue,129.1820283,0.24509392,0.097377477,2.533120817,0.011305198,0.160985607,red
Gm43272,20.75550999,-0.226833841,0.101143962,-2.223397258,0.026189024,NA,blue,20.75550999,-0.257850717,0.100503854,-2.603995931,0.009214385,0.146909923,blue
Gm45342,3.740486383,-0.173797131,0.073850976,-2.159268806,0.030829319,NA,blue,3.740486383,0.125695581,0.07135129,2.047014053,0.040656705,NA,red
Gm4631,8.049780845,-0.100899852,0.045992303,-1.980881529,0.047604561,NA,blue,8.049780845,0.07962126,0.045768006,2.555562024,0.010601647,NA,NA
Gm48992,17.31443482,-0.235975534,0.103567348,-2.271307434,0.023128374,NA,blue,17.31443482,-0.217668132,0.103151126,-2.110174307,0.034843345,0.260091831,blue
Gm4951,12.5657993,0.215202148,0.090708668,2.319304258,0.020378545,NA,red,12.5657993,0.248027187,0.08978974,2.852544961,0.004337068,0.110099025,red
Gm6723,7.008087326,0.205166943,0.088826146,2.291658694,0.021925346,NA,red,7.008087326,-0.19050763,0.0875773,-2.176579067,0.029511988,NA,blue
Gpc5,1262.116058,-0.156759987,0.072415867,-2.165130871,0.030377664,0.73082813,blue,1262.116058,0.208934489,0.072519553,2.879282032,0.003985817,0.106904402,red
Gucy2g,75.81236251,0.214622101,0.098778071,2.158864081,0.030860713,0.73082813,red,75.81236251,-0.265169303,0.099389927,-2.672968606,0.007518329,0.135639067,blue
H2-D1,1063.347438,0.458366758,0.086898982,5.259150765,1.45E-07,0.000426467,red,1063.347438,0.434297424,0.087071367,5.001852932,5.68E-07,0.000672177,red
H2-K1,875.4430369,0.351213854,0.084029636,4.171322669,3.03E-05,0.038644036,red,875.4430369,0.410211978,0.084247872,4.877174903,1.08E-06,0.0010547,red
H2-Q1,17.60728047,-0.169183938,0.061306722,-3.245331719,0.001173139,NA,blue,17.60728047,0.140321481,0.061140309,2.291649672,0.021925867,0.209980316,red
H2-Q4,136.1089507,0.302238882,0.099696194,3.032585557,0.002424684,0.484320111,red,136.1089507,0.507728467,0.099926347,5.070952612,3.96E-07,0.000599538,red
H2-T-ps,9.3088968,0.246408765,0.085737712,2.593259579,0.009507098,NA,red,9.3088968,0.182696866,0.084162954,2.453152641,0.014161023,NA,red
H2-T22,379.2204211,0.177358697,0.057181243,3.099877196,0.001936009,0.460083155,red,379.2204211,0.24056114,0.058089594,4.140420522,3.47E-05,0.010607125,red
H2-T23,246.793836,0.38088438,0.091132273,4.163529269,3.13E-05,0.038644036,red,246.793836,0.499584667,0.09162353,5.463617733,4.67E-08,9.72E-05,red
Haus7,119.2028723,-0.172925933,0.082209799,-2.101395678,0.035606247,0.73082813,blue,119.2028723,0.181383661,0.0830215,2.179223203,0.029315091,0.23825304,red
Hif3a,163.3792482,-0.224980818,0.1005233,-2.027808392,0.042579808,0.73082813,blue,163.3792482,0.20663223,0.100309702,2.378489248,0.017383744,0.190421142,red
Hlf,2399.290175,-0.136457664,0.062258176,-2.191811116,0.028393148,0.717843203,blue,2399.290175,0.201562949,0.06238562,3.230957608,0.001233762,0.062611771,red
Hpdl,81.40260003,0.365152475,0.095650499,3.804737978,0.000141954,0.099597895,red,81.40260003,-0.213293509,0.09622522,-2.215678319,0.026713541,0.228814928,blue
Ifi204,10.23043199,0.303277855,0.093277688,3.122845984,0.001791114,NA,red,10.23043199,0.345371074,0.091884318,3.901650952,9.55E-05,0.018403709,red
Ifi206,1.84320718,0.152989181,0.052923994,2.708269617,0.006763505,NA,red,1.84320718,0.107533574,0.05170265,2.243748692,0.024848575,NA,red
Ifi207,7.088338675,0.181045216,0.086117029,2.112250795,0.034664944,NA,red,7.088338675,0.265875427,0.084953771,3.124311415,0.001782217,NA,red
Ifi209,7.068819242,0.236203436,0.08156931,2.711996804,0.006687924,NA,red,7.068819242,0.218647535,0.080108017,2.955549985,0.003121121,NA,red
Ifi27,1233.373898,0.371199481,0.101799724,3.627815832,0.000285829,0.158142929,red,1233.373898,0.471621849,0.101825269,4.665673088,3.08E-06,0.002135443,red
Ifi27l2a,97.52724176,0.418864514,0.087033986,4.748432429,2.05E-06,0.005034101,red,97.52724176,0.415633711,0.086891799,5.624195389,1.86E-08,6.21E-05,red
Ifi44,14.60457441,0.208627161,0.087117107,2.140440731,0.032319166,NA,red,14.60457441,0.261061296,0.085920426,3.548762968,0.000387045,0.035431659,red
Ifit1,96.82755644,0.369759767,0.100379654,3.624254332,0.000289796,0.158142929,red,96.82755644,0.462394727,0.100227123,4.805730957,1.54E-06,0.001368119,red
Ifit3,287.3229023,0.395051157,0.103960993,3.738565037,0.000185074,0.118559768,red,287.3229023,0.478427297,0.103936027,4.731145093,2.23E-06,0.001690765,red
Ifit3b,140.9462896,0.41423137,0.10389672,3.936965254,8.25E-05,0.071519312,red,140.9462896,0.445407093,0.103965606,4.348737071,1.37E-05,0.006978095,red
Ifitm3,308.6684028,0.435646385,0.101090137,4.292454692,1.77E-05,0.032545309,red,308.6684028,0.377925993,0.101192703,3.752855174,0.000174832,0.024857822,red
Iigp1,55.19650357,0.240808247,0.104166215,2.309717591,0.020903794,0.707547848,red,55.19650357,0.353682668,0.10412317,3.400307518,0.000673101,0.047792428,red
Il33,1547.606669,-0.142315071,0.055923285,-2.544871383,0.0109318,0.665272554,blue,1547.606669,0.180426028,0.056186366,3.211390123,0.001320945,0.064921122,red
Ing2,321.33069,0.157547465,0.079228386,1.983403861,0.047322336,0.744195683,red,321.33069,-0.168592638,0.079867873,-2.111959366,0.034689935,0.259509629,blue
Irf7,95.74577511,0.581267755,0.100321612,5.78060075,7.44E-09,8.66E-05,red,95.74577511,0.568884769,0.100176227,5.957335775,2.56E-09,2.14E-05,red
Irf9,203.80798,0.371248309,0.088753322,4.16253523,3.15E-05,0.038644036,red,203.80798,0.369167344,0.089489691,4.138125929,3.50E-05,0.010607125,red
Irgm1,166.2163591,0.256459969,0.091729753,2.798037786,0.00514141,0.574892261,red,166.2163591,0.459573033,0.092126616,4.97707907,6.46E-07,0.000672177,red
