X,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,color,Unique_M_GDQvsSaline
Akap10,389.7746248,-0.156781435,0.059772975,-2.622873951,0.008719152,0.143547231,blue,Akap10
Plxnc1,757.3776562,-0.156837917,0.063098912,-2.485202256,0.012947785,0.172440482,blue,Plxnc1
Heatr1,277.60897,-0.156839074,0.079156686,-1.983481335,0.04731369,0.292791539,blue,Heatr1
Gm40576,2.70389129,-0.156839926,0.063445168,-2.275039224,0.022903577,NA,blue,Gm40576
Dhx57,367.2180543,-0.156905412,0.0709968,-2.210871377,0.027044745,0.229994354,blue,Dhx57
Plppr2,3537.72364,-0.15701612,0.067692428,-2.319591368,0.020362993,0.204378211,blue,Plppr2
Slc6a9,415.8087123,-0.157016457,0.079705223,-1.96894197,0.048959755,0.298907469,blue,Slc6a9
Kctd12,939.5834055,-0.157104458,0.067019037,-2.344102607,0.019072924,0.199822995,blue,Kctd12
Cpd,1288.187239,-0.157402127,0.062786201,-2.506506352,0.012193087,0.166379211,blue,Cpd
Smpd3,1407.070833,-0.157630013,0.064162487,-2.457445793,0.013992893,0.176961615,blue,Smpd3
Ggt7,1687.398505,-0.157690964,0.071638326,-2.201656007,0.027689616,0.233351897,blue,Ggt7
Gm49223,3.316048209,-0.157753489,0.063219687,-2.457142255,0.014004722,NA,blue,Gm49223
Gm49336,718.8206178,-0.157765341,0.070227342,-2.246255305,0.02468766,0.221021546,blue,Gm49336
Polr3b,226.3658953,-0.157801873,0.069113699,-2.282721943,0.022446752,0.212215027,blue,Polr3b
Cct3,1706.511481,-0.157848087,0.078938422,-1.999904201,0.045510609,0.288528259,blue,Cct3
Bnip1,272.2519198,-0.158235078,0.076731872,-2.062338906,0.039175481,0.271959457,blue,Bnip1
Ptprn,5954.080686,-0.158375501,0.068276523,-2.319756954,0.020354029,0.204378211,blue,Ptprn
Arfgef3,1205.621565,-0.158413824,0.079363933,-1.995823511,0.045953137,0.289369767,blue,Arfgef3
Prrt3,725.8412947,-0.158443595,0.078780683,-2.011228058,0.044301373,0.285427755,blue,Prrt3
Slc17a7,20110.23896,-0.158624726,0.063941422,-2.479859999,0.013143398,0.172930761,blue,Slc17a7
Kcna1,794.1267506,-0.158688626,0.079811213,-1.990216723,0.046567067,0.291127168,blue,Kcna1
Nsg2,12690.31132,-0.158713754,0.069886059,-2.271151247,0.023137824,0.215362725,blue,Nsg2
Gm6741,37.72358378,-0.15880883,0.086998961,-1.965494352,0.049357049,0.299861334,blue,Gm6741
Tor1a,598.4347976,-0.159094972,0.077108199,-2.063694328,0.039046708,0.27174486,blue,Tor1a
Lancl2,818.0405528,-0.159139522,0.080196536,-1.984821843,0.047164296,0.292482521,blue,Lancl2
Nat14,1255.660893,-0.159145571,0.06104359,-2.607395788,0.009123384,0.14653263,blue,Nat14
Npas1,280.9208557,-0.159369738,0.074070756,-2.151401771,0.031444502,0.248174723,blue,Npas1
Ptk2,1166.92968,-0.159483361,0.062141168,-2.56625413,0.010280348,0.155005317,blue,Ptk2
Virma,567.3893504,-0.15959458,0.06681693,-2.388748917,0.016905852,0.18864586,blue,Virma
Agtpbp1,2789.632791,-0.159658469,0.054469348,-2.931067499,0.003377994,0.101957887,blue,Agtpbp1
Agfg2,664.1415086,-0.159827818,0.075324889,-2.123359517,0.033723737,0.257031647,blue,Agfg2
Galnt16,2984.114441,-0.160028039,0.065802189,-2.431367809,0.015041936,0.182236307,blue,Galnt16
Gpr68,268.0605582,-0.160131063,0.079726276,-2.009031398,0.044533804,0.286246606,blue,Gpr68
Lrrc47,448.9523421,-0.160300621,0.078091648,-2.054357654,0.039941088,0.274134087,blue,Lrrc47
Srpk1,557.7014624,-0.16038133,0.058409491,-2.746159956,0.006029736,0.124077398,blue,Srpk1
Gfer,245.7803727,-0.160461695,0.06698204,-2.395310272,0.016606306,0.18764748,blue,Gfer
Fbxo21,1845.207975,-0.160473774,0.062093613,-2.584940135,0.009739591,0.151090614,blue,Fbxo21
E130311K13Rik,159.6297355,-0.160521388,0.079400551,-2.020488688,0.043332722,0.283325209,blue,E130311K13Rik
Fpgt,324.075449,-0.16076183,0.078431845,-2.048891384,0.040472737,0.275343517,blue,Fpgt
Snx1,1165.239108,-0.160786969,0.066160409,-2.430953137,0.015059162,0.182236307,blue,Snx1
Fam118a,330.9813019,-0.160794651,0.07718232,-2.08358964,0.03719751,0.266202525,blue,Fam118a
Dyrk2,643.7891688,-0.160803167,0.065897597,-2.440822903,0.014653839,0.180609243,blue,Dyrk2
Shisa7,1863.087335,-0.16101139,0.077727516,-2.071200161,0.038340095,0.269341055,blue,Shisa7
Klhl3,857.0425913,-0.161515531,0.068548203,-2.356086724,0.018468605,0.196616891,blue,Klhl3
Ermp1,1270.616765,-0.16161962,0.077595893,-2.083220309,0.037231147,0.266202525,blue,Ermp1
Taf1b,258.8608242,-0.161758618,0.070171179,-2.304585748,0.021189785,0.207431268,blue,Taf1b
Tbl1xr1,869.882051,-0.161857341,0.059313146,-2.728544845,0.006361444,0.12625142,blue,Tbl1xr1
Lonrf1,352.2664115,-0.161943194,0.065704733,-2.464806064,0.013708743,0.17664452,blue,Lonrf1
Kpna3,1244.252168,-0.161993928,0.069002973,-2.347377138,0.018906107,0.199023593,blue,Kpna3
Nol10,197.5028755,-0.162002847,0.080358447,-2.01691979,0.043703884,0.284224519,blue,Nol10
Zdhhc7,532.5059207,-0.162029891,0.068924464,-2.351498427,0.018697969,0.198046317,blue,Zdhhc7
Cadps2,1137.440756,-0.162143957,0.062949729,-2.57586315,0.009999021,0.152790274,blue,Cadps2
BB365896,2.46260482,-0.162193349,0.062068036,-2.487461964,0.012865821,NA,blue,BB365896
Disp3,602.9945838,-0.162330284,0.067869145,-2.391539982,0.016777856,0.188448386,blue,Disp3
Mtif3,199.1831739,-0.162387952,0.077150049,-2.104977304,0.035293284,0.2619249,blue,Mtif3
Washc4,501.4905899,-0.162409814,0.069010386,-2.353966493,0.018574285,0.197237838,blue,Washc4
Trmt10b,202.9631718,-0.162642003,0.079847657,-2.03744702,0.041605266,0.278802329,blue,Trmt10b
Mettl3,182.1575434,-0.16284443,0.07465191,-2.181948301,0.029113349,0.238143496,blue,Mettl3
Alkbh8,472.69801,-0.162873155,0.065577731,-2.483376873,0.013014332,0.172765642,blue,Alkbh8
Ubash3b,486.7156678,-0.162907754,0.076727818,-2.122572554,0.033789687,0.257298891,blue,Ubash3b
Dnajb5,1232.874053,-0.162944376,0.080251097,-2.032308725,0.042122412,0.280195964,blue,Dnajb5
Acvr2a,669.0175622,-0.163080123,0.082536488,-1.973760493,0.048408983,0.296545685,blue,Acvr2a
Abcc1,268.853563,-0.163083916,0.075076132,-2.172001053,0.029855584,0.240061461,blue,Abcc1
Adcy3,482.4259139,-0.163085533,0.081018525,-2.013822821,0.044028139,0.284982836,blue,Adcy3
Kbtbd2,563.4221273,-0.163229692,0.068611783,-2.379487841,0.017336715,0.190030926,blue,Kbtbd2
Thy1,7566.905845,-0.163240943,0.081573629,-2.002843324,0.045194108,0.287154529,blue,Thy1
Capn3,226.4851354,-0.163241388,0.082693274,-1.97531863,0.048232,0.295873843,blue,Capn3
B3galt1,610.5793102,-0.16326686,0.065784851,-2.481682407,0.013076376,0.172765642,blue,B3galt1
B4galnt1,1221.625633,-0.163287363,0.067935407,-2.404152933,0.01620999,0.186523052,blue,B4galnt1
Cacng8,1911.126633,-0.163353363,0.082644706,-1.977627607,0.047970732,0.294922647,blue,Cacng8
4931429L15Rik,4.073999271,-0.163369227,0.067404585,-2.34423666,0.019066069,NA,blue,4931429L15Rik
Lonp2,1179.435364,-0.163394701,0.054079616,-3.021374603,0.002516298,0.088447358,blue,Lonp2
Ccdc186,533.0749867,-0.163467971,0.061328921,-2.665694072,0.007682957,0.136349516,blue,Ccdc186
Rnpep,395.2285611,-0.163601123,0.065945502,-2.481912876,0.013067922,0.172765642,blue,Rnpep
Nckap1,10278.2397,-0.163645623,0.059797276,-2.73674563,0.006205025,0.125463501,blue,Nckap1
Ostm1,1008.77323,-0.163657902,0.073677076,-2.220753664,0.026367651,0.226964761,blue,Ostm1
Gabbr2,3265.227169,-0.163725814,0.062281027,-2.628298325,0.008581322,0.141887203,blue,Gabbr2
Tbc1d30,515.6555042,-0.163769219,0.077720963,-2.108754707,0.03496576,0.260411757,blue,Tbc1d30
Arhgap12,1060.340122,-0.163814,0.068352643,-2.39690172,0.016534358,0.18764748,blue,Arhgap12
Ntrk3,1854.392606,-0.164000063,0.082127996,-1.995267259,0.046013739,0.289369767,blue,Ntrk3
Ehd3,1825.071845,-0.164098465,0.078614598,-2.090587376,0.036565068,0.265146549,blue,Ehd3
Cox18,147.5607761,-0.164168796,0.077077626,-2.130078301,0.033165149,0.255339804,blue,Cox18
Nol9,264.3267303,-0.164237083,0.07793098,-2.109383188,0.034911519,0.260411757,blue,Nol9
Gm6142,3.529833906,-0.16429876,0.071440742,-2.36220583,0.018166553,NA,blue,Gm6142
Ogfrl1,2497.778887,-0.164317944,0.061007517,-2.69318937,0.007077206,0.132785278,blue,Ogfrl1
Kbtbd7,699.2415002,-0.164370419,0.072411754,-2.269413805,0.023243173,0.215740676,blue,Kbtbd7
Jazf1,250.1706808,-0.164504546,0.080377988,-2.047642521,0.04059504,0.275500593,blue,Jazf1
Sybu,1150.798639,-0.164614438,0.070627755,-2.331225022,0.019741497,0.202179857,blue,Sybu
Ar,278.8520045,-0.164664484,0.080770404,-2.03869758,0.041480219,0.278557814,blue,Ar
B230317F23Rik,9.1286588,-0.164735817,0.083778518,-1.997146351,0.045809287,NA,blue,B230317F23Rik
Trim11,314.7300653,-0.164772326,0.069808387,-2.361336481,0.0182092,0.194976534,blue,Trim11
Dixdc1,1415.757879,-0.164917735,0.054494323,-3.02647153,0.002474261,0.087338275,blue,Dixdc1
Plxna1,1944.572611,-0.164930467,0.080065729,-2.059978564,0.03940059,0.272726727,blue,Plxna1
Rpl31-ps11,4.875023516,-0.16500517,0.076987086,-2.196479253,0.028057659,NA,blue,Rpl31-ps11
Dbn1,3490.760043,-0.165022987,0.060687934,-2.719767723,0.006532779,0.128655587,blue,Dbn1
Gabra2,957.7018635,-0.165045163,0.078111044,-2.113276445,0.034577114,0.259429752,blue,Gabra2
Tex10,183.2927238,-0.1651094,0.082589664,-1.999693507,0.04553337,0.288562752,blue,Tex10
Fut8,1063.010412,-0.165297508,0.066490574,-2.484580198,0.012970429,0.172604086,blue,Fut8
Cenpv,323.4063562,-0.165306736,0.068498288,-2.413703643,0.015791301,0.185143354,blue,Cenpv
Celsr2,2712.946589,-0.165405332,0.084238704,-1.960546734,0.049931921,0.300656213,blue,Celsr2
Pik3c3,511.2377611,-0.165430487,0.078853938,-2.098386439,0.035871022,0.263280662,blue,Pik3c3
Rab5if,380.6143326,-0.165591307,0.075596302,-2.191714593,0.028400121,0.236282276,blue,Rab5if
2010013B24Rik,2.575690313,-0.165802505,0.061438355,-2.733431144,0.006267823,NA,blue,2010013B24Rik
Rraga,1520.656065,-0.165803035,0.077704541,-2.134096803,0.032834857,0.253856873,blue,Rraga
Slc25a14,779.1031897,-0.165850089,0.074307764,-2.231953728,0.025618021,0.22467503,blue,Slc25a14
Elp3,937.3350907,-0.165858279,0.072031995,-2.303249905,0.021264786,0.207431268,blue,Elp3
Ubtd1,190.3880072,-0.165880857,0.081293533,-2.042163302,0.041135335,0.277584376,blue,Ubtd1
Tsen2,278.6131208,-0.16596036,0.072690781,-2.283056838,0.022427021,0.212184321,blue,Tsen2
Gm43364,4.513183768,-0.166141776,0.068772989,-2.091753682,0.036460556,NA,blue,Gm43364
Rbm45,343.3166175,-0.16614479,0.062944659,-2.639368946,0.008306053,0.141067432,blue,Rbm45
Dr1,805.6051171,-0.166151663,0.063440048,-2.61887714,0.008821971,0.144478891,blue,Dr1
D130043K22Rik,330.8897222,-0.166234402,0.082155034,-2.024325465,0.042936675,0.28256824,blue,D130043K22Rik
Flot1,1482.830233,-0.1662362,0.075010699,-2.217580052,0.026583479,0.228185135,blue,Flot1
Napg,1971.038658,-0.166254969,0.063509889,-2.617884154,0.008847684,0.144662667,blue,Napg
Tmem198,801.2786846,-0.166381174,0.076603088,-2.174101551,0.02969751,0.239729927,blue,Tmem198
Pdp1,958.1090102,-0.166571479,0.072368805,-2.301733808,0.021350188,0.207789575,blue,Pdp1
Sort1,7166.091826,-0.166661473,0.068299395,-2.439377958,0.014712571,0.180609243,blue,Sort1
Tpm1,2181.820268,-0.166860196,0.061811575,-2.699695221,0.006940302,0.132000432,blue,Tpm1
Atp6v1c1,3082.044555,-0.166977062,0.082059956,-2.035843958,0.041766027,0.279415855,blue,Atp6v1c1
Zfp638,1071.031924,-0.167096217,0.066915769,-2.497277302,0.012515105,0.168837376,blue,Zfp638
Zbed5,147.0372198,-0.167154344,0.081725712,-2.046091144,0.040747404,0.275952586,blue,Zbed5
Myo5b,1356.860703,-0.167263114,0.071092336,-2.352205625,0.018662455,0.197921811,blue,Myo5b
Saysd1,180.4602097,-0.167330377,0.082098571,-2.037162433,0.041633767,0.278802329,blue,Saysd1
Zc3h12b,245.935602,-0.167379196,0.083401624,-2.007177423,0.044730775,0.286417923,blue,Zc3h12b
Usp15,705.7683459,-0.167413646,0.070608159,-2.372033411,0.017690491,0.191764001,blue,Usp15
Myt1l,2031.962678,-0.167416986,0.05802718,-2.884666021,0.003918291,0.106338556,blue,Myt1l
Thoc3,350.8824426,-0.167464591,0.079063934,-2.118830528,0.034104792,0.258164441,blue,Thoc3
Myef2,609.4441678,-0.167491423,0.06018855,-2.782365204,0.005396428,0.119188778,blue,Myef2
Ppm1e,3956.901315,-0.167498186,0.070132538,-2.388584428,0.016913422,0.18864586,blue,Ppm1e
Zbtb40,151.842845,-0.167521349,0.083917114,-1.99993107,0.045507708,0.288528259,blue,Zbtb40
Gdap2,362.7907084,-0.167576401,0.081173427,-2.066463866,0.038784701,0.270940001,blue,Gdap2
Syt14,309.0997975,-0.167820084,0.06988624,-2.400667663,0.016365192,0.186881741,blue,Syt14
Akap11,4642.511307,-0.167824813,0.062470276,-2.685824077,0.007235117,0.134386051,blue,Akap11
Srbd1,124.3615342,-0.167888789,0.083358647,-2.013663988,0.044044823,0.284982836,blue,Srbd1
5730480H06Rik,154.5762427,-0.168234383,0.080229805,-2.096241766,0.03606075,0.26420763,blue,5730480H06Rik
Jdp2,372.6268772,-0.168258548,0.0831159,-2.027820385,0.042578583,0.281285398,blue,Jdp2
Otud3,108.1706199,-0.168279486,0.08579295,-1.961348428,0.049838392,0.300608582,blue,Otud3
Tmem181a,656.3231425,-0.168338456,0.07423819,-2.26847804,0.023300086,0.216134134,blue,Tmem181a
Camkk1,2338.565279,-0.168345685,0.07736858,-2.177209529,0.029464938,0.238712518,blue,Camkk1
Gm9619,4.031682437,-0.168356354,0.073395558,-2.299265373,0.021489875,NA,blue,Gm9619
Mzt2,317.3447222,-0.168449826,0.081835954,-2.05918605,0.039476419,0.272948327,blue,Mzt2
Snrnp40,296.6939843,-0.168461944,0.085310949,-1.976912815,0.048051486,0.295115054,blue,Snrnp40
Rbbp5,612.6446462,-0.1685269,0.071007366,-2.373821404,0.017605064,0.191272728,blue,Rbbp5
Rab39b,581.5332376,-0.168593549,0.069061792,-2.440638904,0.014661306,0.180609243,blue,Rab39b
Slc22a13b-ps,4.757137235,-0.168669231,0.07732325,-2.170465929,0.029971567,NA,blue,Slc22a13b-ps
Klhl23,1143.500642,-0.16874928,0.063724214,-2.647355072,0.008112412,0.139241456,blue,Klhl23
Slc24a4,384.9235699,-0.168765837,0.077222953,-2.186590526,0.02877243,0.236949004,blue,Slc24a4
Rab27b,611.7595012,-0.168891326,0.066547486,-2.537359629,0.011169215,0.16056108,blue,Rab27b
Tnfrsf13c,5.607897126,-0.16893583,0.08048132,-1.991187103,0.046460321,NA,blue,Tnfrsf13c
Snx19,1030.304098,-0.168973182,0.066071349,-2.557034924,0.010556862,0.156270393,blue,Snx19
Itpka,4328.269142,-0.16901198,0.075347673,-2.244919961,0.024773271,0.22166889,blue,Itpka
Otub2,711.8782639,-0.169188265,0.069792207,-2.424886171,0.015313187,0.183418794,blue,Otub2
Sorl1,3513.671649,-0.169404898,0.083577649,-2.02460968,0.042907459,0.282561732,blue,Sorl1
Tbc1d10a,390.0935228,-0.169542475,0.070987547,-2.390298904,0.016834666,0.188496212,blue,Tbc1d10a
Kdm1a,762.67187,-0.169551748,0.059240335,-2.862259921,0.004206318,0.10937639,blue,Kdm1a
Unc79,678.5647691,-0.169626434,0.062431697,-2.71660277,0.006595571,0.129046004,blue,Unc79
Prkab2,556.7416954,-0.169684433,0.062508316,-2.714640314,0.006634779,0.129288946,blue,Prkab2
Bag4,986.6782068,-0.169751537,0.069575089,-2.439262019,0.014717293,0.180609243,blue,Bag4
Gnb5,1241.576864,-0.169765245,0.080294222,-2.115511419,0.034386383,0.258884556,blue,Gnb5
Hcn3,146.0271083,-0.169888245,0.082843535,-2.052955137,0.040076929,0.274669564,blue,Hcn3
Mfsd6,1081.725402,-0.169970301,0.068292913,-2.48918926,0.012803479,0.171616058,blue,Mfsd6
Lmo7,1161.986551,-0.170062102,0.084268767,-2.017593493,0.043633615,0.284087402,blue,Lmo7
Cachd1,542.4492599,-0.170175247,0.080589371,-2.110999502,0.034772355,0.259794709,blue,Cachd1
Itsn2,947.9642442,-0.170181055,0.060500697,-2.812912407,0.004909502,0.114203014,blue,Itsn2
Nrxn3,1513.468367,-0.170299339,0.074211625,-2.293119305,0.021841137,0.20973786,blue,Nrxn3
Adam22,1572.470247,-0.170309678,0.066090721,-2.576726013,0.009974098,0.152790274,blue,Adam22
Dip2c,889.486456,-0.170497736,0.058722303,-2.903302179,0.003692502,0.104211579,blue,Dip2c
Unc5c,514.0891314,-0.170746058,0.082821348,-2.060333699,0.03936665,0.272605055,blue,Unc5c
Tsga10,254.3909639,-0.17076838,0.070130676,-2.435414318,0.014874747,0.18117094,blue,Tsga10
Plxna2,1016.874768,-0.170823733,0.069919938,-2.443730854,0.014536266,0.180334127,blue,Plxna2
Banp,303.8473203,-0.171111668,0.080149771,-2.139704351,0.032378667,0.252232668,blue,Banp
St3gal5,1456.719281,-0.171152227,0.080785113,-2.119527017,0.034045953,0.257953444,blue,St3gal5
Dnajb1,703.9423922,-0.171229025,0.074242558,-2.309112013,0.020937366,0.206779763,blue,Dnajb1
Rmnd5b,554.2976453,-0.171369546,0.071816606,-2.386978581,0.016987481,0.18864586,blue,Rmnd5b
Mcm3ap,645.7267603,-0.171388644,0.067703349,-2.532570105,0.011322973,0.160985607,blue,Mcm3ap
Myo9a,913.5275425,-0.171399348,0.074989309,-2.285949376,0.02225722,0.211418215,blue,Myo9a
Mmp16,293.7976304,-0.171421277,0.083921489,-2.041500826,0.041201072,0.277802937,blue,Mmp16
Med12l,387.0335401,-0.171473262,0.075877713,-2.259556403,0.023848796,0.218193765,blue,Med12l
Usp14,1058.028068,-0.171526258,0.082907885,-2.070818405,0.03837577,0.269341055,blue,Usp14
Gm49077,6.718122538,-0.171615142,0.085696857,-2.061905691,0.039216716,NA,blue,Gm49077
Spata5,117.4154905,-0.171777168,0.087003297,-1.975863082,0.048170286,0.295604104,blue,Spata5
Gm42928,7.65203747,-0.171860082,0.079335641,-2.119197942,0.034073742,NA,blue,Gm42928
Lmnb2,259.3336916,-0.171928485,0.076125795,-2.260746554,0.023774956,0.218193765,blue,Lmnb2
Lrrn3,809.5662858,-0.171967027,0.085838683,-2.005133963,0.044948728,0.286622935,blue,Lrrn3
Megf9,2614.4837,-0.172060674,0.071295811,-2.413083487,0.015818196,0.185143354,blue,Megf9
Got1,3123.415178,-0.172097834,0.086752523,-1.987066874,0.046914987,0.292249136,blue,Got1
Gpat4,1167.286615,-0.172186319,0.066861472,-2.575695899,0.010003859,0.152790274,blue,Gpat4
Cmtr1,133.0247184,-0.172300451,0.081486391,-2.114482698,0.034474061,0.259310307,blue,Cmtr1
Syne1,4841.39456,-0.172554492,0.073845414,-2.336509481,0.019464704,0.201801681,blue,Syne1
Sez6l2,3608.637672,-0.172590359,0.070635896,-2.444685862,0.014497836,0.18032636,blue,Sez6l2
Nrp2,816.2609685,-0.172735312,0.07748954,-2.228291328,0.025861094,0.224998272,blue,Nrp2
Camta1,3874.653586,-0.172828473,0.064173554,-2.693314653,0.007074547,0.132785278,blue,Camta1
Paqr3,134.8102754,-0.172838062,0.08517213,-2.02849007,0.042510256,0.280945407,blue,Paqr3
Dusp6,572.4459826,-0.172951333,0.085933791,-2.014459032,0.043961362,0.284885357,blue,Dusp6
Pcdh1,4082.830197,-0.172969054,0.080127189,-2.156903249,0.031013204,0.246170075,blue,Pcdh1
St8sia4,296.1841581,-0.172996147,0.077637411,-2.22759477,0.02590755,0.225049889,blue,St8sia4
Zdhhc17,1257.067727,-0.1729997,0.067555043,-2.559908388,0.010469976,0.155889779,blue,Zdhhc17
Dync2h1,378.031823,-0.173037555,0.068716737,-2.518095455,0.011799134,0.163165423,blue,Dync2h1
Kcnd2,1294.826966,-0.173093121,0.074441539,-2.325259983,0.020058063,0.203276996,blue,Kcnd2
Ctr9,608.9210282,-0.173242266,0.06967885,-2.486358369,0.012905793,0.172277638,blue,Ctr9
Faf2,731.2182418,-0.1734684,0.062645559,-2.768705458,0.005627949,0.120523465,blue,Faf2
Ints3,768.9985278,-0.173531065,0.064593265,-2.687031029,0.007209026,0.134164132,blue,Ints3
Mtfmt,161.4933463,-0.173605479,0.084783718,-2.051541774,0.040214216,0.274931904,blue,Mtfmt
Dgke,960.8308247,-0.173617557,0.077165709,-2.24927522,0.024494991,0.220142048,blue,Dgke
Klhdc2,2404.347909,-0.173621261,0.064930813,-2.673792002,0.007499895,0.135639067,blue,Klhdc2
Arfgap1,969.4873022,-0.173683618,0.068980608,-2.518839449,0.011774233,0.163165423,blue,Arfgap1
Actr2,4692.274862,-0.173796222,0.066533868,-2.612034639,0.009000513,0.145619817,blue,Actr2
Slc38a7,366.2732878,-0.173895394,0.071906564,-2.418867727,0.0155689,0.184336367,blue,Slc38a7
Fam171a1,1096.458441,-0.173962429,0.064067986,-2.715650714,0.006614566,0.129046004,blue,Fam171a1
Creb1,633.4135217,-0.174187575,0.059914638,-2.906817808,0.003651258,0.104211579,blue,Creb1
Ccng2,733.7777326,-0.174195755,0.063598069,-2.739713292,0.00614928,0.125157251,blue,Ccng2
Polr3a,275.6761118,-0.174230001,0.078111545,-2.229960953,0.025750035,0.224908233,blue,Polr3a
Rabgap1l,1856.395303,-0.174363902,0.062473113,-2.791021743,0.005254194,0.11734602,blue,Rabgap1l
Cdh4,203.8093727,-0.174431124,0.086322753,-2.012369066,0.044181047,0.285427755,blue,Cdh4
St3gal1,303.4643985,-0.174573139,0.081186169,-2.149529132,0.031592479,0.248988788,blue,St3gal1
Stam,780.3433946,-0.174614639,0.065927361,-2.648665006,0.008081039,0.139090073,blue,Stam
Pex14,391.5586186,-0.174629499,0.077884477,-2.243206223,0.024883519,0.222416477,blue,Pex14
Usp9x,1553.276342,-0.174659227,0.06948675,-2.51230505,0.011994536,0.164885279,blue,Usp9x
Faah,2022.543722,-0.174725887,0.075984193,-2.299453356,0.021479209,0.208104095,blue,Faah
Calm2,21751.3371,-0.175091739,0.071079514,-2.463596915,0.01375507,0.176961615,blue,Calm2
Ptprs,5657.275961,-0.17517631,0.06106104,-2.868696997,0.004121664,0.108485072,blue,Ptprs
Ywhaz,9128.542609,-0.175256773,0.076044367,-2.3057658,0.021123722,0.207431268,blue,Ywhaz
Lgi1,1906.410078,-0.175266658,0.080088261,-2.188265563,0.028650264,0.236659418,blue,Lgi1
Ero1l,421.9997204,-0.175276245,0.076930411,-2.279416371,0.022642326,0.213252569,blue,Ero1l
Ppie,155.1325014,-0.175381367,0.081346774,-2.156387794,0.031053397,0.246240316,blue,Ppie
Qrich1,819.9091159,-0.175498023,0.056840911,-3.087608823,0.002017739,0.079586096,blue,Qrich1
Sel1l,1837.247533,-0.175580588,0.06194149,-2.834342486,0.004592009,0.111771905,blue,Sel1l
