,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
mt-Co1,457789.5654,-0.20108142,0.104030238,-1.957226831,0.050320806,0.744195683
mt-Cytb,189457.5319,-0.181378512,0.104236077,-1.762707271,0.077949874,0.768175383
mt-Nd1,172487.0949,-0.17537102,0.104207147,-1.705717543,0.088060682,0.77152809
mt-Rnr2,158491.8542,-0.068191257,0.099752936,-0.68478524,0.493479451,0.905132108
Camk2a,129637.8239,-0.152823884,0.084936711,-1.80179306,0.07157797,0.762466348
mt-Nd5,122877.441,-0.160975015,0.103855057,-1.580011085,0.114104328,0.7892693
mt-Nd2,120727.7127,-0.168585838,0.103967606,-1.647629135,0.099428798,0.784052237
mt-Nd4,118704.8305,-0.160463749,0.103953532,-1.565359668,0.1174986,0.7892693
Kif5a,113792.4364,-0.172513127,0.088101506,-1.959903767,0.050007039,0.744195683
mt-Rnr1,100068.3796,-0.068477304,0.101130509,-0.678217502,0.497633797,0.907441314
Ddn,83822.98643,-0.144101411,0.084364519,-1.710806906,0.087116764,0.77152809
Irf7,95.74577511,0.581267755,0.100321612,5.78060075,7.44E-09,8.66E-05
Cpe,68143.30172,-0.100456779,0.075297207,-1.33406193,0.182183561,0.812582018
Apoe,60249.58487,-0.071385226,0.077805124,-0.917603247,0.358826617,0.865617462
Eef1a1,58935.56332,0.038090044,0.044891434,0.848509793,0.396154121,0.878587577
Mbp,57716.61778,-0.171690813,0.093772673,-1.832598863,0.066862247,0.762466348
Fth1,57196.51877,-0.069190039,0.067324427,-1.027545996,0.304163438,0.849814444
Ppp1r9b,54890.34626,-0.134800328,0.084660256,-1.593958651,0.110945296,0.7892693
Calm1,50910.76994,-0.033628944,0.036717799,-0.915869057,0.359735578,0.865858327
Bst2,215.9462244,0.57415699,0.103982834,5.37431951,7.69E-08,0.000377546
Agap2,44652.24465,-0.129139298,0.084146599,-1.536348924,0.124452826,0.7892693
Ttr,40030.35146,0.048148951,0.047769405,0.913829296,0.36080655,0.866172372
Sparcl1,39898.73587,-0.125740584,0.069473619,-1.810429071,0.070229275,0.762466348
CT010467.1,38168.60848,0.090685411,0.084540967,1.070334481,0.284468779,0.841808192
Lgals3bp,595.5396803,0.550864628,0.103434191,5.313401479,1.08E-07,0.000396336
Cst3,36086.98842,-0.03891932,0.07729894,-0.503361719,0.614709981,0.93263378
Eef2,33864.86953,-0.102661478,0.067475606,-1.521867379,0.128042314,0.793659558
Cplx2,33693.35383,-0.092763103,0.063113037,-1.470105231,0.141533256,0.798353138
Ncdn,33587.82307,-0.013357973,0.072353901,-0.184586573,0.853553319,0.981088
Plp1,31779.14575,-0.125681049,0.073289977,-1.714770327,0.086387344,0.77152809
mt-Nd6,32017.98536,-0.17174659,0.104045049,-1.684614554,0.092062961,0.78177321
Sptbn2,31197.84269,-0.107834498,0.082702166,-1.304408275,0.192094415,0.816457768
Calm3,30812.84437,0.02481323,0.053701915,0.461950358,0.64411692,0.940674128
Adcy1,30577.77508,-0.146037672,0.086322852,-1.696410997,0.089808073,0.777247947
Aldoc,30321.54708,-0.086914034,0.068204363,-1.274373866,0.20253095,0.820747753
Ndrg2,29540.85668,-0.125776986,0.078961745,-1.593195614,0.111116315,0.7892693
Map2,29082.40074,-0.132352545,0.087719987,-1.512951234,0.130292046,0.79741768
Car8,193.4205379,0.475771937,0.100401297,-2.835787377,0.004571287,0.553569634
Hpcal4,28736.67522,-0.129556354,0.073194653,-1.770676826,0.076614458,0.767363025
Nsmf,28473.40404,-0.133781383,0.07622752,-1.755834951,0.079116595,0.768175383
Rtp4,64.48955192,0.461095154,0.103950843,4.348521745,1.37E-05,0.0288488
Arf3,27766.7951,-0.105525805,0.057911573,-1.82236582,0.068399497,0.762466348
Atp1a3,27728.97758,-0.06720767,0.072255271,-0.930411928,0.352157845,0.863345836
Map1a,27803.90162,-0.136158121,0.086837243,-1.569741016,0.116475375,0.7892693
Gpm6b,26560.03955,-0.124546856,0.070793172,-1.760474376,0.078327408,0.768175383
Camk2n1,26248.18372,-0.120343274,0.070206171,-1.714744274,0.086392122,0.77152809
H2-D1,1063.347438,0.458366758,0.086898982,5.259150765,1.45E-07,0.000426467
Clu,24799.21682,-0.11091082,0.072246385,-1.534596672,0.124882931,0.7892693
Tmsb4x,24741.71324,-0.009351227,0.058274736,-0.160446902,0.872529046,0.984601309
Gpm6a,24646.089,-0.007338736,0.064516988,-0.113739138,0.909444586,0.989210296
Psd,24273.30375,-0.118939817,0.079236115,-1.502304036,0.133018607,0.79741768
Chd3,23938.53313,-0.126121108,0.083693985,-1.508921518,0.13131884,0.79741768
Psap,23294.47405,0.001975661,0.055863074,0.035356605,0.971795387,0.995553411
Kif5c,22631.88276,-0.091697824,0.074369999,-1.233787584,0.217282067,0.824686753
Snap25,22245.73322,0.041925753,0.081933768,0.511585717,0.608940984,0.93050699
Calm2,21751.3371,0.058918394,0.071069504,0.828920266,0.407149527,0.881314846
Ckb,21789.12195,-0.034879658,0.066351617,-0.525663465,0.599122053,0.927336843
2900097C17Rik,21628.24009,-0.111986805,0.060454575,-1.852706728,0.063924405,0.760793365
Tspan7,21337.86783,-0.094201078,0.051301485,-1.836348393,0.066306147,0.761029792
Hpca,20995.71783,0.078606787,0.081876177,0.959277569,0.337418932,0.859796939
Atp5b,20691.43119,0.067265105,0.052245151,1.287409187,0.197951704,0.81804942
Dlg4,20797.72258,-0.127333501,0.072232074,-1.763335767,0.077843876,0.768175383
Aplp1,20608.91694,-0.002168388,0.058028559,-0.037425717,0.970145568,0.995553411
Isg15,48.58347094,0.454306609,0.103250223,4.232853294,2.31E-05,0.037775526
Ppp3ca,20328.82656,0.00914113,0.076116185,0.120067875,0.90442938,0.98874601
Slc17a7,20110.23896,0.03276186,0.063937929,0.512677869,0.608176673,0.930323412
Aldoa,19767.44327,0.107046121,0.074736895,1.431202541,0.152372176,0.803249651
Ifitm3,308.6684028,0.435646385,0.101090137,4.292454692,1.77E-05,0.032545309
Gm23935,19273.9951,0.068132855,0.089990126,0.75389366,0.450913078,0.889806752
Gfap,19104.38822,0.002038748,0.07565136,0.026988959,0.97846854,0.996417049
Thra,19051.75587,-0.073782039,0.059163393,-1.247165868,0.212336685,0.823151782
Kcnab2,18856.35754,-0.102339967,0.071300932,-1.435747486,0.151074208,0.803249651
Selenow,18051.95518,-0.077610213,0.062128865,-1.24943145,0.211507312,0.822906979
Cox4i1,17900.2018,-0.014704394,0.068736229,-0.213945008,0.830589942,0.976360743
Hsp90ab1,17698.70629,0.057960803,0.055952893,1.035765228,0.300311683,0.849814444
Atp1b1,17601.79068,0.0883919,0.089671765,0.985261687,0.324495547,0.853466153
Pcsk1n,17214.45865,-0.075204608,0.096927648,-0.775965014,0.437769643,0.889386279
Slc1a3,16699.13772,-0.101044797,0.077797314,-1.299578296,0.193745542,0.816457768
Mobp,16380.66721,-0.140911985,0.093897967,-1.498499396,0.134003549,0.797457443
Ubb,16146.7032,0.073607733,0.064572646,1.1395444,0.25447616,0.834587052
Olfm1,16152.60607,0.08758084,0.073401514,1.193103365,0.232828894,0.829527962
Ifi27l2a,97.52724176,0.418864514,0.087033986,4.748432429,2.05E-06,0.005034101
Serinc1,16020.78985,0.019728851,0.083224939,0.237273225,0.812444832,0.973175913
App,15891.09894,0.040232506,0.078593109,0.511852553,0.608754207,0.93050699
Rplp1,15747.02406,-0.04963878,0.073587624,-0.674544545,0.499965176,0.907578267
Hspa8,15647.86942,0.114112994,0.071880786,1.586547072,0.112615263,0.7892693
Trim30a,60.92217487,0.418144423,0.102824934,4.069330921,4.71E-05,0.049620261
Psd3,14668.44742,-0.124108748,0.078482353,-1.582895741,0.11344523,0.7892693
Itm2b,14470.22731,0.045684759,0.056477681,0.808915587,0.418563703,0.884847054
Ifit3b,140.9462896,0.41423137,0.10389672,3.936965254,8.25E-05,0.071519312
Pcp2,12.69731013,0.405611001,0.096898874,-3.3623112,0.00077293,NA
Nrgn,14331.55475,0.054003545,0.076752828,0.702752238,0.482210167,0.900681776
Eif4a2,14218.86328,0.016385577,0.054896731,0.298593749,0.765250036,0.964899624
Rpl3,14161.8101,-0.014092864,0.049976834,-0.281951261,0.777980883,0.967025487
Cnih2,14126.52586,-0.100149956,0.067014754,-1.494492897,0.135046837,0.797457443
Camk2b,14102.43767,0.023428914,0.075189398,0.311468219,0.7554447,0.963154454
Ifit3,287.3229023,0.395051157,0.103960993,3.738565037,0.000185074,0.118559768
Enpp2,13304.28267,0.075018029,0.068816492,1.054760123,0.291535047,0.843799273
B2m,1868.772825,0.388017688,0.067958392,5.703196891,1.18E-08,8.66E-05
Eef1a2,13601.50586,0.005441832,0.06273565,0.086654388,0.930946233,0.992654401
H2-T23,246.793836,0.38088438,0.091132273,4.163529269,3.13E-05,0.038644036
Ppp2r2c,13524.42528,-0.075729339,0.054432425,-1.391337533,0.164123098,0.806933092
Irf9,203.80798,0.371248309,0.088753322,4.16253523,3.15E-05,0.038644036
Sptbn1,13348.01308,-0.100711877,0.062638679,-1.608227726,0.107785313,0.787958089
Rpsa,13173.9221,-0.084943534,0.07030588,-1.208447525,0.226875169,0.828559348
Pkm,13116.49269,0.065164275,0.061910433,1.052158559,0.292726809,0.845030722
Ifi27,1233.373898,0.371199481,0.101799724,3.627815832,0.000285829,0.158142929
Rtn1,13023.35155,0.091267842,0.076935337,1.18576982,0.235713213,0.829815123
Prnp,12984.63485,0.048917769,0.071442877,0.684806396,0.493466099,0.905132108
Atp5a1,12919.13268,0.045107222,0.04512623,0.999468111,0.31756798,0.849814444
Dlgap3,12950.64092,-0.129952185,0.087830367,-1.481125502,0.138573133,0.797682944
3-Sep,12905.47939,-0.104076488,0.056282338,-1.849422952,0.064396764,0.761029792
Itm2c,12754.42826,0.033828507,0.079636439,0.424786019,0.670992671,0.945398609
Ywhag,12753.72516,0.007601738,0.060951485,0.124630668,0.900815948,0.988701888
Ndrg4,12746.59496,0.060461585,0.078728587,0.767335364,0.442882148,0.889806752
Ifit1,96.82755644,0.369759767,0.100379654,3.624254332,0.000289796,0.158142929
Nsg2,12690.31132,0.081694089,0.069869291,1.169164491,0.242337365,0.833636669
Hpdl,81.40260003,0.365152475,0.095650499,3.804737978,0.000141954,0.099597895
Ptgds,12839.45856,-0.133823303,0.089907112,-1.532166064,0.125481461,0.789429479
Stum,12730.48046,-0.133754451,0.069313421,-1.93091856,0.053493125,0.751619359
Rpl4,12578.40698,-0.013806472,0.046287314,-0.298272087,0.765495506,0.964899624
Stat1,168.4732298,0.363366862,0.088430717,4.090727538,4.30E-05,0.048738042
Gm11808,1031.012744,0.360117111,0.08956631,4.009438408,6.09E-05,0.056047515
Jph4,12481.76282,-0.134525674,0.077813021,-1.729756764,0.083673742,0.77152809
Oasl2,124.8580367,0.356837646,0.101925752,3.463888187,0.000532428,0.237720932
Rtn3,12265.76089,0.061886583,0.074073819,0.835533415,0.403417441,0.88124269
Slc25a4,12255.1978,0.018191855,0.049345807,0.368589373,0.712433817,0.955028002
Cox6a1,12226.29569,-0.06577505,0.062095597,-1.059366596,0.289432856,0.843071509
Gbp3,158.3368981,0.35367986,0.098216619,3.580170097,0.000343371,0.174455953
Usp18,42.05730457,0.353022343,0.091238538,3.883473829,0.000102975,0.084290447
Cyfip2,12078.88924,-0.087189723,0.063630469,-1.370479377,0.170537309,0.812582018
Pea15a,11989.18369,-0.034475956,0.04352542,-0.792046498,0.428333565,0.888632321
H2-K1,875.4430369,0.351213854,0.084029636,4.171322669,3.03E-05,0.038644036
Rasl10b,11797.94549,-0.142668246,0.078136728,-1.827470269,0.067629093,0.762466348
Rpl41,11678.38105,0.046562317,0.082786732,0.562200184,0.573979636,0.924928435
Ywhah,11652.36567,0.12269323,0.084291222,1.453058459,0.146207524,0.802081031
Ttc3,11511.35771,0.000397833,0.065617176,0.006080206,0.995148728,0.999941395
mt-Atp6,11546.57741,-0.041849655,0.09684205,-0.437401613,0.661820114,0.94330959
Gria1,11445.42269,0.070677982,0.083754484,0.844027131,0.398654245,0.880229529
Slfn8,28.07708274,0.345753219,0.103188327,3.272990944,0.001064159,0.330489348
Camkv,11327.75747,-0.009452332,0.055238067,-0.171188672,0.864075415,0.982821551
Prrc2b,11396.11622,-0.150014854,0.081202983,-1.850728222,0.064208662,0.761029792
Dgkz,11332.33374,-0.093028174,0.070983787,-1.311111658,0.189820043,0.816457768
Dlgap1,11305.2126,-0.077119068,0.055205494,-1.397030379,0.162404436,0.806933092
Actb,11261.46167,0.027631038,0.073177064,0.377610156,0.705720219,0.953689966
Adgrb2,11235.97475,-0.067989313,0.065899528,-1.031884774,0.3021261,0.849814444
Rpl13,11170.10489,-0.045619817,0.070943165,-0.643094351,0.52016288,0.912736638
Cd52,46.23796082,0.34349756,0.104206807,3.239318974,0.001198155,0.353072307
Epn1,11089.87643,-0.098748296,0.068501782,-1.441979209,0.149308239,0.803249651
mt-Co3,10970.99893,0.027881029,0.099521746,0.283999129,0.776411048,0.966528978
Clec7a,24.35530824,0.339158531,0.10232681,3.332426929,0.000860921,0.317120158
Gabbr1,10936.26243,-0.029005617,0.046386378,-0.625268371,0.531794935,0.914076828
Sparc,10935.84684,-0.157981802,0.081563262,-1.936578783,0.052796854,0.751619359
Ppp3r1,10848.67273,0.017795129,0.077236882,0.23029707,0.817860938,0.974597685
Syt1,10796.21486,0.058391859,0.082410779,0.70891341,0.478378213,0.89895099
Dynll2,10742.51256,-0.014910367,0.050459353,-0.295507681,0.767606085,0.965110091
Clstn1,10702.999,0.000541653,0.072449129,0.00746764,0.994041741,0.999941395
H2-M3,48.47721414,0.334632916,0.099787207,3.365061043,0.000765267,0.296549742
Rps3,10615.7055,0.017825538,0.069470945,0.256665835,0.797436748,0.972071467
Cox8a,10627.80564,-0.085705392,0.068051703,-1.259653321,0.207794451,0.822294013
Hsp90aa1,10554.29286,0.081812389,0.069987338,1.168693793,0.242527023,0.833636669
Cds2,10601.45919,-0.077385623,0.060926756,-1.270358356,0.20395701,0.821655239
mt-Co2,10696.78583,-0.12167585,0.098019729,-1.261061214,0.207286793,0.822279129
Dnm1,10541.95859,-0.005364994,0.081733158,-0.065647462,0.947658501,0.9938125
Rps14,10476.07344,-0.017589756,0.070526445,-0.249418691,0.803036928,0.972781888
Plekhb1,10464.88019,-0.135505129,0.07582713,-1.787748646,0.07381657,0.763829682
Sptan1,10358.55911,-0.030176633,0.066848519,-0.451432055,0.651678184,0.943112304
Irf8,106.2915943,0.333705399,0.090054066,3.675195826,0.000237667,0.140071452
Spock2,10307.45732,-0.078995214,0.061348829,-1.287702781,0.197849445,0.81804942
Nckap1,10278.2397,0.058685778,0.05976757,0.981852302,0.326172617,0.854673189
Aes,10228.79994,-0.060762865,0.063241254,-0.960833494,0.336635895,0.859796939
Nptxr,10186.34913,-0.034568778,0.076130182,-0.454054946,0.64978928,0.942442955
Pink1,10149.99999,-0.079888698,0.057127437,-1.398492541,0.161965211,0.806933092
Chn1,10034.62089,0.085492767,0.077178628,1.107310359,0.268159767,0.836742369
Rps3a1,9981.187171,-0.010346472,0.061265987,-0.168846832,0.865917121,0.98330812
Eif4g2,9938.519616,0.014554119,0.046402612,0.313632014,0.753800542,0.963084501
Itpr1,9947.607948,-0.052775572,0.082247682,-0.642129674,0.52078899,0.912736638
Tpt1,9841.022078,0.030027206,0.06217224,0.482923323,0.629150181,0.937300178
Aco2,9783.769138,-0.071469125,0.043622441,-1.638339352,0.101350923,0.784052237
Syt11,9689.46475,0.030836012,0.068980667,0.447087264,0.654812054,0.943302996
Prkar1a,9486.734662,0.027189665,0.05285838,0.514399458,0.606972738,0.929464632
Syp,9455.52165,0.080091274,0.089444644,0.894165258,0.371233478,0.868571168
Rpl9,9472.0593,-0.069583056,0.078070628,-0.891891518,0.372451081,0.868571168
Kalrn,9464.875286,0.019834266,0.055646125,0.356303876,0.721613007,0.955603867
Kcnq2,9410.336275,-0.093363603,0.070565112,-1.32342274,0.185694834,0.813567552
Rps2,9346.536701,0.02606029,0.065193614,0.399748704,0.689341616,0.95171372
Pfn2,9324.780438,0.048587671,0.05344061,0.90928862,0.363197796,0.866172372
Ywhae,9292.928607,0.033202739,0.050902656,0.652229419,0.514253184,0.909932319
Tuba1a,9240.919782,0.002605499,0.056052606,0.04647335,0.962932975,0.993827721
Mt3,9140.833156,0.131645537,0.073458163,1.790554147,0.073364871,0.763829682
Gnb1,9187.716172,-0.028503651,0.033528959,-0.849993839,0.395328511,0.87849881
Mapk8ip1,9164.963939,-0.056379081,0.065499531,-0.860741616,0.389380367,0.8749733
Ywhaz,9128.542609,0.073139335,0.076020242,0.961567205,0.336267052,0.859796939
Slc22a17,9099.246734,0.120538147,0.068549775,1.757468645,0.078837962,0.768175383
Cfl1,9097.466625,0.059482535,0.059527962,0.999071512,0.31776005,0.849814444
Tmcc2,9104.723149,-0.125731195,0.075288039,-1.670997778,0.094722117,0.782834987
Mt1,9048.982792,-0.150161616,0.085200572,-1.758171312,0.078718365,0.768175383
Actg1,9020.147923,0.063874672,0.059925172,1.065688056,0.286564679,0.842451996
Gm28661,9100.687161,-0.092710068,0.09919989,-0.938796243,0.347835368,0.862806622
Mdh1,8836.961016,0.044047795,0.067166726,0.655652049,0.512048028,0.909418802
Camta2,8899.138313,-0.117539908,0.079737335,-1.475284376,0.140136105,0.797682944
Rps15,8794.786187,0.014659503,0.071529712,0.204919277,0.837635194,0.977946422
Prkce,8755.302797,-0.02396707,0.063054912,-0.380059568,0.703901198,0.953197842
Ahcyl1,8686.188137,-0.061347567,0.058974659,-1.040249784,0.298223868,0.849505615
Eno1,8675.465227,0.06638975,0.051599115,1.286586207,0.198238554,0.81804942
Neurl1a,8726.783401,-0.148526873,0.080129301,-1.855945743,0.063461292,0.760793365
Nisch,8686.594637,-0.081935664,0.062360283,-1.313973894,0.188854989,0.815448325
Sipa1l1,8688.572216,-0.115260036,0.076724911,-1.503153284,0.132799521,0.79741768
Kif5b,8622.904474,-0.154649806,0.082683442,-1.872529481,0.061133387,0.757856994
Jph3,8645.165506,-0.124483136,0.07606172,-1.637767997,0.1014701,0.784052237
Cabp7,8626.54101,-0.120910258,0.081073196,-1.492979783,0.135442479,0.797457443
Ddx5,8519.074807,0.00875741,0.051839977,0.168756548,0.865988138,0.983312979
Abr,8460.201104,0.006316519,0.05167083,0.12208837,0.902829033,0.988701888
Cd180,41.4243212,0.326580461,0.103686065,3.221726103,0.001274209,0.368121422
Oas1a,16.42248881,0.311897772,0.102187328,2.990223882,0.00278773,NA
Bsn,8400.114368,-0.159407922,0.095398764,-1.676161535,0.093706556,0.782834987
Pld3,8317.814179,-0.100883875,0.05175615,-1.949243396,0.051266365,0.744195683
Pip5k1c,8302.605451,-0.102775419,0.062806918,-1.636646965,0.101704256,0.784052237
Nsf,8240.362212,0.079005065,0.085929616,0.917846746,0.358699105,0.865617462
Ctsb,8191.359493,0.070247885,0.063873205,1.099733778,0.271448133,0.836742369
Rian,8223.650009,-0.05116101,0.050330512,-1.016496651,0.309392942,0.849814444
Tmem30a,8171.096656,0.05563653,0.071201305,0.781751521,0.434360617,0.889386279
Gm12174,94.01899685,0.311659032,0.094530867,3.280246101,0.001037166,0.330489348
Atp2a2,8178.535097,0.006980813,0.06841717,0.102093886,0.918682154,0.991604861
Ccl9,68.67031137,0.308599089,0.098567078,3.054672384,0.002253065,0.483397922
Rpl8,8129.699894,0.038845552,0.059326612,0.654688406,0.512668391,0.909418802
Map1b,8163.966971,-0.099282912,0.079176974,-1.25452439,0.209651466,0.822406152
Syn2,8122.269675,-0.026326462,0.066829439,-0.393936952,0.693627588,0.952638389
Gm26917,261.3865343,0.308448491,0.075593995,3.378504601,0.000728812,0.290796869
Gria2,8085.844564,0.04273465,0.085522504,0.499526476,0.61740854,0.9333732
Enc1,8098.065202,0.087591714,0.079996599,1.094804247,0.273602406,0.836742369
Cplx1,8078.700492,-0.086789349,0.05435214,-1.596773654,0.110316171,0.7892693
Ppia,8016.906522,-0.173443429,0.094934109,-1.825311546,0.067954029,0.762466348
Scn1b,8014.934064,-0.031227417,0.065750173,-0.474942868,0.634827696,0.938176678
Nell2,7971.348888,0.115193736,0.095064282,1.21012866,0.226229527,0.828508179
Nrsn1,7937.321198,-0.110959695,0.060781009,-1.825606946,0.067909489,0.762466348
Gm3375,60.6576811,0.306089186,0.0990084,3.027353459,0.002467053,0.484320111
Mapk1,7904.74124,0.077859215,0.070576641,1.102798656,0.270114612,0.836742369
Ifi204,10.23043199,0.303277855,0.093277688,3.122845984,0.001791114,NA
H2-Q4,136.1089507,0.302238882,0.099696194,3.032585557,0.002424684,0.484320111
Fkbp1a,7823.596835,0.06859232,0.067297568,1.018857748,0.308270505,0.849814444
Skp1a,7780.091261,0.001817038,0.055342156,0.03286342,0.973783503,0.995553411
Rps24,7788.227878,-0.031231201,0.076798457,-0.406803123,0.684152593,0.949771744
Xaf1,109.6126983,0.298086825,0.097684401,3.075348692,0.002102566,0.469741487
Gpi1,7764.019147,-0.067486619,0.041783211,-1.615091686,0.106290841,0.784521125
Klc1,7728.337708,0.032404739,0.055735705,0.58124032,0.561078497,0.921068386
Zwint,7700.686356,0.099935581,0.081825889,1.220401884,0.222312563,0.827989755
Tcf25,7704.608296,-0.032012119,0.042123579,-0.76001059,0.447248255,0.889806752
Rnf187,7685.913248,-0.009245023,0.053759146,-0.172081647,0.863373341,0.982821551
Mtch1,7664.24386,0.062401883,0.046958071,1.328643664,0.183965559,0.812585764
Pebp1,7644.43481,0.070484717,0.057160179,1.232688685,0.217691935,0.824986256
Gm10925,7745.264629,-0.04146745,0.099379832,-0.415236203,0.677968999,0.948790696
Ccl12,14.760384,0.285515675,0.095353506,2.967193015,0.003005322,NA
Phf11b,11.7903623,0.281996773,0.094105175,3.061394422,0.002203087,NA
Rps6,7590.692616,-0.02827602,0.063799766,-0.443182976,0.657633392,0.94330959
Thy1,7566.905845,0.092072798,0.081549596,1.127989723,0.259324259,0.835303933
Ncald,7544.162911,0.123231987,0.068043106,1.810845844,0.070164718,0.762466348
Rpl5,7565.053091,-0.027202298,0.065757971,-0.413658153,0.679124478,0.949303104
Oaz1,7555.197235,0.012202696,0.0588657,0.207213724,0.83584295,0.977793571
Gabarapl1,7539.653153,0.062677356,0.065373366,0.958414485,0.337853794,0.859796939
Btbd3,7543.03023,0.026196288,0.067721974,0.387216504,0.698595933,0.953197842
Rps21,7519.505434,-0.046528769,0.092628183,-0.503123475,0.614877463,0.93263378
Nptx1,7466.892951,0.060883293,0.088989554,0.683715073,0.494155103,0.905489035
Ywhab,7423.410192,0.051497775,0.066338518,0.776120567,0.437677801,0.889386279
Rpl37,7411.192135,-0.04858927,0.079386254,-0.611935623,0.540580351,0.916008629
Ptk2b,7402.679628,0.069011578,0.090654967,0.759553031,0.447521804,0.889806752
Uchl1,7358.67543,0.082160616,0.082359486,0.996119307,0.31919218,0.849814444
Rtn4,7365.420913,0.092034243,0.057944859,1.588380171,0.112200399,0.7892693
Trim16,27.4007948,0.279805548,0.103809712,2.712348718,0.006680827,0.590364336
Atp6v1a,7357.256077,0.031948887,0.075411671,0.423590282,0.671864643,0.945398609
Mlf2,7323.241163,0.068630119,0.056948689,1.204853099,0.228260017,0.829223324
Malat1,7394.461918,-0.147124973,0.10211563,-1.442809872,0.149074038,0.803249651
Ldhb,7286.116035,0.029694775,0.05926219,0.500853499,0.616474231,0.933157473
Zbtb18,7329.667889,0.04567048,0.063325645,0.721659248,0.470504003,0.896984886
Tnfrsf13b,30.72934119,0.276480737,0.103019327,2.76321506,0.005723504,0.577118774
Rpl6,7293.794118,-0.015284298,0.055791517,-0.273865361,0.784188092,0.967933932
Ank2,7318.642218,-0.081624032,0.064458989,-1.266384332,0.205375517,0.822279129
Rnf219,132.3161978,0.272265541,0.082756741,3.283648309,0.001024727,0.330489348
Dlg2,7242.258634,-0.115906739,0.069973241,-1.65682709,0.097554438,0.784052237
Rplp0,7203.727529,-0.031176791,0.062232718,-0.500949685,0.616406534,0.933157473
1700020I14Rik,7213.470463,-0.046104228,0.052990205,-0.869881142,0.384365362,0.873546536
Rps23,7187.102331,-0.034363418,0.072674934,-0.472892935,0.636289565,0.938344904
Apc,7185.442758,-0.120269154,0.088390114,-1.363589942,0.172696659,0.812582018
Lynx1,7159.217367,-0.05973643,0.05317238,-1.123464745,0.261240165,0.835824448
Sort1,7166.091826,-0.024551928,0.068282172,-0.359558422,0.719177381,0.955563547
Eno2,7144.925492,0.035047656,0.079184855,0.442003988,0.65848632,0.94330959
Ghitm,7104.787775,0.023513292,0.043696589,0.538047568,0.590544209,0.926726718
Dennd5a,7105.651583,-0.07550678,0.062353834,-1.211079793,0.225864825,0.828508179
Atp1a1,7040.719192,0.100999233,0.079449317,1.270627399,0.203861235,0.821655239
Gm11451,22.74974104,0.272143303,0.103744554,2.695175939,0.007035147,NA
Ptms,7009.031862,-0.026350548,0.053543606,-0.492173537,0.62259667,0.935664773
Rpl31,6977.923769,-0.052316679,0.070285053,-0.744444339,0.456607703,0.891993464
Wdr13,6997.976119,-0.106336858,0.066668779,-1.595124796,0.110684332,0.7892693
Tmbim6,6946.186166,-0.009825959,0.051095762,-0.192339378,0.847476375,0.979452839
Asrgl1,6950.174877,-0.105051007,0.070077189,-1.499835826,0.133656935,0.79741768
Atp2b1,6963.081156,0.040143531,0.091863723,0.438066694,0.661337938,0.94330959
Csrp1,6921.296177,-0.058986771,0.057241236,-1.03049169,0.302779251,0.849814444
Rpl7,6900.483391,0.010817145,0.053949307,0.20061806,0.840997236,0.978154578
Zbp1,8.890406941,0.271596579,0.08292863,3.406990795,0.000656833,NA
Tspan3,6849.553351,0.016891103,0.05346234,0.315912563,0.752068876,0.96303887
Reep5,6846.774705,0.06333298,0.054122906,1.170284405,0.241886536,0.833636669
Gpx4,6836.535768,-0.011787749,0.072227954,-0.163145281,0.870404048,0.984518525
Rnf10,6865.457743,-0.090027292,0.067498236,-1.33396865,0.182214131,0.812582018
Ccl5,7.203526076,0.268160729,0.07984774,3.238449108,0.001201815,NA
Rundc3a,6802.302859,-0.045761715,0.060267752,-0.759307735,0.447668492,0.889806752
Slfn2,33.97377638,0.2676785,0.104178936,2.515106739,0.011899635,0.673909604
Rpl27a,6753.650635,-0.013799439,0.064053931,-0.215409084,0.829448388,0.976360743
Prkcb,6784.758377,-0.114388185,0.067899639,-1.685381038,0.09191508,0.78177321
Ctnnb1,6683.246249,-0.020793082,0.036506397,-0.569361469,0.56911086,0.923844019
Irgm2,99.76627521,0.265760996,0.100822323,2.639060404,0.008313617,0.639224869
Slc25a3,6658.951675,0.068414272,0.047662215,1.435236462,0.151219727,0.803249651
Tpi1,6667.943635,0.041149488,0.066447922,0.619019223,0.535903695,0.915190087
Nptn,6633.98046,0.062950818,0.083889975,0.75042991,0.452995823,0.889806752
Cox6c,6644.328315,-0.062379856,0.070510121,-0.884845938,0.376239729,0.87080053
Mapk8ip3,6666.111186,-0.048331791,0.056247331,-0.859259601,0.390197307,0.875082639
Dclk1,6660.351882,-0.017049859,0.048939886,-0.348245626,0.727655725,0.958121294
Atp6v1b2,6618.227552,0.092586642,0.08746076,1.05705541,0.2904863,0.843520919
Aplp2,6632.195767,-0.068165564,0.056197946,-1.212955119,0.22514698,0.828508179
Rpl26,6608.118507,-0.007624399,0.07584797,-0.100489059,0.919956068,0.991604861
Agap3,6642.176445,-0.085639638,0.070842891,-1.208966481,0.226675723,0.82853885
Rps7,6611.299912,-0.038898096,0.066870779,-0.581722875,0.560753361,0.921068386
Sdha,6590.410774,0.003209611,0.038536117,0.083271759,0.933635455,0.992654401
Pla2g2f,64.69476015,0.264754972,0.104196361,2.52948751,0.011422924,0.666409861
Pkp3,6.697441017,0.264689609,0.080538504,2.998328524,0.002714649,NA
