X,baseMean.x,log2FoldChange.x,lfcSE.x,stat.x,pvalue.x,padj.x,baseMean.y,log2FoldChange.y,lfcSE.y,stat.y,pvalue.y,padj.y
Igfbp3,231.3185187,0.547416537,0.143913343,3.80612986,0.000141158,0.025926557,231.3185187,-0.290620533,0.139700805,-2.092191424,0.036421395,0.216254785
Igfbp5,4013.836841,-0.436412709,0.134503356,-3.232188959,0.001228458,0.091574086,4013.836841,0.60307336,0.13111345,4.579700109,4.66E-06,0.002542584
Il15,11.9958391,-0.432424864,0.193322275,-2.19759888,0.027977703,0.336471667,11.9958391,0.473628526,0.192971974,2.272347579,0.023065525,NA
Il6st,1496.151571,-0.386252875,0.101761753,-3.78160624,0.00015582,0.026693113,1496.151571,0.353619069,0.09901853,3.549212585,0.000386385,0.040400526
Ildr2,1965.971357,-0.323528356,0.074999669,-4.30691427,1.66E-05,0.007388837,1965.971357,0.150966582,0.072905113,2.063305429,0.039083619,0.221802346
Impact,2867.676065,0.396400564,0.125052602,3.131800179,0.001737381,0.106245445,2867.676065,-0.325817745,0.121761671,-2.627241838,0.008608013,0.132058209
Ino80b,284.0660992,0.228781347,0.109523673,2.072838425,0.038187319,0.380260336,284.0660992,-0.217697491,0.106757329,-2.021448429,0.043233366,0.230063215
Ipo4,432.8345768,0.353984982,0.154512314,2.244948086,0.024771465,0.323848245,432.8345768,-0.347083291,0.151187344,-2.238104975,0.02521421,0.189527164
Iqsec2,5750.075993,-0.49321435,0.153784558,-3.149722351,0.001634257,0.104183976,5750.075993,0.441275333,0.150240133,2.85708786,0.004275475,0.105906526
Iqsec3,7381.319713,-0.400193787,0.190778252,-2.014641132,0.043942264,0.398409865,7381.319713,0.467851327,0.188602293,2.348873786,0.018830289,0.170782787
Irf2bp1,745.5919271,0.334351042,0.161901911,1.99242853,0.04632406,0.405956442,745.5919271,-0.346590115,0.158602664,-2.095781826,0.036101549,0.215571138
Irf2bp2,542.6502032,0.401006067,0.112605691,3.557224865,0.000374793,0.046370262,542.6502032,-0.407629449,0.109123664,-3.729784607,0.000191644,0.027700005
Itga6,427.7451788,-0.363000228,0.149318372,-2.39927289,0.016427667,0.277259311,427.7451788,0.296524311,0.145826845,1.98678533,0.046946191,0.236786758
Itih5,652.89075,-0.463427435,0.177309172,-2.583305775,0.009785855,0.223518963,652.89075,0.496055149,0.174231324,2.821752045,0.004776209,0.109852806
Itpkb,1272.053893,-0.331521703,0.148680972,-2.178734646,0.029351386,0.342004121,1272.053893,0.355263646,0.145098963,2.372332417,0.01767618,0.168077917
Itpr1,9564.611248,-0.420097299,0.173265912,-2.385730043,0.017045258,0.281904865,9564.611248,0.578854295,0.170006009,3.358902786,0.000782526,0.055548926
Itpripl2,182.6286566,-0.485539284,0.186916744,-2.554093704,0.01064646,0.231819227,182.6286566,0.474910419,0.184317327,2.526592281,0.011517513,0.145091307
Kat6a,1042.823368,-0.406548433,0.085026573,-4.775587461,1.79E-06,0.001520158,1042.823368,0.399884009,0.083017135,4.80210314,1.57E-06,0.001157383
Kcnj10,4640.993046,-0.453521992,0.184237984,-2.379201562,0.017350186,0.283068601,4640.993046,0.546853452,0.181459332,2.886627504,0.003893949,0.102882608
Kdelr2,272.8830384,0.365889602,0.119879467,3.039795525,0.002367388,0.120916805,272.8830384,-0.346640662,0.116332884,-2.969200707,0.002985755,0.095138452
Khdrbs1,1538.234469,0.314143226,0.124390363,2.480975705,0.01310233,0.254638329,1538.234469,-0.350903059,0.121208309,-2.836336936,0.004563427,0.108869445
Kif13a,729.2007161,-0.351904394,0.142077313,-2.460573755,0.013871506,0.258336022,729.2007161,0.407565654,0.138740553,2.910737651,0.003605766,0.099642093
Kif1a,23907.23714,-0.345641412,0.153138698,-2.223124726,0.026207391,0.329422037,23907.23714,0.427602585,0.149599191,2.808820052,0.004972343,0.110738851
Kif1b,13348.40573,-0.262304,0.096425627,-2.718469172,0.006558477,0.191591101,13348.40573,0.305045511,0.093657657,3.252002439,0.00114595,0.063612997
Kif26b,468.9433016,-0.534077863,0.143468253,-3.708433941,0.000208545,0.031486768,468.9433016,0.355731943,0.140274574,2.521912796,0.011671864,0.145091307
Kif2a,946.1126757,0.299342021,0.127498309,2.314887886,0.020619069,0.303093502,946.1126757,-0.272227781,0.124276908,-2.148740198,0.031655,0.206253016
Kif5c,16516.04143,-0.304146675,0.145570512,-2.052782447,0.040093682,0.386740137,16516.04143,0.454446064,0.142036585,3.14223256,0.001676648,0.076057915
Kit,1129.723932,0.398427038,0.180178272,2.105203561,0.035273592,0.369884828,1129.723932,-0.449328197,0.177261254,-2.408191273,0.016031779,0.163795233
Klf10,312.2587753,0.441807414,0.147990111,2.90904682,0.003625326,0.148786439,312.2587753,-0.627586303,0.145011906,-4.235779582,2.28E-05,0.007299712
Klf12,427.325914,-0.582890403,0.141155383,-4.080435988,4.50E-05,0.012859597,427.325914,0.510010592,0.137637507,3.624931462,0.000289038,0.035809148
Klhl15,231.8149591,0.299024382,0.138076938,2.143720839,0.032055261,0.354498161,231.8149591,-0.282050843,0.134758268,-2.068012027,0.038638892,0.22113866
Kmt2c,1109.445299,-0.281285316,0.103488998,-2.720429894,0.006519709,0.191044645,1109.445299,0.252921321,0.100901136,2.508150498,0.012136496,0.148022202
Krt5,8.671881123,0.408137087,0.189286475,2.009512123,0.04448285,0.399947806,8.671881123,-0.569271717,0.190842846,-2.891889053,0.003829331,NA
Lama2,253.5729493,-0.436322278,0.172578345,-2.475482004,0.013305647,0.255170508,253.5729493,0.421187056,0.169228288,2.404893877,0.016177163,0.164465896
Lamc3,77.32746355,-0.340291441,0.161203491,-2.02520143,0.042846685,0.394149002,77.32746355,0.371327896,0.155588413,2.223235361,0.026199934,0.191980925
Lbh,782.0613062,-0.261602108,0.114636862,-2.26614678,0.023442398,0.316391072,782.0613062,0.271803727,0.111619208,2.409567102,0.015971459,0.163652758
Ldha,3467.622397,0.280182603,0.122434448,2.277200264,0.022774269,0.311784857,3467.622397,-0.350496188,0.119128781,-2.920818757,0.003491129,0.099642093
Ldlrad4,320.5636656,-0.387897815,0.098548444,-3.917495599,8.95E-05,0.018535617,320.5636656,0.226288419,0.095864368,2.328947567,0.019861844,0.174223773
Leo1,233.947435,0.402097013,0.169604039,2.331601267,0.019721677,0.296985089,233.947435,-0.4288818,0.166430026,-2.522599457,0.0116491,0.145091307
Lgi4,447.5981556,-0.550405762,0.184143435,-2.927497877,0.003417014,0.145989257,447.5981556,0.48934605,0.181329763,2.621527125,0.00875368,0.132134963
Lgr4,678.6511679,-0.354514665,0.108667921,-3.227952711,0.001246796,0.091788903,678.6511679,0.313297847,0.105489359,2.917381005,0.003529843,0.099642093
Lhx9,190.6444565,0.36765805,0.169294519,2.156746653,0.03102541,0.349273742,190.6444565,-0.436801433,0.165979398,-2.59978557,0.009328203,0.135508604
Lif,26.07699224,-0.54576411,0.194305359,-2.779864031,0.005438166,0.177447566,26.07699224,0.521163185,0.19208121,2.618308642,0.008836684,0.132578832
Limch1,1922.714651,-0.292187596,0.110730881,-2.622464939,0.008729625,0.212066843,1922.714651,0.384247702,0.107728135,3.538710065,0.000402087,0.041077432
Lin37,195.7218566,0.29175154,0.144393626,1.984942565,0.047150862,0.409485327,195.7218566,-0.400526797,0.14128285,-2.790808381,0.005257659,0.112827192
Llgl1,1251.345318,-0.327476536,0.1436219,-2.243750144,0.024848482,0.323848245,1251.345318,0.358743415,0.140104183,2.505920294,0.012213315,0.148022202
Lmna,460.9315051,0.39890562,0.171106587,2.254593641,0.024158847,0.320248525,460.9315051,-0.437816555,0.16799459,-2.511313403,0.012028286,0.147654469
Lmod1,29.07029012,-0.696786468,0.191869297,-3.586295725,0.000335409,0.043867677,29.07029012,0.399391011,0.189296572,2.029639126,0.042393235,0.228307691
Lonrf3,159.9481124,-0.805340979,0.134074172,-5.976986991,2.27E-09,8.10E-06,159.9481124,0.682681001,0.131258497,5.094845803,3.49E-07,0.000398887
Lpcat3,260.2866345,-0.25199678,0.106894558,-2.346760478,0.018937424,0.291813512,260.2866345,0.349944279,0.104685019,3.313104254,0.000922666,0.060521626
Lrch3,210.687248,-0.480186885,0.106811401,-4.48960138,7.14E-06,0.004100932,210.687248,0.351524558,0.105220602,3.315603453,0.000914455,0.060456539
Lrfn1,923.7804745,0.343121978,0.152565508,2.214862805,0.026769483,0.331785039,923.7804745,-0.430501218,0.149092279,-2.835242745,0.004579088,0.108886276
Lrig1,684.6167832,-0.352172129,0.152588644,-2.261093901,0.023753443,0.317438069,684.6167832,0.403580653,0.14902175,2.635129039,0.00841053,0.130691289
Lrp4,1145.83244,-0.420683428,0.185779095,-2.194897713,0.028170936,0.336903665,1145.83244,0.477793218,0.183094523,2.505901482,0.012213965,0.148022202
Lrrc46,19.23186498,0.462392059,0.193636787,2.89512948,0.003790022,0.150067471,19.23186498,-0.395064633,0.195132776,-2.131534636,0.033045122,NA
Lrrc7,1078.418869,-0.507887145,0.102519736,-4.95286336,7.31E-07,0.000814295,1078.418869,0.446909341,0.10011018,4.458958257,8.24E-06,0.003993513
Lss,541.1824822,-0.297840253,0.131946918,-2.227793928,0.02589426,0.328584142,541.1824822,0.270454449,0.128534737,2.059705899,0.039426665,0.222366995
Ly6e,1861.676765,0.289210055,0.135546641,2.087833632,0.036812845,0.375308099,1861.676765,-0.394325442,0.13217529,-2.919325664,0.003507895,0.099642093
Ly6h,3791.229316,0.379893417,0.125774215,3.006063957,0.002646533,0.128826876,3791.229316,-0.383583671,0.122414159,-3.108806838,0.001878445,0.079902725
Lypla2,994.3104321,0.314205746,0.140385544,2.205777978,0.027399549,0.334079983,994.3104321,-0.284623244,0.136973465,-2.035956348,0.041754739,0.227406766
Malat1,4507.476591,-0.666847716,0.124467712,-5.350564438,8.77E-08,0.000156211,4507.476591,-0.533390421,0.121166542,-4.359898226,1.30E-05,0.005048428
Man2a2,3761.322726,-0.221520565,0.082530693,-2.675938437,0.007452033,0.199197747,3761.322726,0.192247642,0.080133648,2.38745019,0.016965702,0.167307919
Map3k9,463.7434762,-0.648186674,0.152434329,-4.206944117,2.59E-05,0.00932061,463.7434762,0.510944311,0.148976134,3.365740962,0.000763384,0.054900314
Mapre3,2313.64631,0.334523807,0.15927204,2.022048412,0.043171351,0.395648551,2313.64631,-0.340825038,0.155834607,-2.089883021,0.036628309,0.21669039
Matr3,4523.693809,0.314191299,0.121582165,2.556358365,0.010577412,0.231686221,4523.693809,-0.31076513,0.118318117,-2.588133074,0.009649769,0.135626722
Mboat2,856.9771805,-0.301633969,0.141786493,-2.106136971,0.035192456,0.36968757,856.9771805,0.29134004,0.138351087,2.074630815,0.038020764,0.220000512
Mdh1,7820.852721,0.213001333,0.103543706,2.048920602,0.040469879,0.387640523,7820.852721,-0.258264375,0.100590357,-2.553180055,0.01067443,0.141191508
Mecp2,2591.842006,-0.342912982,0.128814532,-2.648736488,0.00807933,0.203882924,2591.842006,0.408412599,0.125496398,3.232858981,0.00122558,0.06667429
Med13l,1999.669863,-0.414979443,0.125164527,-3.305952075,0.000946543,0.079922302,1999.669863,0.441057199,0.121958206,3.601696845,0.000316147,0.036700424
Megf11,302.5418561,0.62029237,0.141588959,4.30645433,1.66E-05,0.007388837,302.5418561,-0.405656395,0.138500753,-2.858262419,0.00425968,0.105906526
Mest,298.0199195,0.38119813,0.156582581,2.413847031,0.015785088,0.274247382,298.0199195,-0.374092359,0.153092156,-2.413291403,0.015809174,0.163482251
Metrnl,121.3132947,0.375159577,0.125905148,2.918297549,0.003519483,0.148786439,121.3132947,-0.296325777,0.124408418,-2.330229021,0.01979405,0.174041929
Mettl4,97.37828144,-0.527089998,0.147083716,-3.550854699,0.000383982,0.046856366,97.37828144,0.36712436,0.143564448,2.481056025,0.013099378,0.150760447
Mfap3l,1382.228143,-0.470495615,0.169554823,-2.718399102,0.006559866,0.191591101,1382.228143,0.507843531,0.166190167,2.974970654,0.002930166,0.095090633
Mfsd13a,337.6304231,0.268397838,0.126314585,2.096902642,0.036002195,0.373132693,337.6304231,-0.263226338,0.123304246,-2.101499337,0.035597156,0.2138603
Mgat5,1255.987469,-0.188576039,0.090008145,-2.09031998,0.036589066,0.375069502,1255.987469,0.223048825,0.087596605,2.536796737,0.011187189,0.143991579
Micall1,818.887097,-0.309190615,0.134218264,-2.273321808,0.023006794,0.312653735,818.887097,0.330158335,0.13079754,2.47746947,0.013231773,0.151225143
Mid1ip1,1782.596046,-0.330937561,0.143659977,-2.251473958,0.024355534,0.321314971,1782.596046,0.310981323,0.140089531,2.144889167,0.03196171,0.207061434
Mif,1888.620058,0.250135199,0.086326475,2.892049758,0.003827373,0.151125901,1888.620058,-0.220218567,0.083749544,-2.622173516,0.008737094,0.132134963
Mir3093,3.301923578,-0.46797733,0.162168052,-2.746059486,0.006031583,NA,3.301923578,0.305281446,0.162703352,2.047794631,0.040580127,NA
Mlycd,404.0502261,0.205627274,0.09412347,2.166733742,0.030255162,0.345751103,404.0502261,-0.203312863,0.09188978,-2.191925345,0.028384898,0.197955793
Mprip,5596.724884,-0.208884151,0.100823118,-2.068467769,0.038596058,0.381591219,5596.724884,0.218538341,0.097976624,2.224450128,0.026118174,0.19195426
Mrc2,158.906046,-0.631691285,0.189044566,-3.281286234,0.001033348,0.084450145,158.906046,0.41287218,0.186564874,2.150358373,0.031526878,0.206211521
Mrps27,247.9355732,0.305858286,0.1389654,2.168384686,0.03012943,0.345495321,247.9355732,-0.300701136,0.135818128,-2.176359737,0.029528372,0.201150682
Mrvi1,35.86368253,-0.66567211,0.188843039,-3.490212387,0.000482637,0.052113075,35.86368253,0.461124793,0.186287334,2.41009784,0.015948243,0.163622981
Mta3,1645.883545,-0.289982787,0.127275606,-2.264534214,0.023541278,0.316567746,1645.883545,0.456324242,0.124023044,3.652245567,0.000259957,0.03361884
Mtch1,7939.035681,0.188821648,0.070223494,2.686238203,0.007226155,0.198025118,7939.035681,-0.231137761,0.06808301,-3.389466783,0.000700287,0.053087512
Mtfp1,1194.40764,0.248311483,0.122624496,2.018337871,0.043556085,0.397334978,1194.40764,-0.276235105,0.119302206,-2.302897465,0.021284613,0.178254964
Myo5a,6550.591103,-0.245287044,0.105848925,-2.311878861,0.02078436,0.303519801,6550.591103,0.407144643,0.102897806,3.942801162,8.05E-05,0.017044455
Myo9b,658.3252517,-0.247802471,0.094600896,-2.620676287,0.008775555,0.212425653,658.3252517,0.300866688,0.092551573,3.246326496,0.001169047,0.064551526
N4bp3,258.262879,0.324543899,0.136166956,2.399421085,0.016421019,0.277259311,258.262879,-0.431209052,0.132004131,-3.277145288,0.001048624,0.062158099
Naalad2,23.70587058,-0.397719083,0.189178303,-2.073941154,0.038084776,0.380210071,23.70587058,0.543257496,0.186378793,2.770626985,0.005594848,0.114721618
Nars,2226.04058,0.357991906,0.152639195,2.275002313,0.022905791,0.312653735,2226.04058,-0.333089611,0.149176956,-2.145480614,0.03191444,0.206910548
Ncan,3577.518791,-0.290647008,0.130488555,-2.185675037,0.028839389,0.338739785,3577.518791,0.272476557,0.127053335,2.085989836,0.036979544,0.216775115
Ncor1,3939.02275,-0.316590303,0.09023118,-3.499208998,0.000466641,0.05131895,3939.02275,0.278636942,0.087656699,3.164990011,0.001550883,0.075298475
Ndn,3506.676978,0.361454105,0.141969367,2.529669124,0.011417014,0.239019405,3506.676978,-0.49989291,0.138450104,-3.57379592,0.000351843,0.038141355
Ndst1,1894.569421,-0.495734498,0.118426913,-4.167827845,3.08E-05,0.010337181,1894.569421,0.355597983,0.115296526,3.062001515,0.002198623,0.085498086
Ndufa10,1868.796683,0.264284731,0.098784055,2.657287684,0.007877219,0.201645429,1868.796683,-0.229167303,0.09601459,-2.363590719,0.018098795,0.169308714
Nebl,1928.494413,-0.253575164,0.087722199,-2.889903317,0.003853603,0.151125901,1928.494413,0.272083336,0.085377633,3.1829063,0.001458048,0.072809021
Neo1,1477.338218,-0.250529118,0.073011454,-3.42978612,0.000604057,0.059788238,1477.338218,0.179996749,0.071137648,2.527459636,0.011489103,0.145091307
Nfil3,113.9845479,0.335045755,0.169146445,2.029547954,0.04240251,0.393235544,113.9845479,-0.55484633,0.16502998,-3.381782105,0.000720172,0.053087512
Nhlrc2,161.2948148,-0.618073487,0.131028899,-4.688126396,2.76E-06,0.002135733,161.2948148,0.264050569,0.127591227,2.016622313,0.043734943,0.230528492
Nhsl1,888.5782736,-0.208975272,0.104870856,-1.982793967,0.047390448,0.409666555,888.5782736,0.244477415,0.102089806,2.377330222,0.017438469,0.168077917
Nid1,99.28231312,-0.633197676,0.175981846,-3.551145865,0.000383558,0.046856366,99.28231312,0.521850445,0.172758171,2.929650584,0.003393433,0.098259475
Nkiras1,915.6880932,0.210813463,0.103630575,2.012278926,0.044190543,0.399644014,915.6880932,-0.27404525,0.100896266,-2.686001254,0.007231282,0.12653412
Nktr,760.3534258,-0.348433324,0.099001653,-3.506149085,0.00045464,0.050309783,760.3534258,0.213070248,0.096365482,2.192270098,0.02836001,0.197942894
Nlgn3,656.6692857,0.409700322,0.140512853,2.839643304,0.0045164,0.164734937,656.6692857,-0.389106132,0.137391375,-2.741254736,0.006120504,0.118729716
Notch1,594.7735042,-0.627939573,0.149547461,-4.155638248,3.24E-05,0.010507576,594.7735042,0.491962156,0.146078788,3.30779402,0.000940339,0.060521626
Notch2,673.6273636,-0.418601853,0.155475833,-2.658908176,0.007839433,0.201484262,673.6273636,0.385426876,0.152000446,2.488387216,0.012832393,0.150030113
Notch3,182.0278996,-0.734688558,0.151294865,-4.824885372,1.40E-06,0.001410622,182.0278996,0.401815906,0.148081277,2.666173042,0.007672019,0.128238024
Nov,1732.807957,0.316952564,0.114574788,2.764166132,0.005706848,0.181967734,1732.807957,-0.397454375,0.111329919,-3.559855284,0.000371059,0.039641493
Npy,482.9912288,0.428391235,0.173237201,2.408802648,0.01600495,0.275211561,482.9912288,-0.676152316,0.170130954,-3.873238159,0.000107399,0.019649972
Nr2c2,1095.221402,-0.635848989,0.100257222,-6.324585321,2.54E-10,3.97E-06,1095.221402,0.646402695,0.097809931,6.572324466,4.95E-11,3.65E-07
Nr2f2,539.0948278,0.547147245,0.119452173,4.579587901,4.66E-06,0.002927253,539.0948278,-0.266323799,0.115703882,-2.309486619,0.020916593,0.176827841
Nr3c1,1377.567277,-0.172917171,0.075809214,-2.288638095,0.022100389,0.308950528,1377.567277,0.199922089,0.07406471,2.707099272,0.006787396,0.122588139
Nrk,2.399278047,-0.319625575,0.128875101,-2.375863831,0.017507923,NA,2.399278047,0.257811782,0.131945205,2.267485218,0.023360601,NA
Nrsn2,618.3723668,0.472947451,0.186072621,2.428859132,0.015146416,0.268773454,618.3723668,-0.554332403,0.183549542,-2.883236215,0.003936122,0.103501546
Nsrp1,200.3298066,0.438690183,0.148646671,2.896874922,0.003769,0.149885049,200.3298066,-0.318819162,0.145592185,-2.136136308,0.032668305,0.208151102
Ntrk2,11637.77744,-0.391845716,0.137784882,-2.816566026,0.004854006,0.169656168,11637.77744,0.449083098,0.134304563,3.304230827,0.000952374,0.060521626
Nucb1,1002.206084,0.316312223,0.116855551,2.699605744,0.006942169,0.195613626,1002.206084,-0.251709002,0.113593385,-2.206221803,0.027368473,0.195301744
Nucb2,161.5944409,0.312838253,0.139793092,2.213215875,0.026882766,0.332453039,161.5944409,-0.364499928,0.13647705,-2.643829916,0.008197384,0.129840149
Nup214,518.2631358,-0.280797693,0.095558294,-2.946982362,0.003208915,0.14116057,518.2631358,0.221721548,0.093854507,2.371805466,0.017701408,0.168077917
Nwd1,2894.959158,-0.406597014,0.190009557,-2.065432905,0.038882058,0.383355143,2894.959158,0.515292091,0.187734207,2.63448492,0.008426505,0.130691289
Nyap2,290.8798548,0.33287837,0.137758581,2.368864987,0.017842766,0.286472666,290.8798548,-0.350467969,0.13479372,-2.544412783,0.010946164,0.142380677
Nynrin,70.25129815,-0.658077694,0.172102892,-3.747526827,0.000178587,0.029189921,70.25129815,0.38481715,0.167297713,2.133309951,0.032899308,0.208151102
Oaz2,2480.648669,0.220389354,0.066570936,3.313684697,0.000920753,0.079643736,2480.648669,-0.127071816,0.064419647,-1.97771474,0.047960896,0.238719614
Ociad2,1655.355639,0.282766978,0.091038391,3.11411057,0.001845003,0.109204583,1655.355639,-0.20663925,0.088162909,-2.354206901,0.018562276,0.170698158
Omd,15.33122865,-0.415793737,0.191702364,-2.06557983,0.038868171,0.383355143,15.33122865,0.659764825,0.192419995,2.933651124,0.003350005,NA
Ormdl3,853.7895407,0.255771359,0.094944862,2.686786719,0.0072143,0.198025118,853.7895407,-0.224504686,0.092154326,-2.427589199,0.015199549,0.16121363
Oxtr,108.8819262,0.364776034,0.183245513,1.980462207,0.047651616,0.409666555,108.8819262,-0.410938727,0.180544207,-2.245925863,0.024708757,0.18867393
Padi2,903.7722536,-0.582597976,0.171472965,-3.361604792,0.000774909,0.070798908,903.7722536,0.459960834,0.16820598,2.707127411,0.00678682,0.122588139
Paf1,694.2420799,0.290418892,0.139500308,2.031054666,0.04224945,0.39314784,694.2420799,-0.28272617,0.136274995,-2.011382192,0.044285103,0.231164446
Pard3b,104.8342532,-0.349905564,0.170224911,-2.026986057,0.042663839,0.393890113,104.8342532,0.409598214,0.167064013,2.39103468,0.016800966,0.166911482
Pcbp1,2464.555897,0.306302001,0.135089045,2.215580148,0.02672027,0.331785039,2464.555897,-0.315857292,0.131713788,-2.330802312,0.019763786,0.174041929
Pcbp3,510.6828098,0.375113322,0.163261009,2.197815115,0.027962284,0.336471667,510.6828098,-0.378734887,0.160141579,-2.248249444,0.024560288,0.18867393
Pcdh10,2109.245776,-0.238382918,0.106774266,-2.222229416,0.026267805,0.329800721,2109.245776,0.268442215,0.103845203,2.568068056,0.010226708,0.138196471
Pcdhgb7,113.0041789,-0.376556844,0.148010826,-2.604045939,0.009213041,0.21578374,113.0041789,0.339893545,0.14828918,2.389934297,0.016851387,0.167074648
Pcdhgc3,751.1793393,-0.512606574,0.168658067,-2.976047507,0.002919896,0.134074412,751.1793393,0.495536798,0.165245948,2.905126842,0.003671043,0.100213056
Pcgf2,205.8400256,0.298116456,0.148129775,2.018044137,0.043586665,0.39741045,205.8400256,-0.290946372,0.144281661,-2.019606863,0.043424183,0.230063215
Pck2,541.8375712,0.188403389,0.085007541,2.218078775,0.026549462,0.331236142,541.8375712,-0.198136965,0.082194217,-2.41284629,0.015828493,0.163524731
Pcnx,2485.344981,-0.225161311,0.09531556,-2.36350563,0.018102952,0.287452928,2485.344981,0.182611276,0.092697807,1.971323035,0.048686938,0.240134438
Pcyt1a,632.0693143,-0.289725194,0.130498933,-2.209403152,0.027146612,0.332630014,632.0693143,0.455866282,0.127411839,3.552180158,0.000382053,0.040232929
Pdap1,1317.266444,0.232459406,0.077322985,2.999141193,0.002707418,0.128971552,1317.266444,-0.181455313,0.075035121,-2.410095857,0.01594833,0.163622981
Pde2a,63.95537949,-0.679055857,0.168468374,-3.999281263,6.35E-05,0.014893974,63.95537949,0.51558868,0.165345658,3.023554728,0.002498238,0.088401435
Pde6a,2.754853594,-0.308119985,0.145137556,-2.064492512,0.038971043,NA,2.754853594,0.291588671,0.147525212,2.05528115,0.039851857,NA
Pdgfra,917.2188609,-0.244016897,0.084777175,-2.88288976,0.003940453,0.152284411,917.2188609,0.309834366,0.082974695,3.734671492,0.00018796,0.027436632
Pdgfrb,351.1141829,-0.368489151,0.13739929,-2.68189887,0.007320559,0.199119195,351.1141829,0.356529202,0.134569809,2.646426085,0.008134728,0.129840149
Pdia4,584.4507055,0.235765324,0.117581512,1.983766564,0.047281869,0.409504304,584.4507055,-0.255928973,0.11456115,-2.205933921,0.027388627,0.195316063
Pdpr,406.065078,-0.566458864,0.11349339,-4.979237758,6.38E-07,0.000758192,406.065078,0.593530333,0.111304182,5.294814878,1.19E-07,0.00025092
Peli2,671.5585393,-0.419378533,0.164700797,-2.500656917,0.01239632,0.249116302,671.5585393,0.423970255,0.161256656,2.56206666,0.010405135,0.139077877
Pelo,39.86643797,0.415194063,0.194031728,2.049670528,0.040396593,0.387640523,39.86643797,-0.530701384,0.193175518,-2.655546061,0.007918012,0.129359226
Per3,552.8843338,-0.452386237,0.112463399,-4.069376238,4.71E-05,0.012859597,552.8843338,0.34261173,0.111125362,3.154039926,0.001610271,0.075365773
Pgam1,4133.965073,0.257921201,0.11171621,2.299693853,0.021465571,0.307173178,4133.965073,-0.273733357,0.108595555,-2.505547889,0.012226184,0.148022202
Pggt1b,140.3845399,-0.297579662,0.142268975,-2.094929915,0.036177223,0.373515476,140.3845399,0.320537487,0.140101484,2.282736619,0.022445887,0.182679049
Pgm5,100.9845917,-0.507985748,0.168789139,-3.001417325,0.00268726,0.128971552,100.9845917,0.380264813,0.166154662,2.276988228,0.022786929,0.183177584
Phc3,931.409132,-0.174411401,0.079184324,-2.205118536,0.027445778,0.334079983,931.409132,0.186741011,0.077368906,2.414532189,0.015755431,0.163482251
Phf23,538.0971819,0.246999295,0.106271788,2.320545733,0.020311374,0.301054441,538.0971819,-0.4739089,0.103048367,-4.58780025,4.48E-06,0.002539997
Phlpp1,2304.19377,-0.282329404,0.101338183,-2.773020241,0.005553867,0.179235537,2304.19377,0.398420623,0.098543964,4.018994832,5.84E-05,0.0136895
Pik3c2a,343.442161,-0.411290959,0.131452701,-3.071950578,0.002126649,0.114312555,343.442161,0.271059883,0.127494175,2.041126846,0.041238221,0.226812707
Pitpnc1,1063.534726,-0.254093539,0.105785064,-2.406255721,0.016116979,0.275211561,1063.534726,0.357534869,0.103216498,3.463348055,0.000533498,0.047668838
Pitpnm3,1413.753292,-0.416605147,0.177902371,-2.316268648,0.020543605,0.303056874,1413.753292,0.548862662,0.174828111,3.123402805,0.001787729,0.077534073
Pkn1,405.5293567,-0.280260761,0.08913492,-3.140233288,0.001688133,0.10516009,405.5293567,0.235012639,0.08736621,2.679289761,0.007377852,0.126792026
Pla2g4a,58.55316158,-0.430749406,0.177363163,-2.41898175,0.015564021,0.272921849,58.55316158,0.502114027,0.174998131,2.829133082,0.004667429,0.109139987
Plekhg1,296.1600812,-0.445130981,0.116904001,-3.791879168,0.000149512,0.026114703,296.1600812,0.359003592,0.114279672,3.108462051,0.001880638,0.079902725
Plekho2,373.4956854,-0.392637898,0.180831348,-2.188442164,0.02863741,0.338455292,373.4956854,0.432218426,0.178067068,2.497704469,0.012500035,0.149004974
Plpp3,6786.43661,-0.404418906,0.173740441,-2.274628538,0.022928223,0.312653735,6786.43661,0.416986752,0.170489829,2.371975828,0.017693248,0.168077917
Plppr3,502.085273,0.299596981,0.148170039,1.993362055,0.046221816,0.405586696,502.085273,-0.377865208,0.144746488,-2.568712605,0.010207707,0.138196471
Pls3,2489.023356,0.452832477,0.179010129,2.399134652,0.01643387,0.277259311,2489.023356,-0.496719069,0.176003862,-2.671194649,0.00755818,0.127494569
Plxnb1,3190.801886,-0.432853492,0.183798372,-2.287068346,0.022191834,0.308950528,3190.801886,0.468318644,0.180991298,2.48947508,0.012793189,0.149690461
Plxnd1,650.0065511,-0.357974779,0.148374059,-2.37208474,0.017688033,0.285961891,650.0065511,0.423582076,0.14484771,2.859926744,0.004237389,0.105906526
Pm20d2,73.18297559,-0.581731433,0.167559558,-3.467502478,0.000525319,0.054977423,73.18297559,0.422668536,0.165467946,2.544912617,0.010930509,0.142357324
Pou3f3,3408.252336,-0.335373015,0.147151609,-2.26065125,0.023780861,0.317438069,3408.252336,0.317426273,0.143637807,2.186003244,0.028815368,0.199208617
Pou3f4,84.23965721,-0.61945326,0.15358517,-4.037815174,5.40E-05,0.013167081,84.23965721,0.393233177,0.15211008,2.580655239,0.009861301,0.137155809
Pou4f1,4.456143377,-0.373609097,0.150587724,-2.171624583,0.029883991,NA,4.456143377,0.192028999,0.151063373,2.528815595,0.011444814,NA
