X,baseMean.x,log2FoldChange.x,lfcSE.x,stat.x,pvalue.x,padj.x,baseMean.y,log2FoldChange.y,lfcSE.y,stat.y,pvalue.y,padj.y
Dlg5,901.573617,-0.240938708,0.102233505,-2.348121527,0.018868364,0.291635675,901.573617,0.196529387,0.099522499,1.961796246,0.049786211,0.242254636
Dlk1,184.7832456,0.418347287,0.166242955,2.608718568,0.009088195,0.215551759,184.7832456,-0.50219089,0.161839464,-3.161330703,0.001570501,0.075298475
Dlx6,42.44729722,0.402193062,0.195517114,2.030238118,0.042332341,0.393198114,42.44729722,-0.595190205,0.195344863,-2.951841861,0.003158847,0.0970241
Dnaja1,3437.748986,0.316741478,0.140877255,2.225986287,0.0260151,0.328712781,3437.748986,-0.421566858,0.137377046,-3.029254404,0.002451581,0.0882819
Dnal4,745.6157933,0.261064554,0.094051301,2.754387733,0.005880206,0.184528886,745.6157933,-0.224105556,0.09161329,-2.42093477,0.015480655,0.162365184
Dnm1l,2321.01871,0.334704043,0.155551483,2.094832509,0.036185884,0.373515476,2321.01871,-0.346028972,0.152073902,-2.201378503,0.02770924,0.196025585
Dok6,681.3595035,-0.754542888,0.191266646,-3.827406986,0.0001295,0.024286077,681.3595035,0.776079487,0.189070058,3.883837947,0.00010282,0.019434383
Dpp8,3324.046148,-0.375359215,0.11173879,-3.342340442,0.000830751,0.074375176,3324.046148,0.44907361,0.108692207,4.103767744,4.06E-05,0.011097535
Dpysl2,1649.649365,0.583400627,0.165661053,3.426355394,0.000611739,0.060214083,1649.649365,-0.369482844,0.162308034,-2.167972569,0.030160774,0.202486469
Dtna,2502.052751,-0.329001179,0.121728917,-2.684192828,0.007270516,0.198060416,2502.052751,0.28197936,0.118482894,2.354448962,0.018550191,0.170698158
Dtx2,94.97318601,0.405526916,0.167694458,2.393986223,0.016666375,0.27901311,94.97318601,-0.484128311,0.164382004,-2.914349274,0.003564309,0.099642093
Dusp5,297.7654914,0.541368024,0.181746729,2.817331975,0.004842444,0.169656168,297.7654914,-0.92078466,0.179274445,-4.947573902,7.51E-07,0.000583079
Dym,520.4238315,0.293682241,0.141629547,2.006830096,0.044767757,0.400820141,520.4238315,-0.330563213,0.138584236,-2.302806259,0.021289746,0.178254964
Ebf2,9.076065301,-0.516479663,0.188389704,-2.706122517,0.006807393,0.193659775,9.076065301,-0.682319411,0.190643849,-3.466646557,0.000526994,NA
Edn3,76.43039633,-0.476072298,0.166228198,-2.875964565,0.004027949,0.1549934,76.43039633,0.597791293,0.164825431,3.617847946,0.000297063,0.036496643
Efnb2,515.5222731,0.474532453,0.15260618,3.071616886,0.002129028,0.114312555,515.5222731,-0.369573,0.149151372,-2.430997102,0.015057335,0.160271317
Eif2b2,390.2145459,0.328215341,0.114951055,2.816396444,0.00485657,0.169656168,390.2145459,-0.310026727,0.112336993,-2.715944064,0.006608708,0.121118546
Eif2s3x,1188.605912,-0.179282582,0.083928421,-2.204219563,0.027508907,0.334082263,1188.605912,0.231029877,0.083328317,2.864704349,0.004173987,0.105835298
Eif3g,773.1474155,0.255221616,0.123465876,2.039308396,0.041419258,0.391550654,773.1474155,-0.319978898,0.120321981,-2.621071807,0.00876538,0.132134963
Elavl2,951.0148695,0.358664691,0.155133354,2.240232868,0.025075809,0.324851398,951.0148695,-0.40423503,0.151770055,-2.572560651,0.010094927,0.138033152
Elavl4,707.4238424,0.465394237,0.163099274,2.783982025,0.005369601,0.176829595,707.4238424,-0.347121441,0.159779645,-2.090713418,0.036553761,0.216517519
Elovl4,644.0994259,0.357475917,0.160067383,2.190154526,0.028513032,0.337982819,644.0994259,-0.322751249,0.156680886,-2.004156019,0.04505335,0.232589467
Eno1,9830.311699,0.296220598,0.133706782,2.185529028,0.02885008,0.338739785,9830.311699,-0.351936599,0.130266168,-2.657369245,0.007875313,0.128914717
Enpp1,90.81890059,-0.443766836,0.172987508,-2.545122038,0.010923955,0.234766209,90.81890059,0.349331508,0.170077966,2.019114843,0.043475284,0.230063215
Ep400,1358.883543,-0.321183708,0.10123434,-3.173127796,0.001508061,0.102548167,1358.883543,0.218713776,0.098619565,2.219232945,0.026470881,0.192708577
Ephb1,804.5810495,-0.465874827,0.136472993,-3.382571242,0.000718106,0.066983169,804.5810495,0.404806006,0.133088948,2.996251739,0.002733207,0.091530301
Ephb4,124.4428032,-0.400568301,0.177058356,-2.229274299,0.02579566,0.328119787,124.4428032,0.424453248,0.174012161,2.382735017,0.017184559,0.167963785
Etaa1os,15.97156072,-0.429782965,0.192756833,-2.179985776,0.029258516,0.341368513,15.97156072,0.439529155,0.192850919,2.11467641,0.034457536,NA
Exph5,59.23792319,-0.510177128,0.172147438,-2.98046138,0.002878145,0.132498801,59.23792319,0.708059519,0.171196141,4.117375685,3.83E-05,0.010659776
F13a1,31.98400352,-0.540183312,0.195069872,-2.705727978,0.006815485,0.193659775,31.98400352,0.829889479,0.192797144,4.082067114,4.46E-05,0.011751461
F8a,283.5970362,0.355788888,0.156207291,2.219776331,0.026433954,0.33072144,283.5970362,-0.409684195,0.153070975,-2.606195746,0.009155412,0.134978243
Fads3,460.1867734,0.382151531,0.14221783,2.666161413,0.007672285,0.199838338,460.1867734,-0.277384412,0.138732284,-1.974722125,0.048299691,0.239839118
Fam120c,703.7305849,-0.347838044,0.107140473,-3.228720272,0.001243455,0.091788903,703.7305849,0.289254989,0.104303792,2.745454537,0.006042714,0.118242073
Fam198a,126.4799076,-0.320253912,0.136362579,-2.310057004,0.020884998,0.304739665,126.4799076,0.335272881,0.132454325,2.454755706,0.014098036,0.15548396
Fam205c,75.36316039,-0.712072615,0.168342743,-4.216648196,2.48E-05,0.00932061,75.36316039,0.498346862,0.166037969,2.969832969,0.002979617,0.095138452
Fam222a,133.2852347,0.319304498,0.161573546,1.978314726,0.047893213,0.410850031,133.2852347,-0.437028531,0.15784569,-2.759741145,0.005784718,0.116508323
Fan1,152.9430474,-0.385830092,0.122158554,-3.162779263,0.001562708,0.103625811,152.9430474,0.321541192,0.120922513,2.652323294,0.007993996,0.129796786
Far2,195.3245152,0.326985855,0.140544447,2.299079937,0.021500401,0.307187986,195.3245152,-0.33995853,0.137258608,-2.446487012,0.014425599,0.156494933
Far2os1,5.288609567,0.299207969,0.164166304,2.210071976,0.027100167,0.332630014,5.288609567,-0.427670637,0.16878812,-2.433536764,0.014952117,NA
Farp1,1470.277568,-0.427864656,0.168321375,-2.515939326,0.011871562,0.243948956,1470.277568,0.448724033,0.164973255,2.693154104,0.007077955,0.125120245
Fat1,827.2274815,-0.349224972,0.138637844,-2.469466091,0.013531484,0.2559203,827.2274815,0.461613975,0.135090323,3.336973903,0.000846959,0.057016971
Fat2,13.12357246,-0.40719996,0.179175207,-2.272208923,0.023073895,0.3128497,13.12357246,0.841148206,0.18176188,4.111088522,3.94E-05,NA
Fbxo43,1.259596361,0.256234603,0.118023322,2.491738476,0.01271196,NA,1.259596361,-0.262251142,0.121032487,-2.057056461,0.039680795,NA
Fbxw8,671.2508742,-0.166095818,0.077952084,-2.125102068,0.033578097,0.363002049,671.2508742,0.21452508,0.076041636,2.809301226,0.004964917,0.110738851
Fgd6,480.5861266,-0.520928611,0.189267634,-2.678897291,0.007386505,0.199197747,480.5861266,0.51384646,0.186862337,2.645632698,0.00815383,0.129840149
Fgf9,192.1294042,0.366158351,0.13918244,2.573395192,0.010070614,0.226537961,192.1294042,-0.341477072,0.136552854,-2.440636495,0.014661404,0.157775972
Fkbpl,70.41690199,0.450518799,0.179016721,2.47116399,0.013467405,0.25534248,70.41690199,-0.549345287,0.176391171,-3.06291074,0.002191954,0.085498086
Flot1,1508.144859,0.270589003,0.13021586,2.040431114,0.041307406,0.391550654,1508.144859,-0.270521271,0.1269237,-2.082422445,0.0373039,0.217638068
Fmn1,266.1785055,-0.3894808,0.127501962,-3.042445113,0.002346646,0.120916805,266.1785055,0.351333919,0.124781501,2.789089138,0.005285651,0.112836904
Fmn2,1598.630613,-0.260895449,0.114373518,-2.279243881,0.022652572,0.310683773,1598.630613,0.359090715,0.111406968,3.215292755,0.001303116,0.068859613
Fmo1,112.8383271,-0.489966274,0.162414635,-2.999889565,0.002700775,0.128971552,112.8383271,0.325798002,0.159488336,2.015038945,0.043900569,0.230897352
Fnbp1,2234.455927,-0.207592119,0.094346562,-2.196383764,0.028064487,0.336471667,2234.455927,0.244671095,0.09173902,2.658827186,0.007841317,0.128914717
Fnbp1l,558.8620222,0.240901693,0.118111485,2.057457886,0.039642202,0.38576414,558.8620222,0.269839552,0.114689508,2.310669411,0.020851122,0.176827841
Foxc1,133.9701402,-0.543907894,0.169900269,-3.155971576,0.001599644,0.10402206,133.9701402,0.485277779,0.166532968,2.828368531,0.004678591,0.109139987
Foxc2,29.95250935,-0.470259136,0.190066554,-2.421419337,0.015460032,0.271901209,29.95250935,0.540700003,0.190879916,2.734773929,0.006242313,0.119675453
Foxd2os,5.369959593,-0.490728556,0.180572531,-2.677583156,0.007415544,0.199197747,5.369959593,0.698937251,0.18129939,3.278604498,0.001043217,NA
Foxj1,333.1949558,0.417003114,0.179442838,2.49195238,0.012704307,0.252304613,333.1949558,-0.34454991,0.176027836,-2.067571694,0.038680316,0.221289833
Frat2,143.1550354,0.403270699,0.175068594,2.149454083,0.031598422,0.352221748,143.1550354,-0.723187635,0.173030899,-4.01878843,5.85E-05,0.0136895
Frs2,1369.327542,-0.413249301,0.149573801,-2.714366708,0.006640262,0.192583711,1369.327542,0.436815649,0.146022188,2.919148999,0.003509884,0.099642093
Ftcd,1.254819878,-0.212208281,0.100083028,-2.203788316,0.027539235,NA,1.254819878,0.178736674,0.103215314,2.09373417,0.036283667,NA
Fubp3,508.0096084,-0.214512965,0.09388089,-2.285391242,0.022289897,0.308950528,508.0096084,0.218337415,0.091894502,2.372572684,0.017664687,0.168077917
Fyb,61.76141195,-0.528734703,0.18943717,-2.780905881,0.005420745,0.177447566,61.76141195,0.436205253,0.187336183,2.361585833,0.018196959,0.169595974
Fyco1,1320.418426,-0.381070203,0.181400846,-2.046218372,0.040734891,0.389759834,1320.418426,0.496339746,0.178453797,2.703648823,0.006858273,0.123306728
G6pc3,676.6108833,0.175612911,0.079520387,2.199190413,0.027864386,0.336335973,676.6108833,-0.202171125,0.07734797,-2.602226274,0.009262072,0.135426356
Gab1,620.055054,-0.234619285,0.101344474,-2.307347281,0.021035468,0.305158313,620.055054,0.29635185,0.098853253,2.980896769,0.002874057,0.093951699
Gabarapl1,7189.838395,0.185373185,0.080964001,2.277340434,0.022765904,0.311784857,7189.838395,-0.181953352,0.078576626,-2.298884436,0.021511502,0.179076273
Gabra2,1097.043914,0.233244941,0.10212171,2.295786489,0.021688092,0.308019688,1097.043914,-0.235389753,0.098943957,-2.391323444,0.016787756,0.16689271
Galnt9,1535.789271,0.379373492,0.157842654,2.315217037,0.020601057,0.303078809,1535.789271,-0.428935574,0.154445448,-2.667226064,0.007648021,0.128130423
Gbp7,83.62556102,-0.509043485,0.188797513,-2.666868729,0.007656157,0.199838338,83.62556102,0.402145659,0.186402613,2.133512789,0.032882684,0.208151102
Gcnt4,88.16843558,-0.339830597,0.151046553,-2.308553932,0.020968347,0.305158313,88.16843558,0.516516294,0.152181187,3.465767638,0.00052872,0.047668838
Gda,2501.997805,0.347094651,0.137988038,2.468148672,0.01358139,0.256319959,2501.997805,-0.297095757,0.134564672,-2.148005344,0.031713331,0.206308713
Gdap1l1,864.0352723,0.312162956,0.119912656,2.57491785,0.01002639,0.226221306,864.0352723,-0.255086033,0.116807359,-2.14927015,0.031612991,0.206253016
Gde1,2146.317305,0.293024056,0.100093777,2.917378685,0.003529869,0.148786439,2146.317305,-0.301223007,0.097205214,-3.083570428,0.002045327,0.082346478
Gdi2,3038.660162,0.118219575,0.050865905,2.322074308,0.020228935,0.300332253,3038.660162,-0.127024442,0.04933089,-2.571894783,0.010114363,0.138033152
Gfod1,3355.973373,-0.355397461,0.168267193,-2.071855226,0.038278945,0.380355648,3355.973373,0.335097483,0.164882738,1.977806748,0.047950512,0.238719614
Gla,174.948992,0.359410222,0.143889765,2.493436548,0.012651319,0.251839002,174.948992,-0.479340132,0.139947923,-3.415835106,0.000635867,0.051538605
Gli2,117.590625,-0.387020923,0.180109493,-2.10848709,0.034988878,0.368887981,117.590625,0.523255671,0.177114518,2.877183931,0.004012416,0.104939461
Gli3,210.9955017,-0.516583098,0.182971218,-2.736338489,0.006212708,0.188498659,210.9955017,0.624984813,0.179883843,3.312547153,0.000924505,0.060521626
Glmp,500.1336079,0.333459388,0.096166071,3.454581798,0.000551147,0.056758583,500.1336079,-0.267912389,0.093313621,-2.859167793,0.00424754,0.105906526
Glyctk,42.32358722,0.375516971,0.176172245,2.102834453,0.035480243,0.370525213,42.32358722,0.487505235,0.173932425,2.753441951,0.005897223,0.117331653
Gm10010,78.8776819,-1.098556222,0.17840266,-6.08366368,1.17E-09,5.23E-06,78.8776819,0.869315464,0.174858172,4.781718924,1.74E-06,0.001220177
Gm10501,16.19479764,-0.612506395,0.195761822,-3.10403146,0.00190903,0.111142069,16.19479764,0.416239118,0.193725881,2.08770142,0.036824777,NA
Gm10524,172.9596061,-0.816742062,0.161492943,-4.999215941,5.76E-07,0.000732542,172.9596061,0.584689352,0.157863004,3.594358855,0.000325191,0.037200871
Gm10557,87.64776338,-0.421751472,0.139222216,-3.000415252,0.002696118,0.128971552,87.64776338,0.369786015,0.135725261,2.647020014,0.008120455,0.129840149
Gm10754,21.29940831,-0.444576233,0.188657221,-2.370011746,0.01778752,0.286472666,21.29940831,0.454766847,0.187062813,2.410961631,0.015910522,0.163622981
Gm13091,42.67483163,-0.394609838,0.183846102,-2.071091189,0.038350275,0.380595462,42.67483163,0.431053321,0.179688314,2.211606249,0.026993883,0.194132108
Gm14569,58.10820681,-0.715009469,0.19477087,-3.603650836,0.000313779,0.041409467,58.10820681,0.551983582,0.192870016,2.742547778,0.006096458,0.11866148
Gm14597,277.7515489,0.384909804,0.166144128,2.246179966,0.024692483,0.323848245,277.7515489,-0.44014395,0.16308767,-2.614060532,0.008947318,0.133377466
Gm15046,31.17463139,-0.429753207,0.195906452,-2.108801777,0.034961695,0.368887981,31.17463139,0.627059215,0.194559576,2.948736616,0.003190758,0.097407541
Gm15777,26.02037325,-0.611386963,0.196019418,-3.077095825,0.002090281,0.114312555,26.02037325,0.467333761,0.194631594,2.410585674,0.01592693,0.163622981
Gm16576,26.76077163,-0.470516649,0.195691467,-2.359059334,0.018321326,0.288860838,26.76077163,0.658295921,0.194615761,3.301638208,0.00096122,0.060521626
Gm18609,206.0348896,-0.760327399,0.177986339,-4.216246293,2.48E-05,0.00932061,206.0348896,0.573750605,0.174899063,3.21752715,0.001293008,0.068818828
Gm19605,24.5775766,-0.467261838,0.190721367,-2.437214359,0.014800903,0.266625763,24.5775766,0.427472706,0.188479453,2.213534401,0.026860824,0.193711238
Gm20186,15.18129233,-0.520385362,0.195229884,-2.677957341,0.007407265,0.199197747,15.18129233,0.590014386,0.193290756,3.08946914,0.002005145,NA
Gm20604,119.9509289,0.310023164,0.134152616,2.226868462,0.025956066,0.328666151,119.9509289,-0.327280102,0.133539852,-2.364493438,0.018054747,0.169308714
Gm22009,20.21785759,-0.41946901,0.185700797,-2.196698557,0.028041982,0.336471667,20.21785759,-0.987363239,0.18725415,-5.079321804,3.79E-07,0.000398887
Gm2238,7.556356485,-0.465080402,0.19012241,-2.414860517,0.015741236,0.274140634,7.556356485,0.439157433,0.189010645,2.360051616,0.018272392,NA
Gm24993,11.62359823,0.563069059,0.193196354,3.020779571,0.002521248,0.125745371,11.62359823,-0.378120219,0.195051899,-1.969920323,0.048847503,NA
Gm26703,54.88225057,-0.483017848,0.169019118,-2.815608792,0.004868491,0.169739796,54.88225057,0.369128876,0.165233732,2.135055863,0.032756447,0.208151102
Gm26782,175.6725342,-0.53622403,0.163131182,-3.275476193,0.00105484,0.085422865,175.6725342,0.65121016,0.160425752,4.032533773,5.52E-05,0.013336054
Gm26833,60.34921991,-0.534839513,0.176890513,-3.017456821,0.002549054,0.126501219,60.34921991,0.44280089,0.174708752,2.526011488,0.011536571,0.145091307
Gm28455,11.63047221,-0.476866612,0.195614449,-2.379470677,0.017337522,0.283068601,11.63047221,0.459036391,0.194392554,2.083570179,0.037199282,NA
Gm29508,22.55375872,-0.533135574,0.195436624,-2.645859497,0.008148365,0.204466587,22.55375872,0.493888407,0.192730184,2.250606307,0.024410484,0.188458261
Gm35040,570.585474,-0.502832063,0.160264168,-3.072824967,0.002120428,0.114312555,570.585474,0.420290712,0.156668871,2.585444003,0.009725367,0.135770095
Gm37132,4.594144674,-0.433541455,0.166874152,-2.594933516,0.009460922,NA,4.594144674,0.375891342,0.169899551,1.98521619,0.047120424,NA
Gm37176,18.97134408,-0.529954474,0.196021023,-2.672684354,0.007524702,0.199197747,18.97134408,0.718399563,0.194276619,3.62534249,0.000288579,NA
Gm37226,33.64544811,-0.391910348,0.192371383,-1.973490414,0.048439716,0.412939531,33.64544811,0.434508328,0.189613555,2.122478088,0.033797611,0.210414895
Gm37233,64.55974765,-0.364692933,0.161129532,-2.21577191,0.026707127,0.331785039,64.55974765,0.869945522,0.158091414,5.269993549,1.36E-07,0.000251421
Gm37530,60.14309044,-0.536958358,0.193618655,-2.709198896,0.006744589,0.193271108,60.14309044,0.818334432,0.191420891,4.121980401,3.76E-05,0.010649809
Gm37593,9.334642563,-0.492344497,0.188472873,-2.575416707,0.010011938,0.226221306,9.334642563,0.560126278,0.188911266,2.733056281,0.006274961,NA
Gm3764,872.2424524,-0.276468022,0.132228357,-2.109228214,0.034924888,0.368887981,872.2424524,0.511004254,0.12928577,3.970357469,7.18E-05,0.016030751
Gm37899,2.779023158,-0.457080678,0.155684112,-2.771982038,0.005571611,NA,2.779023158,-0.547892683,0.158435365,-3.220750339,0.001278555,NA
Gm38214,14.39867853,-0.421216046,0.195997035,-2.133662709,0.032870401,0.359055217,14.39867853,0.54113315,0.193939524,2.679855969,0.007365384,NA
Gm38372,22.6356856,-0.448276743,0.195889734,-2.238782295,0.025170085,0.324851398,22.6356856,0.409525648,0.194783578,1.965375592,0.049370782,0.241380878
Gm38383,5.423311983,-0.346808555,0.172357839,-2.00160387,0.045327352,0.401967204,5.423311983,-0.433277567,0.176695555,-2.389274877,0.016881666,NA
Gm40518,23.01539816,0.429800909,0.192784605,2.053797422,0.039995303,0.386228544,23.01539816,0.529936164,0.19200551,2.908064138,0.003636737,0.099965174
Gm42840,6.850151978,0.450899268,0.180798339,2.308193915,0.020988353,0.305158313,6.850151978,-0.429692028,0.182644825,-2.249734437,0.024465808,NA
Gm44509,360.0393529,0.419126174,0.134657719,3.071689806,0.002128508,0.114312555,360.0393529,-0.302870806,0.131473861,-2.259890183,0.023828067,0.18676087
Gm44678,1.363195726,0.254869342,0.112136583,2.509065294,0.012105111,NA,1.363195726,-0.242870502,0.11480341,-2.214566764,0.026789815,NA
Gm45640,32.16433569,-0.841934704,0.182536184,-4.577704808,4.70E-06,0.002927253,32.16433569,0.951596654,0.179645503,4.96688421,6.80E-07,0.000583079
Gm45718,14.65660254,-0.501672666,0.196083088,-2.533629676,0.011288796,0.238372071,14.65660254,0.402747394,0.194247496,1.997570898,0.045763201,NA
Gm45884,627.8267439,-0.39118979,0.120062868,-3.254670841,0.001135239,0.087555889,627.8267439,0.475548958,0.117369337,4.037667821,5.40E-05,0.013265069
Gm45906,0.945744312,-0.232125331,0.097752823,-2.253856842,0.024205175,NA,0.945744312,-0.257513621,0.100143694,-2.584828883,0.009742734,NA
Gm47033,14.16502898,0.503091611,0.189267354,2.352505988,0.01864739,0.291157468,14.16502898,-0.589038894,0.190247478,-2.963762195,0.00303903,NA
Gm47076,5.597805192,-0.664613511,0.179743354,-3.618270005,0.000296579,0.039431714,5.597805192,0.450378595,0.181514271,2.202275095,0.027645882,NA
Gm47483,57.6773642,-0.371526574,0.179130418,-2.002535752,0.045227142,0.401478207,57.6773642,0.372371729,0.175063844,1.977467081,0.047988858,0.238778175
Gm48747,14.95862405,-0.455403154,0.195952378,-2.20890312,0.02718138,0.332827126,14.95862405,0.461313678,0.192912502,1.99951093,0.0455531,NA
Gm48992,20.11744988,0.643670785,0.193654325,3.31505842,0.00091624,0.079643736,20.11744988,-0.389115739,0.192815533,-2.037887242,0.041561211,0.227220913
Gm49172,50.43916993,0.404929277,0.166091116,2.456760937,0.014019595,0.258866807,50.43916993,-0.320243132,0.160934568,-2.024795788,0.042888338,0.229427708
Gm49492,171.1580717,-0.392272795,0.141832254,-2.741031325,0.006124667,0.186803318,171.1580717,0.310500059,0.138595219,2.194876984,0.028172423,0.197783827
Gm4951,6.961380692,-0.558114905,0.179494363,-3.015130652,0.002568686,0.127121406,6.961380692,0.401027456,0.180083568,2.313347499,0.020703541,NA
Gm5182,178.4105664,-0.432946903,0.130651323,-3.252836099,0.001142594,0.087743325,178.4105664,0.27743724,0.125750981,2.103978176,0.035380351,0.213710826
Gm6145,514.5776883,-0.383515107,0.186635851,-1.988130814,0.046797224,0.408492171,514.5776883,0.414804598,0.183992104,2.151386809,0.031445682,0.205771719
Gm7435,11.71551237,-0.546597515,0.196067215,-2.774796685,0.005523623,0.178925204,11.71551237,0.587337328,0.193807364,3.059620176,0.002216179,NA
Gm7816,18.71479007,0.389904956,0.192924136,2.012628294,0.044153748,0.399644014,18.71479007,-0.484740822,0.19185384,-2.520436007,0.011720955,NA
Gm9392,58.96533599,-0.420950942,0.182330918,-2.264024559,0.023572604,0.316567746,58.96533599,0.395711815,0.179188443,2.115154403,0.03441679,0.211605797
Gm9770,109.3783332,-0.693089897,0.170040439,-4.042710815,5.28E-05,0.013167081,109.3783332,0.559572806,0.167018171,3.284265744,0.001022485,0.062001002
Gm9938,95.81914981,-0.45003826,0.172278332,-2.535135947,0.011240369,0.238372071,95.81914981,0.70831852,0.168325318,4.012147392,6.02E-05,0.013860473
Gmps,856.4519929,0.325422349,0.129373055,2.478956078,0.013176753,0.254638329,856.4519929,-0.268593503,0.126149306,-2.084368271,0.037126682,0.217119662
Gnai1,3100.7468,0.2588446,0.100992247,2.552909212,0.010682734,0.231819227,3100.7468,-0.203772516,0.098103303,-2.063929207,0.039024429,0.221802346
Gng3,1860.813895,0.364710441,0.130968132,2.75535469,0.005862854,0.184528886,1860.813895,-0.389108188,0.127588654,-3.007509016,0.002633983,0.090199425
Gorasp2,1292.344864,0.302599139,0.126109718,2.360174548,0.018266338,0.288504504,1292.344864,-0.326343233,0.122899993,-2.60353095,0.009226894,0.135426356
Got2,2466.245641,0.349092763,0.166875672,2.002636026,0.04521637,0.401478207,2466.245641,-0.411314861,0.163522147,-2.403672932,0.016231288,0.164465896
Gpaa1,444.1532639,0.22413089,0.092636012,2.409710363,0.015965189,0.275211561,444.1532639,-0.401661885,0.089891062,-4.454800334,8.40E-06,0.003993513
Gpam,949.8116853,-0.692944974,0.165131572,-4.130690101,3.62E-05,0.011506459,949.8116853,0.61802732,0.161685812,3.735099508,0.000187641,0.027436632
Gpc6,95.01530061,-0.576661411,0.147697363,-3.869421036,0.000109094,0.020899146,95.01530061,0.628794815,0.144488068,4.22501648,2.39E-05,0.007406656
Gpld1,560.6622323,-0.461047048,0.156009544,-2.915099846,0.003555748,0.148786439,560.6622323,0.445855931,0.152526774,2.863093138,0.004195272,0.105906526
Gpr101,114.8071827,0.814200034,0.184659644,4.36026792,1.30E-05,0.006255019,114.8071827,-0.570997466,0.182146296,-3.063053421,0.002190909,0.085498086
Gpr146,402.1056964,-0.308293178,0.128240504,-2.380884718,0.017271116,0.283068601,402.1056964,0.328244045,0.125040008,2.586001182,0.00970966,0.135770095
Gpr3,55.91530631,0.40426232,0.177490035,2.185452894,0.028855656,0.338739785,55.91530631,-0.374341591,0.175646877,-2.053222407,0.040051012,0.223748417
Gprasp2,1088.297739,0.367702685,0.168715414,2.108190571,0.035014509,0.368887981,1088.297739,-0.387418917,0.165433434,-2.251723831,0.02433973,0.188458261
Gprc5b,4675.283356,-0.430358525,0.137969287,-3.0776689,0.002086266,0.114312555,4675.283356,0.307392126,0.134475819,2.231467417,0.025650183,0.190126021
Grid2,176.5214755,-0.244181288,0.117564703,-2.088925302,0.036714448,0.375187583,176.5214755,0.320136594,0.116642362,2.749134037,0.005975295,0.118217013
Grm3,832.2654112,-0.494142546,0.159597787,-3.023882262,0.002495535,0.125240727,832.2654112,0.538884943,0.156016465,3.339731062,0.000838596,0.05671291
Grp,331.7123789,0.287834005,0.137353752,2.104920129,0.035298261,0.369925778,331.7123789,-0.281388896,0.133541121,-2.114798538,0.034447122,0.211605797
H2-Q1,11.0526121,-0.432555138,0.182652384,-2.346496507,0.018950844,0.291813512,11.0526121,0.506148226,0.184554338,2.481497218,0.013083173,NA
H2-T24,86.50965628,-0.566433135,0.169257644,-3.285658395,0.001017443,0.084198581,86.50965628,0.374725603,0.165123112,2.145875177,0.031882939,0.206797257
Hap1,2218.380467,0.345336263,0.150533503,2.290533425,0.021990413,0.30882293,2218.380467,-0.383418708,0.146975816,-2.590672301,0.009578866,0.135626722
Hdgfl2,896.6631772,0.41923119,0.158093221,2.576481447,0.009981156,0.226221306,896.6631772,-0.340959454,0.154740137,-2.113969183,0.034517899,0.211924188
Hectd4,4581.367287,-0.301720571,0.134218586,-2.245248551,0.024752181,0.323848245,4581.367287,0.340488199,0.130809921,2.59853219,0.009362327,0.135508604
Hexim1,1130.528765,0.313368,0.134070969,2.305292902,0.021150175,0.305853502,1130.528765,-0.34830592,0.130709835,-2.620360744,0.00878368,0.132240875
Hint3,206.1984404,-0.435140849,0.162201613,-2.605214907,0.009181665,0.21578374,206.1984404,0.595010171,0.158313162,3.60908984,0.000307273,0.036700424
Hipk2,2082.236194,-0.692760746,0.190955497,-3.524243755,0.000424693,0.049132058,2082.236194,0.456746531,0.18878478,2.256941592,0.024011725,0.187401848
Hivep2,4778.051898,-0.386638403,0.130689923,-2.939348914,0.003289026,0.142920205,4778.051898,0.456372994,0.127309617,3.555843709,0.000376768,0.039961805
Hlf,2595.231872,-0.224029407,0.091806085,-2.472599948,0.01341342,0.25534248,2595.231872,0.296336959,0.089556119,3.34939217,0.000809891,0.055795416
Hmbox1,1060.099743,-0.454429844,0.145421446,-3.090011507,0.002001487,0.113924919,1060.099743,0.421656788,0.141936975,2.921020579,0.003488868,0.099642093
Homer2,2470.691155,-0.460465261,0.191693351,-2.32476021,0.020084786,0.298540762,2470.691155,0.525545158,0.189637733,2.661397868,0.007781694,0.128914717
Hsp90aa1,11663.85081,0.371336443,0.146473999,2.498955576,0.012455992,0.249116302,11663.85081,-0.479520028,0.142941775,-3.296385748,0.000979374,0.060521626
Hspa1a,113.2278239,0.416175685,0.195404403,2.100827805,0.035656085,0.371155985,113.2278239,-1.19028689,0.1953135,-5.83247303,5.46E-09,1.84E-05
Hspa8,16781.23656,0.352451324,0.149186658,2.337315057,0.019422808,0.295001493,16781.23656,-0.451739929,0.145645045,-3.0558607,0.002244155,0.085679519
Hspd1,1870.5224,0.326084082,0.125967734,2.572660386,0.010092018,0.226733164,1870.5224,-0.373304454,0.122616428,-3.017876915,0.002545523,0.089091379
Hsph1,3024.873199,0.378416449,0.179174942,2.057192537,0.039667709,0.38576414,3024.873199,-0.565644757,0.176147145,-3.118328537,0.001818799,0.077949299
Huwe1,5735.235515,-0.312184885,0.132182811,-2.347745764,0.018887408,0.291635675,5735.235515,0.408399002,0.128778377,3.148417059,0.001641573,0.075630346
Idh3a,2909.01635,0.316875422,0.126980066,2.470212088,0.013503297,0.255658592,2909.01635,-0.256036645,0.12364251,-2.037862923,0.041563644,0.227220913
Igdcc4,1551.074204,-0.459674904,0.1781459,-2.522518772,0.011651773,0.242019574,1551.074204,0.555925764,0.175048852,3.096679072,0.001957016,0.081274056
