,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Gm10010,78.8776819,-1.098556222,0.17840266,-6.08366368,1.17E-09,5.23E-06
9530059O14Rik,28.85406725,-0.89218967,0.195865563,-4.456689709,8.32E-06,0.004608911
Nt5c1a,78.8067921,-0.854087142,0.176060506,-4.819835979,1.44E-06,0.001410622
Gm45640,32.16433569,-0.841934704,0.182536184,-4.577704808,4.70E-06,0.002927253
Pomc,97.72633291,-0.831897577,0.16958008,-4.204569322,2.62E-05,0.00932061
Ptar1,100.0859976,-0.820944355,0.171875345,-4.709035196,2.49E-06,0.002015573
Gm10524,172.9596061,-0.816742062,0.161492943,-4.999215941,5.76E-07,0.000732542
Lonrf3,159.9481124,-0.805340979,0.134074172,-5.976986991,2.27E-09,8.10E-06
Adcy1,26131.66067,-0.778723035,0.175222985,-4.371861201,1.23E-05,0.006255019
Cyp1b1,73.61776368,-0.765844793,0.172087349,-4.362502065,1.29E-05,0.006255019
Gm18609,206.0348896,-0.760327399,0.177986339,-4.216246293,2.48E-05,0.00932061
Dok6,681.3595035,-0.754542888,0.191266646,-3.827406986,0.0001295,0.024286077
Gm10179,32.06975296,-0.753359256,0.187165766,-3.987702645,6.67E-05,0.015045772
Omp,10.26460517,-0.743588913,0.17395493,-4.065055058,4.80E-05,0.012859597
Tcp11l1,395.6536272,-0.739491683,0.140731011,-5.196493494,2.03E-07,0.00032892
Notch3,182.0278996,-0.734688558,0.151294865,-4.824885372,1.40E-06,0.001410622
Soga1,599.1735848,-0.732344134,0.127784888,-5.704158164,1.17E-08,2.98E-05
Gm44200,10.52481456,-0.727608733,0.194096727,-3.685915051,0.000227882,0.033007741
Hmcn1,46.25269504,-0.724326326,0.180683338,-3.901664656,9.55E-05,0.01934118
Tnfsf13os,5.659250479,-0.72224691,0.17148951,-3.979968706,6.89E-05,0.015349451
Gm14569,58.10820681,-0.715009469,0.19477087,-3.603650836,0.000313779,0.041409467
Fam205c,75.36316039,-0.712072615,0.168342743,-4.216648196,2.48E-05,0.00932061
Cyp2a5,3.56222506,-0.70161416,0.128800044,-4.982389764,6.28E-07,NA
Lmod1,29.07029012,-0.696786468,0.191869297,-3.586295725,0.000335409,0.043867677
Bche,118.1944875,-0.694523204,0.177462032,-3.876229955,0.000106087,0.02076982
Gm9770,109.3783332,-0.693089897,0.170040439,-4.042710815,5.28E-05,0.013167081
Gpam,949.8116853,-0.692944974,0.165131572,-4.130690101,3.62E-05,0.011506459
Hipk2,2082.236194,-0.692760746,0.190955497,-3.524243755,0.000424693,0.049132058
Gdap10,27.93724276,-0.685119379,0.19216046,-3.491422226,0.000480456,0.052113075
Aldh1a2,147.0029132,-0.682770251,0.189305542,-3.479942327,0.000501522,0.05350366
9030025P20Rik,32.99761955,-0.68079718,0.187771097,-3.5833236,0.00033925,0.043867677
Pde2a,63.95537949,-0.679055857,0.168468374,-3.999281263,6.35E-05,0.014893974
Cntnap5c,109.305876,-0.677737068,0.160613148,-4.208994568,2.57E-05,0.00932061
Gucy1a2,95.93919577,-0.673997862,0.164929222,-4.085564531,4.40E-05,0.012859597
Zbtb20,3213.986238,-0.66838501,0.106962595,-6.236997428,4.46E-10,3.97E-06
Malat1,4507.476591,-0.666847716,0.124467712,-5.350564438,8.77E-08,0.000156211
Mrvi1,35.86368253,-0.66567211,0.188843039,-3.490212387,0.000482637,0.052113075
Gm47076,5.597805192,-0.664613511,0.179743354,-3.618270005,0.000296579,0.039431714
Celsr1,273.3791688,-0.663317138,0.177925321,-3.693977492,0.000220773,0.032506595
Asgr1,22.60497347,-0.663147632,0.196122293,-3.308780075,0.000937034,0.079643736
Prdm6,12.18905967,-0.661547847,0.18940732,-3.420294967,0.000625533,0.060898855
Nynrin,70.25129815,-0.658077694,0.172102892,-3.747526827,0.000178587,0.029189921
Gm17167,7.787748422,-0.653026357,0.192732365,-3.308735733,0.000937183,0.079643736
Map3k9,463.7434762,-0.648186674,0.152434329,-4.206944117,2.59E-05,0.00932061
Col1a1,220.6789129,-0.644723162,0.192391339,-3.26600076,0.00109078,0.086755932
Slc22a6,66.03928012,-0.643056847,0.195808353,-3.191819543,0.001413796,0.097863338
Ston2,848.3974237,-0.641311374,0.157618518,-3.99273503,6.53E-05,0.014940934
Gm9945,4.739459958,-0.641171804,0.178031877,-3.470699447,0.000519105,NA
Gm7846,48.87643821,-0.637353032,0.183711392,-3.448610281,0.000563479,0.057365415
Nr2c2,1095.221402,-0.635848989,0.100257222,-6.324585321,2.54E-10,3.97E-06
A330074K22Rik,64.05107961,-0.635651976,0.194440848,-3.202096777,0.001364312,0.096147488
Nid1,99.28231312,-0.633197676,0.175981846,-3.551145865,0.000383558,0.046856366
Mrc2,158.906046,-0.631691285,0.189044566,-3.281286234,0.001033348,0.084450145
Notch1,594.7735042,-0.627939573,0.149547461,-4.155638248,3.24E-05,0.010507576
Slc7a11,935.9388096,-0.622581775,0.187615164,-3.246303518,0.001169141,0.08939665
Pou3f4,84.23965721,-0.61945326,0.15358517,-4.037815174,5.40E-05,0.013167081
Gm9987,56.65607141,-0.618870502,0.173712639,-3.565625256,0.00036299,0.045888153
Tspan11,27.01519296,-0.618522473,0.195758478,-3.09333366,0.001979215,0.113381638
Nhlrc2,161.2948148,-0.618073487,0.131028899,-4.688126396,2.76E-06,0.002135733
Gm10501,16.19479764,-0.612506395,0.195761822,-3.10403146,0.00190903,0.111142069
Gm15777,26.02037325,-0.611386963,0.196019418,-3.077095825,0.002090281,0.114312555
Mx2,9.214373324,-0.611293003,0.188679706,-3.141724758,0.001679558,0.104993029
Slc47a1,64.29549512,-0.610588639,0.183195468,-3.386618188,0.000707598,0.066701399
Lingo4,13.83204727,-0.607181623,0.195640208,-3.041976576,0.002350302,0.120916805
Gm15624,32.99286187,-0.603290054,0.174535009,-3.448777598,0.00056313,0.057365415
Anpep,53.27128341,-0.601899036,0.183991884,-3.238255262,0.001202632,0.09078849
Kcnd3os,22.55954737,-0.601446596,0.18907148,-3.146922699,0.001649986,0.104183976
Onecut1,13.85321208,-0.601225808,0.196223629,-3.012578312,0.002590386,0.127487059
1700069B07Rik,5.283314007,-0.601053582,0.181234769,-3.216457821,0.001297836,0.09361234
Tnc,93.52481251,-0.597484281,0.146619965,-4.009521596,6.08E-05,0.014452788
Slc7a2,740.5986003,-0.596558373,0.183975022,-3.162099385,0.001566361,0.103625811
Gm18588,36.80152022,-0.592874674,0.183520421,-3.151949912,0.001621841,0.10402206
Ttc28,369.4548976,-0.592748523,0.135302106,-4.353643682,1.34E-05,0.00627748
Gm44199,16.61012797,-0.592599442,0.195284138,-3.040511807,0.002361764,0.120916805
Rgs13,16.38097337,-0.59132683,0.196152134,-2.947351105,0.003205091,0.14116057
Ano1,38.24838348,-0.587573128,0.190763586,-2.980788113,0.002875076,0.132498801
Gm45533,14.57186001,-0.586597314,0.196201228,-2.957998631,0.003096435,0.138260867
Cd209f,7.558418188,-0.586135636,0.185954109,-3.074581057,0.002107984,0.114312555
Gfy,3.837733323,-0.584559861,0.156829053,-3.474678549,0.000511466,NA
Klf12,427.325914,-0.582890403,0.141155383,-4.080435988,4.50E-05,0.012859597
Gm48768,23.35106852,-0.582642418,0.190772607,-2.986239682,0.002824312,0.131722356
Padi2,903.7722536,-0.582597976,0.171472965,-3.361604792,0.000774909,0.070798908
Pm20d2,73.18297559,-0.581731433,0.167559558,-3.467502478,0.000525319,0.054977423
Pcdhga6,181.7132254,-0.580891088,0.135692649,-4.272921716,1.93E-05,0.007993509
Eif2s3y,267.4190554,-0.578124037,0.190904466,-0.645948767,0.518312536,0.839977526
Gm44861,8.532291802,-0.577721011,0.192413498,-2.964312972,0.003033596,0.136826692
Gpc6,95.01530061,-0.576661411,0.147697363,-3.869421036,0.000109094,0.020899146
Ptgfr,14.3831625,-0.575770947,0.188850367,-2.991798968,0.002773388,0.130408679
Gm26512,53.68183047,-0.57559145,0.195812433,-2.87064996,0.004096288,0.156945109
Anxa1,37.20207613,-0.570989582,0.1906806,-2.910612725,0.003607208,0.148786439
Dgki,383.1422263,-0.570691523,0.167158598,-3.410730466,0.000647891,0.062393658
Des,33.80697394,-0.568472167,0.185742433,-2.995710617,0.002738061,0.129737506
Tfpi,56.08181885,-0.568010796,0.169738248,-3.299151849,0.000969774,0.081497643
Pla2g2f,44.83157995,-0.567521107,0.176705283,-3.191125975,0.001417195,0.097863338
Spin4,14.50651222,-0.567258549,0.196204339,-2.856057725,0.004289371,0.159539543
Pdpr,406.065078,-0.566458864,0.11349339,-4.979237758,6.38E-07,0.000758192
H2-T24,86.50965628,-0.566433135,0.169257644,-3.285658395,0.001017443,0.084198581
Ptchd4,42.68546019,-0.565787025,0.186348095,-3.001444782,0.002687018,0.128971552
Gm3325,28.20669442,-0.56530648,0.195595665,-2.84695059,0.004414021,0.162144749
C030018K13Rik,70.70360566,-0.564736366,0.195821598,-2.791620359,0.005244485,0.175301581
Tnfrsf11b,19.11261649,-0.563845624,0.195244692,-2.856276204,0.004286421,0.159539543
Shc3,1279.968872,-0.563249967,0.195110284,-2.795027798,0.005189525,0.174506954
Gm5112,26.18838802,-0.562909921,0.185400505,-3.007117711,0.002637376,0.128732859
Zfp871,422.545304,-0.560633391,0.1427675,-3.902231868,9.53E-05,0.01934118
BC018473,3.837825089,-0.56055793,0.166158953,-3.178024413,0.001482823,NA
Alx4,31.73025789,-0.558954217,0.195400744,-2.78794231,0.005304399,0.175832815
Ppic,36.24002691,-0.558191026,0.1945943,-2.830333301,0.004649954,0.167023331
Gm4951,6.961380692,-0.558114905,0.179494363,-3.015130652,0.002568686,0.127121406
Siglece,14.37830869,-0.557043408,0.196200005,-2.772433477,0.005563889,0.179235537
Gm7240,8.985676183,-0.556397389,0.189560099,-2.887384872,0.003884587,0.151771511
BC055402,16.55205343,-0.556266228,0.196034854,-2.808821121,0.004972327,0.171348105
Lrrc9,36.17980196,-0.555265301,0.195818505,-2.782409746,0.005395687,0.177034181
Tdo2,76.23302624,-0.55054458,0.18274399,-3.031117995,0.0024365,0.12367147
Lgi4,447.5981556,-0.550405762,0.184143435,-2.927497877,0.003417014,0.145989257
Ptges,71.27626997,-0.549696832,0.189559168,-2.803718931,0.005051692,0.17241561
Gm48623,191.3236865,-0.548889377,0.162315119,-3.35501552,0.000793605,0.071770926
Prrx1,162.5963427,-0.548571611,0.182446173,-2.96942632,0.002983564,0.13594672
Wnt1,17.37135521,-0.548556344,0.195144184,-2.755028918,0.005868695,0.184528886
Uty,123.2068155,-0.548319418,0.194245601,-1.345740002,0.178386381,0.621481682
2810459M11Rik,470.1981296,-0.548016779,0.179252504,-2.993384423,0.00275902,0.130383814
Gm7435,11.71551237,-0.546597515,0.196067215,-2.774796685,0.005523623,0.178925204
Lif,26.07699224,-0.54576411,0.194305359,-2.779864031,0.005438166,0.177447566
Kcnk5,15.85622639,-0.544731573,0.19215073,-2.78451232,0.005360828,0.176829595
Foxc1,133.9701402,-0.543907894,0.169900269,-3.155971576,0.001599644,0.10402206
Gm45632,6.867948533,-0.542835733,0.190237005,-2.814756552,0.00488142,0.169858152
Gm43012,10.72333764,-0.542364088,0.195761138,-2.750684712,0.005947085,0.185235431
Hivep3,1336.291422,-0.540470376,0.156212391,-3.437238235,0.000587678,0.058820671
F13a1,31.98400352,-0.540183312,0.195069872,-2.705727978,0.006815485,0.193659775
Scgn,18.3627565,-0.53888819,0.193474489,-2.831291579,0.004636044,0.167023331
Crabp2,31.91091863,-0.538194758,0.192916915,-2.68870984,0.007172874,0.198025118
Ifi47,14.59663553,-0.537100196,0.194876808,-2.743997449,0.006069601,0.186803318
2610005L07Rik,154.2505652,-0.536965885,0.139750741,-3.792998263,0.000148839,0.026114703
Gm37530,60.14309044,-0.536958358,0.193618655,-2.709198896,0.006744589,0.193271108
Gm14391,7.975562401,-0.536686313,0.182502763,-2.932184964,0.003365862,0.145196612
Gm42864,45.98511704,-0.53659119,0.177046064,-2.990338206,0.002786687,0.130443594
Gm26782,175.6725342,-0.53622403,0.163131182,-3.275476193,0.00105484,0.085422865
Gm38190,21.67836887,-0.534988669,0.195271885,-2.689801286,0.007149458,0.197786862
Gm26833,60.34921991,-0.534839513,0.176890513,-3.017456821,0.002549054,0.126501219
Kif26b,468.9433016,-0.534077863,0.143468253,-3.708433941,0.000208545,0.031486768
Gm29508,22.55375872,-0.533135574,0.195436624,-2.645859497,0.008148365,0.204466587
Sphk1,43.71797399,-0.531696397,0.194690831,-2.663369079,0.007736251,0.200332917
Gm26890,8.095950951,-0.53159075,0.190536431,-2.750660951,0.005947517,0.185235431
Bnc2,7.654435294,-0.530732717,0.172268095,-3.11411815,0.001844956,0.109204583
Gm37176,18.97134408,-0.529954474,0.196021023,-2.672684354,0.007524702,0.199197747
Aldh1l2,61.11354355,-0.528884017,0.169910722,-3.075216987,0.002103495,0.114312555
Fyb,61.76141195,-0.528734703,0.18943717,-2.780905881,0.005420745,0.177447566
Slco4a1,30.17782549,-0.528566412,0.195924751,-2.66992594,0.007586798,0.199654935
Ddx3y,449.4456198,-0.527694275,0.185939601,0.381810992,0.702601565,0.91147476
Mettl4,97.37828144,-0.527089998,0.147083716,-3.550854699,0.000383982,0.046856366
Krt20,16.25555468,-0.526628559,0.196061505,-2.662410087,0.007758329,0.200565411
Slc26a7,47.79574718,-0.526533823,0.193502886,-2.659295056,0.007830435,0.201484262
Ranbp3l,176.4440979,-0.525368587,0.194488387,-2.615756222,0.00890301,0.213687876
Sytl5,51.88536012,-0.525144596,0.193318982,-2.655672839,0.007915036,0.201737172
Ccdc167,99.65195132,-0.523930643,0.160543185,-3.213476648,0.001311385,0.093829832
Grid2ip,28.79803573,-0.523535355,0.193294011,-2.690358389,0.007137532,0.19776403
Sned1,296.998279,-0.522617347,0.170892075,-2.990022203,0.002789572,0.130443594
Scara3,726.7110068,-0.521768371,0.164870444,-3.146880843,0.001650222,0.104183976
Adra1a,111.0645216,-0.521507109,0.150977105,-3.392280015,0.000693136,0.066036924
Fgd6,480.5861266,-0.520928611,0.189267634,-2.678897291,0.007386505,0.199197747
Gm20186,15.18129233,-0.520385362,0.195229884,-2.677957341,0.007407265,0.199197747
Atp8b5,7.641394812,-0.520119132,0.185516133,-2.764016079,0.005709473,0.181967734
Hs3st3b1,19.31107937,-0.519160766,0.194344409,-2.644961842,0.008170013,0.20472145
Gm49179,3.239590216,-0.516601093,0.16326658,-3.056331639,0.002240633,NA
Gli3,210.9955017,-0.516583098,0.182971218,-2.736338489,0.006212708,0.188498659
Ebf2,9.076065301,-0.516479663,0.188389704,-2.706122517,0.006807393,0.193659775
Gm43843,80.71543766,-0.515062485,0.178776982,-2.849621358,0.00437713,0.161121807
Tlr4,27.74275657,-0.514651022,0.188984459,-2.642121686,0.008238845,0.205578797
Filip1l,40.75753784,-0.514007559,0.178554832,-2.886023368,0.003901432,0.152096084
Gm33699,10.06564342,-0.513712904,0.194021294,-2.607716311,0.009114846,0.215551759
Atm,230.1886306,-0.513684494,0.130158619,-3.958625839,7.54E-05,0.016378166
Pcdhgc3,751.1793393,-0.512606574,0.168658067,-2.976047507,0.002919896,0.134074412
2410021H03Rik,6.044736715,-0.51207634,0.180472258,-2.828101347,0.004682498,0.167485797
Scarf2,101.8784571,-0.511131506,0.183830531,-2.738133245,0.006178904,0.18785554
Cntnap5b,111.9057122,-0.510412951,0.177606397,-2.912927413,0.003580578,0.148786439
Inmt,35.22624444,-0.510360268,0.191365568,-2.670647098,0.007570519,0.19959132
Exph5,59.23792319,-0.510177128,0.172147438,-2.98046138,0.002878145,0.132498801
B230311B06Rik,34.23885963,-0.509834739,0.192030228,-2.607939233,0.009108912,0.215551759
Klhl11,328.9760933,-0.509193094,0.154833745,-3.276960557,0.00104931,0.085363067
Gbp7,83.62556102,-0.509043485,0.188797513,-2.666868729,0.007656157,0.199838338
Pgm5,100.9845917,-0.507985748,0.168789139,-3.001417325,0.00268726,0.128971552
Lrrc7,1078.418869,-0.507887145,0.102519736,-4.95286336,7.31E-07,0.000814295
Fbxo17,39.80806203,-0.507606135,0.191075844,-2.594018146,0.009486148,0.218635463
Itgad,5.965512965,-0.507119182,0.183348721,-2.741514007,0.006115675,0.186803318
Kif7,51.85772921,-0.50710232,0.174868338,-2.86523868,0.00416695,0.158629033
Alpl,147.3071263,-0.506140594,0.142573366,-3.516264952,0.000437664,0.049665106
Itih2,39.97194138,-0.504822611,0.19555956,-2.4739425,0.01336312,0.25534248
Aox3,40.21321962,-0.504469751,0.19399286,-2.567555091,0.010241851,0.22923219
Gm42664,34.20341545,-0.50366563,0.186864865,-2.673120336,0.007514929,0.199197747
Gm15743,16.17891001,-0.503273678,0.193524434,-2.596113312,0.009428497,0.217622381
Gm44698,8.837957631,-0.503174439,0.190576589,-2.599413909,0.00933831,0.216911772
A830036E02Rik,197.9325134,-0.502883917,0.13794993,-3.677939738,0.000235125,0.033535052
Gm35040,570.585474,-0.502832063,0.160264168,-3.072824967,0.002120428,0.114312555
Msln,8.646281604,-0.5021811,0.183694684,-2.677092213,0.007426419,0.199197747
Shisal1,1527.50108,-0.501818289,0.127052083,-3.931109389,8.46E-05,0.017933668
Gm45718,14.65660254,-0.501672666,0.196083088,-2.533629676,0.011288796,0.238372071
Tfcp2l1,165.4060127,-0.501671811,0.187158765,-2.634503699,0.008426039,0.207064415
Slfn3,5.408469371,-0.501665653,0.178321155,-2.826418703,0.004707169,0.167485797
Gm13713,13.55024337,-0.501088904,0.19612924,-2.575047045,0.010022645,0.226221306
Ermap,14.24711351,-0.499378976,0.191995361,-2.56148954,0.010422438,0.231001577
Slc26a2,170.2651778,-0.497295313,0.144857164,-3.442567568,0.00057622,0.058329169
Olfr46,6.196406969,-0.497085621,0.18432507,-2.654189874,0.007949908,0.202336513
Gm44846,12.57256524,-0.49635672,0.194398656,-2.521994119,0.011669166,0.24202312
Gbp5,48.51673817,-0.496155815,0.188424278,-2.657117817,0.007881189,0.201645429
Gm6483,35.41811778,-0.495851025,0.186860174,-2.638684104,0.00832285,0.206092888
Ndst1,1894.569421,-0.495734498,0.118426913,-4.167827845,3.08E-05,0.010337181
Bvht,19.49115208,-0.495414425,0.192177402,-2.498441606,0.012474069,0.249116302
Pura,719.6487085,-0.495135918,0.098090915,-5.042167443,4.60E-07,0.000649047
Prg4,54.2338402,-0.494698777,0.193933088,-2.481741876,0.013074194,0.254638329
Grm3,832.2654112,-0.494142546,0.159597787,-3.023882262,0.002495535,0.125240727
Gm10154,48.64306001,-0.493524407,0.192072655,-2.540346139,0.011074281,0.236570008
Iqsec2,5750.075993,-0.49321435,0.153784558,-3.149722351,0.001634257,0.104183976
Amotl1,618.8092655,-0.4927974,0.176749079,-2.696336747,0.007010675,0.196160549
Gm37593,9.334642563,-0.492344497,0.188472873,-2.575416707,0.010011938,0.226221306
Foxd2os,5.369959593,-0.490728556,0.180572531,-2.677583156,0.007415544,0.199197747
Fmo1,112.8383271,-0.489966274,0.162414635,-2.999889565,0.002700775,0.128971552
Ppara,63.82538597,-0.489597627,0.19464991,-2.462648816,0.013791493,0.257556848
Kcng3,29.93695165,-0.489305476,0.195384767,-2.462875849,0.013782763,0.257556848
Prrc2b,11937.6187,-0.488771373,0.144711884,-3.337944788,0.000844005,0.075183982
Zfp69,24.58580175,-0.488559673,0.194917903,-2.465777171,0.013671635,0.256817065
Spen,1458.962185,-0.488259665,0.126996706,-3.829797246,0.000128249,0.024286077
Gm12339,5.755950037,-0.487679477,0.185113324,-2.574753931,0.010031142,0.226221306
Gm44257,33.533987,-0.486851999,0.191969211,-2.513847215,0.011942216,0.244554617
Col12a1,107.0954085,-0.48660697,0.168490789,-2.899764005,0.003734437,0.149176528
Cyp2g1,2.096895541,-0.486239608,0.115600906,-3.291047785,0.00099815,NA
Gm12115,8.015314967,-0.486184,0.186736404,-2.596150038,0.009427489,0.217622381
Itpripl2,182.6286566,-0.485539284,0.186916744,-2.554093704,0.01064646,0.231819227
Aoc3,9.015105561,-0.485345031,0.194835238,-2.508046044,0.012140085,0.246903822
Sorbs1,1670.883749,-0.485017314,0.156715142,-3.060412553,0.002210323,0.11685197
Thbs1,68.43875425,-0.484805997,0.194961035,-2.452958876,0.014168654,0.260235806
Zfhx4,179.2328183,-0.484352144,0.122178779,-3.992382639,6.54E-05,0.014940934
Kcnj5,9.291377342,-0.484051178,0.191204867,-2.480256115,0.013128804,0.254638329
Gm16907,9.667175919,-0.483725112,0.195392982,-2.471711881,0.013446784,0.25534248
3110082J24Rik,21.30055732,-0.483031856,0.193894446,-2.499583752,0.01243393,0.249116302
Gm26703,54.88225057,-0.483017848,0.169019118,-2.815608792,0.004868491,0.169739796
D130040H23Rik,63.61702499,-0.483008026,0.183767924,-2.596059352,0.009429977,0.217622381
Clmn,3629.409476,-0.482350886,0.171834899,-2.732895696,0.006278021,0.189254183
Trim56,281.661016,-0.482260905,0.190823528,-2.461385312,0.013840164,0.258195142
Pcdhb21,30.52749876,-0.48157271,0.187062911,-2.586047298,0.009708361,0.223113568
Gm28307,5.978818826,-0.480864166,0.18057498,-2.624890566,0.008667682,0.211387225
Gm25047,26.28882614,-0.480662009,0.190158031,-2.53564484,0.01122405,0.238372071
Lrch3,210.687248,-0.480186885,0.106811401,-4.48960138,7.14E-06,0.004100932
3110001I22Rik,23.38445794,-0.47955934,0.194007845,-2.407803945,0.016048797,0.275211561
Gm45206,4.77154287,-0.479522469,0.179298011,-2.651139989,0.008022058,NA
Lrrk1,77.3112227,-0.479412912,0.166082349,-2.920839695,0.003490894,0.148080398
Slc4a4,3961.815226,-0.479134941,0.178379846,-2.630627482,0.00852274,0.20885988
Zbtb37,213.066578,-0.479096906,0.113807138,-4.185835936,2.84E-05,0.009734338
Prex2,1976.027219,-0.47860831,0.194354195,-2.403933693,0.016219715,0.275937395
2310040G07Rik,6.050452751,-0.478481937,0.181479352,-2.614668162,0.008931418,0.213873854
Mtmr11,65.72644329,-0.478376048,0.169625104,-2.744791698,0.006054932,0.186803318
Acvr2b,64.34479407,-0.478163216,0.161862152,-2.951236101,0.003165049,0.14057397
1700126G02Rik,6.169605528,-0.477799469,0.184782246,-2.540755188,0.011061334,0.236570008
Gse1,1195.087982,-0.47756785,0.127664654,-3.739981709,0.000184034,0.029538229
Igkc,48.66732633,-0.477192406,0.195845903,-2.261563498,0.023724385,0.317438069
Gm28455,11.63047221,-0.476866612,0.195614449,-2.379470677,0.017337522,0.283068601
Btbd3,6382.224962,-0.476832663,0.156034011,-3.008018092,0.002629575,0.128704685
Cbr2,14.66006311,-0.476523552,0.192638992,-2.438776412,0.014737083,0.266014059
Ces2g,2.46753121,-0.476296459,0.142727953,-3.06673941,0.002164074,NA
Edn3,76.43039633,-0.476072298,0.166228198,-2.875964565,0.004027949,0.1549934
Tdgf1,23.98566493,-0.475967767,0.19372822,-2.407296504,0.016071116,0.275211561
AW011738,59.28865334,-0.475274084,0.186540282,-2.503871166,0.012284276,0.248700744
Gm340,32.03831128,-0.475213855,0.186660154,-2.556591364,0.010570331,0.231686221
Snord55,24.96316438,-0.474536442,0.194116236,-2.377167406,0.017446168,0.283872903
Nyx,14.80037268,-0.47420799,0.195131019,-2.388379684,0.016922848,0.281414274
Abcc6,20.89475977,-0.473303546,0.194296206,-2.333359444,0.019629288,0.296985089
Ctnna3,27.13906685,-0.473273856,0.195852907,-2.361372998,0.018207407,0.287828897
Hs6st3,257.7899149,-0.473093591,0.184928023,-2.538483246,0.011133413,0.237264225
A930004J17Rik,43.34736745,-0.47298761,0.182877755,-2.554809689,0.010624587,0.231686221
Gm27030,20.74859247,-0.472560938,0.195987831,-2.376020581,0.017500487,0.284435731
4833418N02Rik,24.52928288,-0.472316278,0.189253935,-2.465721945,0.013673743,0.256817065
Gm26711,8.142304911,-0.472301437,0.186221224,-2.490042084,0.012772797,0.252563986
2610035F20Rik,41.81508135,-0.471718467,0.18873459,-2.398318957,0.016470516,0.277614681
Srrm4os,10.59483939,-0.47141402,0.193963735,-2.387819348,0.016948671,0.281414274
Axdnd1,5.972795447,-0.471405593,0.182760374,-2.530911086,0.011376668,0.238750501
Arhgef12,4213.034841,-0.471222499,0.132348748,-3.508382392,0.000450841,0.050201092
Tnrc18,2721.048437,-0.471155858,0.119384687,-3.927479457,8.58E-05,0.017992221
Kcnj2,188.6494017,-0.47064256,0.174635928,-2.701838999,0.006895714,0.195316452
Adamtsl3,40.09554831,-0.470536193,0.192073141,-2.399794101,0.016404296,0.277259311
Gm16576,26.76077163,-0.470516649,0.195691467,-2.359059334,0.018321326,0.288860838
Prkcb,6942.308067,-0.470509093,0.136181661,-3.430924025,0.000601529,0.059788238
Mfap3l,1382.228143,-0.470495615,0.169554823,-2.718399102,0.006559866,0.191591101
Foxc2,29.95250935,-0.470259136,0.190066554,-2.421419337,0.015460032,0.271901209
Casp12,15.92670736,-0.469850866,0.19419869,-2.35580063,0.018482835,0.290272929
Olfml2a,73.06144674,-0.469553513,0.188174036,-2.450697393,0.014257976,0.26130727
Ednra,92.57143126,-0.46949682,0.168655396,-2.740592789,0.006132846,0.186803318
Glud-ps,31.34543231,-0.469410656,0.189636155,-2.38014505,0.017305824,0.283068601
Mki67,33.29561961,-0.46883921,0.190683289,-2.396502137,0.016552397,0.277942982
Gm40578,102.8305682,-0.468736877,0.19452838,-2.291088898,0.021958273,0.30882293
Gm13716,31.97856465,-0.468402285,0.194270177,-2.393713532,0.01667877,0.27901311
Mir3093,3.301923578,-0.46797733,0.162168052,-2.746059486,0.006031583,NA
Foxf2,64.98749074,-0.467826335,0.156398197,-2.929432421,0.003395816,0.145936717
Gm42741,67.42749725,-0.467642704,0.157190993,-2.954257047,0.003134228,0.139598528
5930430L01Rik,43.85311181,-0.467555119,0.173141369,-2.723991424,0.006449818,0.190563781
Entpd1,202.9963782,-0.467433855,0.159605008,-2.923504143,0.003461156,0.147211602
Gm19605,24.5775766,-0.467261838,0.190721367,-2.437214359,0.014800903,0.266625763
4933440N22Rik,8.250749269,-0.467181455,0.194580073,-2.388352268,0.016924111,0.281414274
Epha8,55.16785874,-0.467160998,0.161043851,-2.980991612,0.002873167,0.132498801
Cks1b,29.9052063,-0.467116224,0.187659199,-2.473015002,0.013397852,0.25534248
Sdcbp2,70.36504785,-0.467058487,0.189903945,-2.404521499,0.016193654,0.275937395
Gprin2,56.71258974,-0.466598031,0.175739161,-2.534352632,0.01126553,0.238372071
Ephb1,804.5810495,-0.465874827,0.136472993,-3.382571242,0.000718106,0.066983169
Dach1,104.2015283,-0.465772845,0.151031224,-3.072070619,0.002125794,0.114312555
Tshz2,503.2546686,-0.465419265,0.191641337,-2.417996863,0.015606211,0.273124029
Gm2238,7.556356485,-0.465080402,0.19012241,-2.414860517,0.015741236,0.274140634
Cerkl,35.02997918,-0.464738939,0.178281504,-2.55295074,0.01068146,0.231819227
Gm11100,4.44602099,-0.464723025,0.172868898,-2.593740819,0.009493803,NA
Svep1,19.0590312,-0.464596241,0.194635558,-2.380158468,0.017305194,0.283068601
Ghrl,17.71091845,-0.464130594,0.191114171,-2.388130657,0.01693432,0.281414274
Sall1,424.3600843,-0.463831792,0.140729605,-3.266932935,0.001087194,0.086755932
Adcyap1r1,3575.112019,-0.463592705,0.113186975,-4.078123662,4.54E-05,0.012859597
Itih5,652.89075,-0.463427435,0.177309172,-2.583305775,0.009785855,0.223518963
Fbxl18,1161.4082,-0.462997759,0.153940417,-2.972674476,0.002952174,0.135208036
Boc,252.2423676,-0.462818009,0.124362945,-3.732048843,0.000189929,0.030212224
Grpr,8.0951593,-0.462595363,0.190439242,-2.402554816,0.016280994,0.276513054
Rpl34-ps1,140.0504981,-0.461708854,0.171658768,-2.624907064,0.008667262,0.211387225
Ptch1,1047.013658,-0.46164215,0.153001145,-2.997873541,0.002718705,0.129163842
