"","Genotype","Sample","Cytokine","Treatment","Concentration","Avg.Cupri.Neg.All","PureFoldChange","log2transform"
"579","XYO",177,"MIP-1a","Cuprizone",86.62,81.01368421,1.06920208412529,0.0965345548469102
"580","XXT",178,"MIP-1a","Cuprizone",58.2,81.01368421,0.718397151882842,-0.477146464425012
"581","XXT",193,"MIP-1a","Cuprizone",59.66,81.01368421,0.736418798648288,-0.441401639885446
"582","XXT",184,"MIP-1a","Cuprizone",62.5,81.01368421,0.771474604685183,-0.374309427783847
"583","XXT",175,"MIP-1a","Cuprizone",71.52,81.01368421,0.882813819633349,-0.179818881037341
"584","XXT",181,"MIP-1a","Cuprizone",79.48,81.01368421,0.981068825286054,-0.0275737449709879
"585","XXT",182,"MIP-1a","Cuprizone",70.31,81.01368421,0.867878071286644,-0.204435723077158
"586","XYT",186,"MIP-1a","Cuprizone",71.52,81.01368421,0.882813819633349,-0.179818881037341
"587","XYT",187,"MIP-1a","Cuprizone",75.05,81.01368421,0.926386705305968,-0.110313545712607
"588","XYT",183,"MIP-1a","Cuprizone",55.16,81.01368421,0.680872627110955,-0.554543160706678
"589","XYT",180,"MIP-1a","Cuprizone",110.68,81.01368421,1.3661889479449,0.450157026389296
"609","XXO",202,"MIP-1b","Cuprizone",71.23,26.05052632,2.73430176131658,1.45117246954646
"610","XXO",203,"MIP-1b","Cuprizone",96.01,26.05052632,3.68553014325432,1.8818721579995
"611","XXO",204,"MIP-1b","Cuprizone",116.79,26.05052632,4.4832107637816,2.16453232466521
"612","XXO",164,"MIP-1b","Cuprizone",95.68,26.05052632,3.67286245293796,1.87690486879487
"613","XYO",176,"MIP-1b","Cuprizone",99.92,26.05052632,3.83562308003303,1.93946095620472
"614","XYO",179,"MIP-1b","Cuprizone",72.9,26.05052632,2.79840795170545,1.48460629381107
"615","XYO",185,"MIP-1b","Cuprizone",116.79,26.05052632,4.4832107637816,2.16453232466521
"616","XYO",177,"MIP-1b","Cuprizone",179.77,26.05052632,6.90082026718914,2.7867678582779
"617","XXT",178,"MIP-1b","Cuprizone",30.61,26.05052632,1.17502424419347,0.232690524123758
"618","XXT",193,"MIP-1b","Cuprizone",86.02,26.05052632,3.30204460913172,1.72335961054142
"619","XXT",184,"MIP-1b","Cuprizone",81.25,26.05052632,3.11893890364976,1.64105529228731
"620","XXT",175,"MIP-1b","Cuprizone",104.24,26.05052632,4.00145466235632,2.0005245631649
"621","XXT",181,"MIP-1b","Cuprizone",114.15,26.05052632,4.38186924125071,2.13154643370883
"622","XXT",182,"MIP-1b","Cuprizone",70.01,26.05052632,2.6874696940864,1.42624848588804
"623","XYT",186,"MIP-1b","Cuprizone",114.69,26.05052632,4.40259818904112,2.13835518015257
"624","XYT",187,"MIP-1b","Cuprizone",57.34,26.05052632,2.2011071598188,1.13822938383729
"625","XYT",183,"MIP-1b","Cuprizone",61.51,26.05052632,2.36118070108919,1.23950845520038
"626","XYT",180,"MIP-1b","Cuprizone",51.43,26.05052632,1.97424034233486,0.981297632949224
"646","XXO",202,"MCSF","Cuprizone",6.69,4.735263158,1.41280426805796,0.498561606463079
"647","XXO",203,"MCSF","Cuprizone",6.69,4.735263158,1.41280426805796,0.498561606463079
"648","XXO",204,"MCSF","Cuprizone",10.8,4.735263158,2.28076025336711,1.18951480287245
"649","XXO",164,"MCSF","Cuprizone",7.82,4.735263158,1.65143936864174,0.723724003128971
"650","XYO",176,"MCSF","Cuprizone",8.99,4.735263158,1.89852172942317,0.924876511336066
"651","XYO",179,"MCSF","Cuprizone",6.69,4.735263158,1.41280426805796,0.498561606463079
"652","XYO",185,"MCSF","Cuprizone",11.41,4.735263158,2.40958097138136,1.2687822821103
"653","XYO",177,"MCSF","Cuprizone",15.22,4.735263158,3.21418250520809,1.68445184932516
"654","XXT",178,"MCSF","Cuprizone",2.48,4.735263158,0.523730132254669,-0.933104483791507
"655","XXT",193,"MCSF","Cuprizone",8.11,4.735263158,1.71268200507474,0.776257310038891
"656","XXT",184,"MCSF","Cuprizone",7.82,4.735263158,1.65143936864174,0.723724003128971
"657","XXT",175,"MCSF","Cuprizone",8.4,4.735263158,1.77392464150775,0.826944723487741
"658","XXT",181,"MCSF","Cuprizone",12.67,4.735263158,2.67566966760752,1.41990001496243
"659","XXT",182,"MCSF","Cuprizone",6.69,4.735263158,1.41280426805796,0.498561606463079
"660","XYT",186,"MCSF","Cuprizone",12.04,4.735263158,2.54262531949444,1.34631888258132
"661","XYT",187,"MCSF","Cuprizone",4.58,4.735263158,0.967211292631606,-0.0480970060814377
"662","XYT",183,"MCSF","Cuprizone",4.09,4.735263158,0.86373235521032,-0.211343761236633
"663","XYT",180,"MCSF","Cuprizone",4.09,4.735263158,0.86373235521032,-0.211343761236633
"683","XXO",202,"MIP-2","Cuprizone",20.71,25.11736842,0.824529053111687,-0.278357765516081
"684","XXO",203,"MIP-2","Cuprizone",20.71,25.11736842,0.824529053111687,-0.278357765516081
"685","XXO",204,"MIP-2","Cuprizone",29.3,25.11736842,1.1665234792937,0.222215345573018
"686","XXO",164,"MIP-2","Cuprizone",20.71,25.11736842,0.824529053111687,-0.278357765516081
"687","XYO",176,"MIP-2","Cuprizone",29.3,25.11736842,1.1665234792937,0.222215345573018
"688","XYO",179,"MIP-2","Cuprizone",29.3,25.11736842,1.1665234792937,0.222215345573018
"689","XYO",185,"MIP-2","Cuprizone",29.3,25.11736842,1.1665234792937,0.222215345573018
"690","XYO",177,"MIP-2","Cuprizone",25.15,25.11736842,1.00129916396711,0.00187308095629649
"691","XXT",178,"MIP-2","Cuprizone",20.71,25.11736842,0.824529053111687,-0.278357765516081
"692","XXT",193,"MIP-2","Cuprizone",20.71,25.11736842,0.824529053111687,-0.278357765516081
"693","XXT",184,"MIP-2","Cuprizone",20.71,25.11736842,0.824529053111687,-0.278357765516081
"694","XXT",175,"MIP-2","Cuprizone",25.15,25.11736842,1.00129916396711,0.00187308095629649
"695","XXT",181,"MIP-2","Cuprizone",29.3,25.11736842,1.1665234792937,0.222215345573018
"696","XXT",182,"MIP-2","Cuprizone",25.15,25.11736842,1.00129916396711,0.00187308095629649
"697","XYT",186,"MIP-2","Cuprizone",29.3,25.11736842,1.1665234792937,0.222215345573018
"698","XYT",187,"MIP-2","Cuprizone",15.87,25.11736842,0.63183370704406,-0.662383190901411
"699","XYT",183,"MIP-2","Cuprizone",20.71,25.11736842,0.824529053111687,-0.278357765516081
"700","XYT",180,"MIP-2","Cuprizone",20.71,25.11736842,0.824529053111687,-0.278357765516081
"720","XXO",202,"MIG","Cuprizone",3.86,4.633157895,0.833125070951203,-0.263395001821903
"721","XXO",203,"MIG","Cuprizone",6.15,4.633157895,1.32738839024609,0.408590561136619
"722","XXO",204,"MIG","Cuprizone",10.69,4.633157895,2.30728160841149,1.20619409863051
"723","XXO",164,"MIG","Cuprizone",14.91,4.633157895,3.21810746318198,1.68621250319346
"724","XYO",176,"MIG","Cuprizone",17.43,4.633157895,3.76201294991696,1.9115048150357
"725","XYO",179,"MIG","Cuprizone",9.43,4.633157895,2.035328865044,1.02526192158511
"726","XYO",185,"MIG","Cuprizone",5.36,4.633157895,1.15687833686488,0.210237151367789
"727","XYO",177,"MIG","Cuprizone",5.75,4.633157895,1.24105418600244,0.311566106741754
"728","XXT",178,"MIG","Cuprizone",2.55,4.633157895,0.550380552053256,-0.861498602231125
"729","XXT",193,"MIG","Cuprizone",3.86,4.633157895,0.833125070951203,-0.263395001821903
"730","XXT",184,"MIG","Cuprizone",6.55,4.633157895,1.41372259448974,0.499499057334829
"731","XXT",175,"MIG","Cuprizone",12.37,4.633157895,2.66988526623481,1.41677774588639
"732","XXT",181,"MIG","Cuprizone",9.85,4.633157895,2.12597977949983,1.08812787525376
"733","XXT",182,"MIG","Cuprizone",11.95,4.633157895,2.57923435177898,1.36694286377813
"734","XYT",186,"MIG","Cuprizone",5.75,4.633157895,1.24105418600244,0.311566106741754
"735","XYT",187,"MIG","Cuprizone",3.86,4.633157895,0.833125070951203,-0.263395001821903
"736","XYT",183,"MIG","Cuprizone",4.22,4.633157895,0.910825854770486,-0.134752850382798
"737","XYT",180,"MIG","Cuprizone",7.77,4.633157895,1.67704191743286,0.745918749317727
"757","XXO",202,"VEGF","Cuprizone",2.06,6.122105263,0.336485557092585,-1.57138351325558
"758","XXO",203,"VEGF","Cuprizone",2.06,6.122105263,0.336485557092585,-1.57138351325558
"759","XXO",204,"VEGF","Cuprizone",2.06,6.122105263,0.336485557092585,-1.57138351325558
"760","XXO",164,"VEGF","Cuprizone",3.15,6.122105263,0.514528885845457,-0.958676022051522
"761","XYO",176,"VEGF","Cuprizone",2.06,6.122105263,0.336485557092585,-1.57138351325558
"762","XYO",179,"VEGF","Cuprizone",4.32,6.122105263,0.70563961487377,-0.502996538275332
"763","XYO",185,"VEGF","Cuprizone",2.06,6.122105263,0.336485557092585,-1.57138351325558
"764","XYO",177,"VEGF","Cuprizone",2.06,6.122105263,0.336485557092585,-1.57138351325558
"765","XXT",178,"VEGF","Cuprizone",3.08,6.122105263,0.503094910604447,-0.991097499743899
"766","XXT",193,"VEGF","Cuprizone",3.29,6.122105263,0.537396836327478,-0.895940266703559
"767","XXT",184,"VEGF","Cuprizone",2.87,6.122105263,0.468792984881417,-1.09297711376311
"768","XXT",175,"VEGF","Cuprizone",2.06,6.122105263,0.336485557092585,-1.57138351325558
"769","XXT",181,"VEGF","Cuprizone",2.06,6.122105263,0.336485557092585,-1.57138351325558
"770","XXT",182,"VEGF","Cuprizone",2.47,6.122105263,0.403455983504216,-1.30951680885412
"771","XYT",186,"VEGF","Cuprizone",2.06,6.122105263,0.336485557092585,-1.57138351325558
"772","XYT",187,"VEGF","Cuprizone",4.1,6.122105263,0.669704264116309,-0.578403940933355
"773","XYT",183,"VEGF","Cuprizone",2.06,6.122105263,0.336485557092585,-1.57138351325558
"774","XYT",180,"VEGF","Cuprizone",4.71,6.122105263,0.769343191216541,-0.378300790826017
