"","Gene","G","Symbol","Name","Chr","Qualifier","Annotated.Term","Context","Proteoform","Evidence","Inferred.From","Reference.s."
"192","Rps14","MGI:98107","Rps14","ribosomal protein S14","18","","cytosolic small ribosomal subunit","",NA,"NAS","","J:314083 "
"193","Rpl11","MGI:1914275","Rpl11","ribosomal protein L11","4","","cytosolic large ribosomal subunit","",NA,"IBA","PTN000242048 ","J:265628 "
"194","Rpl11","MGI:1914275","Rpl11","ribosomal protein L11","4","","cytosolic large ribosomal subunit","",NA,"IDA","","J:333015 "
"195","Rpl11","MGI:1914275","Rpl11","ribosomal protein L11","4","","cytosolic large ribosomal subunit","",NA,"IPI","","J:314083 "
"196","Rpl11","MGI:1914275","Rpl11","ribosomal protein L11","4","","cytosolic large ribosomal subunit","",NA,"ISO","RGD:1308681 ","J:155856 "
"197","Rpl11","MGI:1914275","Rpl11","ribosomal protein L11","4","","cytosolic large ribosomal subunit","",NA,"ISO","P62913 ","J:164563 "
"198","Rpl11","MGI:1914275","Rpl11","ribosomal protein L11","4","","cytosolic ribosome","",NA,"ISO","RGD:1308681 ","J:155856 "
"199","Rpl11","MGI:1914275","Rpl11","ribosomal protein L11","4","","cytosolic ribosome","",NA,"ISO","P62913 ","J:164563 "
"200","Rpl13","MGI:105922","Rpl13","ribosomal protein L13","8","","cytosolic large ribosomal subunit","",NA,"IBA","PTN000197497 ","J:265628 "
"201","Rpl13","MGI:105922","Rpl13","ribosomal protein L13","8","","cytosolic large ribosomal subunit","",NA,"IDA","","J:333015 "
"202","Rpl13","MGI:105922","Rpl13","ribosomal protein L13","8","","cytosolic large ribosomal subunit","",NA,"IPI","","J:314083 "
"203","Rpl13","MGI:105922","Rpl13","ribosomal protein L13","8","","cytosolic large ribosomal subunit","",NA,"ISO","RGD:621179 ","J:155856 "
"204","Rpl13","MGI:105922","Rpl13","ribosomal protein L13","8","","cytosolic large ribosomal subunit","",NA,"ISO","P26373 ","J:164563 "
"205","Rpl13","MGI:105922","Rpl13","ribosomal protein L13","8","","cytosolic ribosome","",NA,"ISO","P26373 ","J:164563 "
"206","Rps2","MGI:105110","Rps2","ribosomal protein S2","17","","cytosolic ribosome","",NA,"ISO","P15880 ","J:164563 "
"207","Rps2","MGI:105110","Rps2","ribosomal protein S2","17","","cytosolic small ribosomal subunit","",NA,"IBA","PTN000346706 ","J:265628 "
"208","Rps2","MGI:105110","Rps2","ribosomal protein S2","17","","cytosolic small ribosomal subunit","",NA,"IDA","","J:333015 "
"209","Rps2","MGI:105110","Rps2","ribosomal protein S2","17","","cytosolic small ribosomal subunit","",NA,"ISO","RGD:619887 ","J:155856 "
"210","Rps2","MGI:105110","Rps2","ribosomal protein S2","17","","cytosolic small ribosomal subunit","",NA,"ISO","P15880 ","J:164563 "
"211","Rps2","MGI:105110","Rps2","ribosomal protein S2","17","","cytosolic small ribosomal subunit","",NA,"NAS","","J:314083 "
"212","Rps9","MGI:1924096","Rps9","ribosomal protein S9","7","","cytosolic ribosome","",NA,"ISO","P46781 ","J:164563 "
"213","Rps9","MGI:1924096","Rps9","ribosomal protein S9","7","","cytosolic small ribosomal subunit","",NA,"IBA","PTN000216553 ","J:265628 "
"214","Rps9","MGI:1924096","Rps9","ribosomal protein S9","7","","cytosolic small ribosomal subunit","",NA,"IDA","","J:333015 "
"215","Rps9","MGI:1924096","Rps9","ribosomal protein S9","7","","cytosolic small ribosomal subunit","",NA,"ISO","RGD:619889 ","J:155856 "
"216","Rps9","MGI:1924096","Rps9","ribosomal protein S9","7","","cytosolic small ribosomal subunit","",NA,"ISO","P46781 ","J:164563 "
"217","Rps9","MGI:1924096","Rps9","ribosomal protein S9","7","","cytosolic small ribosomal subunit","",NA,"NAS","","J:314083 "
"218","Rps13","MGI:1915302","Rps13","ribosomal protein S13","7","","cytosolic ribosome","",NA,"ISO","P62277 ","J:164563 "
"219","Rps13","MGI:1915302","Rps13","ribosomal protein S13","7","","cytosolic small ribosomal subunit","",NA,"IBA","PTN000223267 ","J:265628 "
"220","Rps13","MGI:1915302","Rps13","ribosomal protein S13","7","","cytosolic small ribosomal subunit","",NA,"IDA","","J:333015 "
"221","Rps13","MGI:1915302","Rps13","ribosomal protein S13","7","","cytosolic small ribosomal subunit","",NA,"ISO","RGD:621027 ","J:155856 "
"222","Rps13","MGI:1915302","Rps13","ribosomal protein S13","7","","cytosolic small ribosomal subunit","",NA,"ISO","P62277 ","J:164563 "
"223","Rps13","MGI:1915302","Rps13","ribosomal protein S13","7","","cytosolic small ribosomal subunit","",NA,"NAS","","J:314083 "
"224","Rps19","MGI:1333780","Rps19","ribosomal protein S19","7","","cytosolic ribosome","",NA,"ISO","P39019 ","J:164563 "
"225","Rps19","MGI:1333780","Rps19","ribosomal protein S19","7","","cytosolic small ribosomal subunit","",NA,"IBA","PTN000194951 ","J:265628 "
"226","Rps19","MGI:1333780","Rps19","ribosomal protein S19","7","","cytosolic small ribosomal subunit","",NA,"IDA","","J:333015 "
"227","Rps19","MGI:1333780","Rps19","ribosomal protein S19","7","","cytosolic small ribosomal subunit","",NA,"ISO","RGD:68440 ","J:155856 "
"228","Rps19","MGI:1333780","Rps19","ribosomal protein S19","7","","cytosolic small ribosomal subunit","",NA,"ISO","P39019 ","J:164563 "
"229","Rps19","MGI:1333780","Rps19","ribosomal protein S19","7","","cytosolic small ribosomal subunit","",NA,"NAS","","J:314083 "
"230","Rpl26","MGI:106022","Rpl26","ribosomal protein L26","11","","cytosolic large ribosomal subunit","",NA,"IBA","PTN000124940 ","J:265628 "
"231","Rpl26","MGI:106022","Rpl26","ribosomal protein L26","11","","cytosolic large ribosomal subunit","",NA,"IDA","","J:333015 "
"232","Rpl26","MGI:106022","Rpl26","ribosomal protein L26","11","","cytosolic large ribosomal subunit","",NA,"IPI","","J:314083 "
"233","Rpl26","MGI:106022","Rpl26","ribosomal protein L26","11","","cytosolic large ribosomal subunit","",NA,"ISO","RGD:1310607 ","J:155856 "
"234","Rpl26","MGI:106022","Rpl26","ribosomal protein L26","11","","cytosolic large ribosomal subunit","",NA,"ISO","P61254 ","J:164563 "
"235","Rpl26","MGI:106022","Rpl26","ribosomal protein L26","11","","cytosolic ribosome","",NA,"ISO","P61254 ","J:164563 "
"236","Rpl32","MGI:98038","Rpl32","ribosomal protein L32","6","","cytosolic large ribosomal subunit","",NA,"IBA","PTN000601894 ","J:265628 "
"237","Rpl32","MGI:98038","Rpl32","ribosomal protein L32","6","","cytosolic large ribosomal subunit","",NA,"IDA","","J:31514 "
"238","Rpl32","MGI:98038","Rpl32","ribosomal protein L32","6","","cytosolic large ribosomal subunit","",NA,"IDA","","J:333015 "
"239","Rpl32","MGI:98038","Rpl32","ribosomal protein L32","6","","cytosolic large ribosomal subunit","",NA,"IPI","","J:314083 "
"240","Rpl32","MGI:98038","Rpl32","ribosomal protein L32","6","","cytosolic large ribosomal subunit","",NA,"ISO","RGD:621203 ","J:155856 "
"241","Rpl32","MGI:98038","Rpl32","ribosomal protein L32","6","","cytosolic large ribosomal subunit","",NA,"ISO","P62910 ","J:164563 "
"242","Rpl32","MGI:98038","Rpl32","ribosomal protein L32","6","","cytosolic ribosome","",NA,"ISO","P62910 ","J:164563 "
"243","Rpl24","MGI:1915443","Rpl24","ribosomal protein L24","16","","cytosolic large ribosomal subunit","",NA,"IBA","PTN000082479 ","J:265628 "
"244","Rpl24","MGI:1915443","Rpl24","ribosomal protein L24","16","","cytosolic large ribosomal subunit","",NA,"IDA","","J:333015 "
"245","Rpl24","MGI:1915443","Rpl24","ribosomal protein L24","16","","cytosolic large ribosomal subunit","",NA,"IPI","","J:314083 "
"246","Rpl24","MGI:1915443","Rpl24","ribosomal protein L24","16","","cytosolic large ribosomal subunit","",NA,"ISO","P83731 ","J:164563 "
"247","Rpl24","MGI:1915443","Rpl24","ribosomal protein L24","16","","cytosolic large ribosomal subunit","",NA,"ISO","P83732 ","J:73065 "
"248","Rpl24","MGI:1915443","Rpl24","ribosomal protein L24","16","","cytosolic ribosome","",NA,"ISO","RGD:621191 ","J:155856 "
"249","Rpl24","MGI:1915443","Rpl24","ribosomal protein L24","16","","cytosolic ribosome","",NA,"ISO","P83731 ","J:164563 "
"250","Rpl17","MGI:2448270","Rpl17","ribosomal protein L17","18","","cytosolic large ribosomal subunit","",NA,"IBA","PTN000174131 ","J:265628 "
"251","Rpl17","MGI:2448270","Rpl17","ribosomal protein L17","18","","cytosolic large ribosomal subunit","",NA,"IDA","","J:333015 "
"252","Rpl17","MGI:2448270","Rpl17","ribosomal protein L17","18","","cytosolic large ribosomal subunit","",NA,"IPI","","J:314083 "
"253","Rpl17","MGI:2448270","Rpl17","ribosomal protein L17","18","","cytosolic large ribosomal subunit","",NA,"ISO","RGD:1303019 ","J:155856 "
"254","Rpl17","MGI:2448270","Rpl17","ribosomal protein L17","18","","cytosolic large ribosomal subunit","",NA,"ISO","P18621 ","J:164563 "
"255","Rpl17","MGI:2448270","Rpl17","ribosomal protein L17","18","","cytosolic ribosome","",NA,"ISO","P18621 ","J:164563 "
"256","Rps7","MGI:1333818","Rps7","ribosomal protein S7","12","","cytosolic ribosome","",NA,"ISO","P62081 ","J:164563 "
"257","Rps7","MGI:1333818","Rps7","ribosomal protein S7","12","","cytosolic small ribosomal subunit","",NA,"IBA","PTN000138848 ","J:265628 "
"258","Rps7","MGI:1333818","Rps7","ribosomal protein S7","12","","cytosolic small ribosomal subunit","",NA,"IDA","","J:333015 "
"259","Rps7","MGI:1333818","Rps7","ribosomal protein S7","12","","cytosolic small ribosomal subunit","",NA,"ISO","RGD:61907 ","J:155856 "
"260","Rps7","MGI:1333818","Rps7","ribosomal protein S7","12","","cytosolic small ribosomal subunit","",NA,"ISO","P62081 ","J:164563 "
"261","Rps7","MGI:1333818","Rps7","ribosomal protein S7","12","","cytosolic small ribosomal subunit","",NA,"NAS","","J:314083 "
"262","Rpl19","MGI:98020","Rpl19","ribosomal protein L19","11","","cytosolic large ribosomal subunit","",NA,"IBA","PTN000076564 ","J:265628 "
"263","Rpl19","MGI:98020","Rpl19","ribosomal protein L19","11","","cytosolic large ribosomal subunit","is a part of testis",NA,"IDA","","J:197929 "
"264","Rpl19","MGI:98020","Rpl19","ribosomal protein L19","11","","cytosolic large ribosomal subunit","",NA,"IDA","","J:31514 "
"265","Rpl19","MGI:98020","Rpl19","ribosomal protein L19","11","","cytosolic large ribosomal subunit","",NA,"IDA","","J:333015 "
"266","Rpl19","MGI:98020","Rpl19","ribosomal protein L19","11","","cytosolic large ribosomal subunit","",NA,"IPI","","J:314083 "
"267","Rpl19","MGI:98020","Rpl19","ribosomal protein L19","11","","cytosolic large ribosomal subunit","",NA,"ISO","RGD:621183 ","J:155856 "
"268","Rpl19","MGI:98020","Rpl19","ribosomal protein L19","11","","cytosolic large ribosomal subunit","",NA,"ISO","P84098 ","J:164563 "
"269","Rpl19","MGI:98020","Rpl19","ribosomal protein L19","11","","cytosolic ribosome","",NA,"ISO","P84098 ","J:164563 "
"270","Rpl28","MGI:101839","Rpl28","ribosomal protein L28","7","","cytosolic large ribosomal subunit","",NA,"IBA","PTN000057380 ","J:265628 "
"271","Rpl28","MGI:101839","Rpl28","ribosomal protein L28","7","","cytosolic large ribosomal subunit","",NA,"IDA","","J:333015 "
"272","Rpl28","MGI:101839","Rpl28","ribosomal protein L28","7","","cytosolic large ribosomal subunit","",NA,"IPI","","J:314083 "
"273","Rpl28","MGI:101839","Rpl28","ribosomal protein L28","7","","cytosolic large ribosomal subunit","",NA,"ISO","RGD:621193 ","J:155856 "
"274","Rpl28","MGI:101839","Rpl28","ribosomal protein L28","7","","cytosolic large ribosomal subunit","",NA,"ISO","P46779 ","J:164563 "
"275","Rpl28","MGI:101839","Rpl28","ribosomal protein L28","7","","cytosolic ribosome","",NA,"ISO","P46779 ","J:164563 "
"276","Rps3","MGI:1350917","Rps3","ribosomal protein S3","7","","cytosolic ribosome","",NA,"ISO","P23396 ","J:164563 "
"277","Rps3","MGI:1350917","Rps3","ribosomal protein S3","7","","cytosolic small ribosomal subunit","",NA,"IBA","PTN000205057 ","J:265628 "
"278","Rps3","MGI:1350917","Rps3","ribosomal protein S3","7","","cytosolic small ribosomal subunit","",NA,"IDA","","J:333015 "
"279","Rps3","MGI:1350917","Rps3","ribosomal protein S3","7","","cytosolic small ribosomal subunit","",NA,"ISO","RGD:619888 ","J:155856 "
"280","Rps3","MGI:1350917","Rps3","ribosomal protein S3","7","","cytosolic small ribosomal subunit","",NA,"ISO","P23396 ","J:164563 "
"281","Rps3","MGI:1350917","Rps3","ribosomal protein S3","7","","cytosolic small ribosomal subunit","",NA,"NAS","","J:314083 "
"282","Rps3a1","MGI:1202063","Rps3a1","ribosomal protein S3A1","3","","cytosolic ribosome","",NA,"ISO","P61247 ","J:164563 "
"283","Rps3a1","MGI:1202063","Rps3a1","ribosomal protein S3A1","3","","cytosolic small ribosomal subunit","",NA,"IDA","","J:333015 "
"284","Rps3a1","MGI:1202063","Rps3a1","ribosomal protein S3A1","3","","cytosolic small ribosomal subunit","",NA,"ISO","RGD:62078 ","J:155856 "
"285","Rps3a1","MGI:1202063","Rps3a1","ribosomal protein S3A1","3","","cytosolic small ribosomal subunit","",NA,"ISO","P61247 ","J:164563 "
"286","Rps3a1","MGI:1202063","Rps3a1","ribosomal protein S3A1","3","","cytosolic small ribosomal subunit","",NA,"NAS","","J:314083 "
"287","Rps8","MGI:98166","Rps8","ribosomal protein S8","4","","cytosolic ribosome","",NA,"ISO","P62241 ","J:164563 "
"288","Rps8","MGI:98166","Rps8","ribosomal protein S8","4","","cytosolic small ribosomal subunit","",NA,"IBA","PTN000044490 ","J:265628 "
"289","Rps8","MGI:98166","Rps8","ribosomal protein S8","4","","cytosolic small ribosomal subunit","",NA,"IDA","","J:333015 "
"290","Rps8","MGI:98166","Rps8","ribosomal protein S8","4","","cytosolic small ribosomal subunit","",NA,"ISO","RGD:61910 ","J:155856 "
"291","Rps8","MGI:98166","Rps8","ribosomal protein S8","4","","cytosolic small ribosomal subunit","",NA,"ISO","P62241 ","J:164563 "
"292","Rps8","MGI:98166","Rps8","ribosomal protein S8","4","","cytosolic small ribosomal subunit","",NA,"NAS","","J:314083 "
"293","Rps18","MGI:98146","Rps18","ribosomal protein S18","17","","cytosolic ribosome","",NA,"ISO","P62269 ","J:164563 "
"294","Rps18","MGI:98146","Rps18","ribosomal protein S18","17","","cytosolic small ribosomal subunit","",NA,"IDA","","J:333015 "
"295","Rps18","MGI:98146","Rps18","ribosomal protein S18","17","","cytosolic small ribosomal subunit","",NA,"ISO","RGD:3595 ","J:155856 "
"296","Rps18","MGI:98146","Rps18","ribosomal protein S18","17","","cytosolic small ribosomal subunit","",NA,"ISO","P62269 ","J:164563 "
"297","Rps18","MGI:98146","Rps18","ribosomal protein S18","17","","cytosolic small ribosomal subunit","",NA,"NAS","","J:314083 "
"298","Rpl27","MGI:98036","Rpl27","ribosomal protein L27","11","","cytosolic large ribosomal subunit","",NA,"IBA","PTN000052145 ","J:265628 "
"299","Rpl27","MGI:98036","Rpl27","ribosomal protein L27","11","","cytosolic large ribosomal subunit","",NA,"IDA","","J:333015 "
"300","Rpl27","MGI:98036","Rpl27","ribosomal protein L27","11","","cytosolic large ribosomal subunit","",NA,"IPI","","J:314083 "
"301","Rpl27","MGI:98036","Rpl27","ribosomal protein L27","11","","cytosolic large ribosomal subunit","",NA,"ISO","RGD:621192 ","J:155856 "
"302","Rpl27","MGI:98036","Rpl27","ribosomal protein L27","11","","cytosolic large ribosomal subunit","",NA,"ISO","P61353 ","J:164563 "
"303","Rpl27","MGI:98036","Rpl27","ribosomal protein L27","11","","cytosolic ribosome","",NA,"ISO","P61353 ","J:164563 "
"304","Rpl18","MGI:98003","Rpl18","ribosomal protein L18","7","","cytosolic large ribosomal subunit","",NA,"IBA","PTN000859219 ","J:265628 "
"305","Rpl18","MGI:98003","Rpl18","ribosomal protein L18","7","","cytosolic large ribosomal subunit","",NA,"IDA","","J:333015 "
"306","Rpl18","MGI:98003","Rpl18","ribosomal protein L18","7","","cytosolic large ribosomal subunit","",NA,"IPI","","J:314083 "
"307","Rpl18","MGI:98003","Rpl18","ribosomal protein L18","7","","cytosolic large ribosomal subunit","",NA,"ISO","RGD:621182 ","J:155856 "
"308","Rpl18","MGI:98003","Rpl18","ribosomal protein L18","7","","cytosolic large ribosomal subunit","",NA,"ISO","Q07020 ","J:164563 "
"309","Rpl18","MGI:98003","Rpl18","ribosomal protein L18","7","","cytosolic ribosome","",NA,"ISO","Q07020 ","J:164563 "
"310","Rps4x","MGI:98158","Rps4x","ribosomal protein S4, X-linked","X","","cytosolic ribosome","",NA,"ISO","P62701 ","J:164563 "
"311","Rps4x","MGI:98158","Rps4x","ribosomal protein S4, X-linked","X","","cytosolic small ribosomal subunit","",NA,"IBA","PTN000171891 ","J:265628 "
"312","Rps4x","MGI:98158","Rps4x","ribosomal protein S4, X-linked","X","","cytosolic small ribosomal subunit","",NA,"IDA","","J:333015 "
"313","Rps4x","MGI:98158","Rps4x","ribosomal protein S4, X-linked","X","","cytosolic small ribosomal subunit","",NA,"ISO","P62701 ","J:164563 "
"314","Rps4x","MGI:98158","Rps4x","ribosomal protein S4, X-linked","X","","cytosolic small ribosomal subunit","",NA,"NAS","","J:314083 "
"315","Rpl18a","MGI:1924058","Rpl18a","ribosomal protein L18A","8","","cytosolic large ribosomal subunit","",NA,"IBA","PTN000006274 ","J:265628 "
"316","Rpl18a","MGI:1924058","Rpl18a","ribosomal protein L18A","8","","cytosolic large ribosomal subunit","",NA,"IDA","","J:333015 "
"317","Rpl18a","MGI:1924058","Rpl18a","ribosomal protein L18A","8","","cytosolic large ribosomal subunit","",NA,"IPI","","J:314083 "
"318","Rpl18a","MGI:1924058","Rpl18a","ribosomal protein L18A","8","","cytosolic large ribosomal subunit","",NA,"ISO","RGD:1302976 ","J:155856 "
"319","Rpl18a","MGI:1924058","Rpl18a","ribosomal protein L18A","8","","cytosolic large ribosomal subunit","",NA,"ISO","Q02543 ","J:164563 "
"320","Rpl18a","MGI:1924058","Rpl18a","ribosomal protein L18A","8","","cytosolic ribosome","",NA,"ISO","Q02543 ","J:164563 "
"321","Rpl29","MGI:99687","Rpl29","ribosomal protein L29","9","","cytosolic large ribosomal subunit","",NA,"IBA","PTN000306390 ","J:265628 "
"322","Rpl29","MGI:99687","Rpl29","ribosomal protein L29","9","","cytosolic large ribosomal subunit","",NA,"IDA","","J:333015 "
"323","Rpl29","MGI:99687","Rpl29","ribosomal protein L29","9","","cytosolic large ribosomal subunit","",NA,"IPI","","J:314083 "
"324","Rpl29","MGI:99687","Rpl29","ribosomal protein L29","9","","cytosolic large ribosomal subunit","",NA,"ISO","RGD:62069 ","J:155856 "
"325","Rpl29","MGI:99687","Rpl29","ribosomal protein L29","9","","cytosolic large ribosomal subunit","",NA,"ISO","P47914 ","J:164563 "
"326","Rpl29","MGI:99687","Rpl29","ribosomal protein L29","9","","cytosolic ribosome","",NA,"IDA","","J:117229 "
"327","Rpl29","MGI:99687","Rpl29","ribosomal protein L29","9","","cytosolic ribosome","",NA,"ISO","P47914 ","J:164563 "
"328","Rpl22","MGI:99262","Rpl22","ribosomal protein L22","4","","cytosolic large ribosomal subunit","",NA,"IDA","","J:333015 "
"329","Rpl22","MGI:99262","Rpl22","ribosomal protein L22","4","","cytosolic large ribosomal subunit","",NA,"ISO","RGD:621189 ","J:155856 "
"330","Rpl22","MGI:99262","Rpl22","ribosomal protein L22","4","","cytosolic large ribosomal subunit","",NA,"ISO","P35268 ","J:164563 "
"331","Rpl22","MGI:99262","Rpl22","ribosomal protein L22","4","","cytosolic ribosome","",NA,"ISO","P35268 ","J:164563 "
"332","Rpl14","MGI:1914365","Rpl14","ribosomal protein L14","9","","cytosolic large ribosomal subunit","",NA,"IBA","PTN000874665 ","J:265628 "
"333","Rpl14","MGI:1914365","Rpl14","ribosomal protein L14","9","","cytosolic large ribosomal subunit","",NA,"IDA","","J:333015 "
"334","Rpl14","MGI:1914365","Rpl14","ribosomal protein L14","9","","cytosolic large ribosomal subunit","",NA,"IPI","","J:314083 "
"335","Rpl14","MGI:1914365","Rpl14","ribosomal protein L14","9","","cytosolic large ribosomal subunit","",NA,"ISO","RGD:621180 ","J:155856 "
"336","Rpl14","MGI:1914365","Rpl14","ribosomal protein L14","9","","cytosolic large ribosomal subunit","",NA,"ISO","P50914 ","J:164563 "
"337","Rpl14","MGI:1914365","Rpl14","ribosomal protein L14","9","","cytosolic ribosome","",NA,"ISO","P50914 ","J:164563 "
"338","Rpl15","MGI:1913730","Rpl15","ribosomal protein L15","14","","cytosolic large ribosomal subunit","",NA,"IBA","PTN000217960 ","J:265628 "
"339","Rpl15","MGI:1913730","Rpl15","ribosomal protein L15","14","","cytosolic large ribosomal subunit","",NA,"IDA","","J:333015 "
"340","Rpl15","MGI:1913730","Rpl15","ribosomal protein L15","14","","cytosolic large ribosomal subunit","",NA,"IPI","","J:314083 "
"341","Rpl15","MGI:1913730","Rpl15","ribosomal protein L15","14","","cytosolic large ribosomal subunit","",NA,"ISO","RGD:621181 ","J:155856 "
"342","Rpl15","MGI:1913730","Rpl15","ribosomal protein L15","14","","cytosolic large ribosomal subunit","",NA,"ISO","P61313 ","J:164563 "
"343","Rpl15","MGI:1913730","Rpl15","ribosomal protein L15","14","","cytosolic ribosome","",NA,"ISO","P61313 ","J:164563 "
"344","Rpl36al","MGI:1913733","Rpl36al","ribosomal protein L36A-like","12","","cytosolic large ribosomal subunit","",NA,"ISO","RGD:1306640 ","J:155856 "
"345","Rpl36al","MGI:1913733","Rpl36al","ribosomal protein L36A-like","12","","cytosolic large ribosomal subunit","",NA,"ISO","P83881 ","J:164563 "
"346","Rpl36al","MGI:1913733","Rpl36al","ribosomal protein L36A-like","12","","cytosolic ribosome","",NA,"ISO","P83881 ","J:164563 "
"347","Rps17","MGI:1309526","Rps17","ribosomal protein S17","7","","cytosolic ribosome","",NA,"ISO","P08708 ","J:164563 "
"348","Rps17","MGI:1309526","Rps17","ribosomal protein S17","7","","cytosolic small ribosomal subunit","",NA,"IDA","","J:333015 "
"349","Rps17","MGI:1309526","Rps17","ribosomal protein S17","7","","cytosolic small ribosomal subunit","",NA,"ISO","RGD:62027 ","J:155856 "
"350","Rps17","MGI:1309526","Rps17","ribosomal protein S17","7","","cytosolic small ribosomal subunit","",NA,"ISO","NM_017152 ","J:49833 "
"351","Rps17","MGI:1309526","Rps17","ribosomal protein S17","7","","cytosolic small ribosomal subunit","",NA,"ISO","P08708 ","J:164563 "
"352","Rps17","MGI:1309526","Rps17","ribosomal protein S17","7","","cytosolic small ribosomal subunit","",NA,"NAS","","J:314083 "
"353","Rpl3","MGI:1351605","Rpl3","ribosomal protein L3","15","","cytosolic large ribosomal subunit","",NA,"IBA","PTN000146039 ","J:265628 "
"354","Rpl3","MGI:1351605","Rpl3","ribosomal protein L3","15","","cytosolic large ribosomal subunit","",NA,"IDA","","J:333015 "
"355","Rpl3","MGI:1351605","Rpl3","ribosomal protein L3","15","","cytosolic large ribosomal subunit","",NA,"IPI","","J:314083 "
"356","Rpl3","MGI:1351605","Rpl3","ribosomal protein L3","15","","cytosolic large ribosomal subunit","",NA,"ISO","RGD:735105 ","J:155856 "
"357","Rpl3","MGI:1351605","Rpl3","ribosomal protein L3","15","","cytosolic large ribosomal subunit","",NA,"ISO","P39023 ","J:164563 "
"358","Rpl3","MGI:1351605","Rpl3","ribosomal protein L3","15","","cytosolic ribosome","",NA,"ISO","P39023 ","J:164563 "
"359","Ubb","MGI:98888","Ubb","ubiquitin B","11","","cytosolic small ribosomal subunit","",NA,"IBA","PTN008503435 ","J:265628 "
"360","Rps25","MGI:1922867","Rps25","ribosomal protein S25","9","","cytosolic ribosome","",NA,"ISO","P62851 ","J:164563 "
"361","Rps25","MGI:1922867","Rps25","ribosomal protein S25","9","","cytosolic small ribosomal subunit","",NA,"IBA","PTN000982949 ","J:265628 "
"362","Rps25","MGI:1922867","Rps25","ribosomal protein S25","9","","cytosolic small ribosomal subunit","",NA,"IDA","","J:333015 "
"363","Rps25","MGI:1922867","Rps25","ribosomal protein S25","9","","cytosolic small ribosomal subunit","",NA,"ISO","RGD:621043 ","J:155856 "
"364","Rps25","MGI:1922867","Rps25","ribosomal protein S25","9","","cytosolic small ribosomal subunit","",NA,"ISO","P62851 ","J:164563 "
"365","Rps25","MGI:1922867","Rps25","ribosomal protein S25","9","","cytosolic small ribosomal subunit","",NA,"NAS","","J:314083 "
"366","Rplp0","MGI:1927636","Rplp0","ribosomal protein, large, P0","5","","cytosolic large ribosomal subunit","",NA,"IBA","PTN000474664 ","J:265628 "
"367","Rplp0","MGI:1927636","Rplp0","ribosomal protein, large, P0","5","","cytosolic large ribosomal subunit","",NA,"IPI","","J:314083 "
"368","Rplp0","MGI:1927636","Rplp0","ribosomal protein, large, P0","5","","cytosolic large ribosomal subunit","",NA,"ISO","P05388 ","J:164563 "
"369","Rplp0","MGI:1927636","Rplp0","ribosomal protein, large, P0","5","","cytosolic ribosome","",NA,"ISO","P05388 ","J:164563 "
"370","Rpl13a","MGI:1351455","Rpl13a","ribosomal protein L13A","7","","cytosolic large ribosomal subunit","",NA,"IBA","PTN000166703 ","J:265628 "
"371","Rpl13a","MGI:1351455","Rpl13a","ribosomal protein L13A","7","","cytosolic large ribosomal subunit","",NA,"IDA","","J:333015 "
"372","Rpl13a","MGI:1351455","Rpl13a","ribosomal protein L13A","7","","cytosolic large ribosomal subunit","",NA,"IPI","","J:314083 "
"373","Rpl13a","MGI:1351455","Rpl13a","ribosomal protein L13A","7","","cytosolic large ribosomal subunit","",NA,"ISO","RGD:628697 ","J:155856 "
"374","Rpl13a","MGI:1351455","Rpl13a","ribosomal protein L13A","7","","cytosolic large ribosomal subunit","",NA,"ISO","P40429 ","J:164563 "
"375","Rpl13a","MGI:1351455","Rpl13a","ribosomal protein L13A","7","","cytosolic ribosome","",NA,"ISO","P40429 ","J:164563 "
"376","Rpl6","MGI:108057","Rpl6","ribosomal protein L6","5","","cytosolic large ribosomal subunit","",NA,"IBA","PTN000076315 ","J:265628 "
"377","Rpl6","MGI:108057","Rpl6","ribosomal protein L6","5","","cytosolic large ribosomal subunit","",NA,"IDA","","J:333015 "
"378","Rpl6","MGI:108057","Rpl6","ribosomal protein L6","5","","cytosolic large ribosomal subunit","",NA,"IPI","","J:314083 "
"379","Rpl6","MGI:108057","Rpl6","ribosomal protein L6","5","","cytosolic large ribosomal subunit","",NA,"ISO","RGD:619826 ","J:155856 "
"380","Rpl6","MGI:108057","Rpl6","ribosomal protein L6","5","","cytosolic large ribosomal subunit","",NA,"ISO","Q02878 ","J:164563 "
"381","Rpl6","MGI:108057","Rpl6","ribosomal protein L6","5","","cytosolic ribosome","",NA,"ISO","Q02878 ","J:164563 "
"382","Rpl10a","MGI:1343877","Rpl10a","ribosomal protein L10A","17","","cytosolic large ribosomal subunit","",NA,"IBA","PTN004606439 ","J:265628 "
"383","Rpl10a","MGI:1343877","Rpl10a","ribosomal protein L10A","17","","cytosolic large ribosomal subunit","",NA,"IPI","","J:314083 "
"384","Rpl10a","MGI:1343877","Rpl10a","ribosomal protein L10A","17","","cytosolic large ribosomal subunit","",NA,"ISO","RGD:620497 ","J:155856 "
"385","Rpl10a","MGI:1343877","Rpl10a","ribosomal protein L10A","17","","cytosolic large ribosomal subunit","",NA,"ISO","P62906 ","J:164563 "
"386","Rpl10a","MGI:1343877","Rpl10a","ribosomal protein L10A","17","","cytosolic ribosome","",NA,"ISO","P62906 ","J:164563 "
"387","Rpl8","MGI:1350927","Rpl8","ribosomal protein L8","15","","cytosolic large ribosomal subunit","",NA,"IBA","PTN000343558 ","J:265628 "
