"","Gene","G","Symbol","Name","Chr","Qualifier","Annotated.Term","Context","Proteoform","Evidence","Inferred.From","Reference.s."
"22","Rpl35","MGI:1913739","Rpl35","ribosomal protein L35","2","","cytosolic ribosome","",NA,"ISO","P42766 ","J:164563 "
"23","Rpl37","MGI:1914531","Rpl37","ribosomal protein L37","15","","cytosolic large ribosomal subunit","",NA,"IBA","PTN000080456 ","J:265628 "
"24","Rpl37","MGI:1914531","Rpl37","ribosomal protein L37","15","","cytosolic large ribosomal subunit","",NA,"ISO","RGD:621204 ","J:155856 "
"25","Rpl37","MGI:1914531","Rpl37","ribosomal protein L37","15","","cytosolic large ribosomal subunit","",NA,"ISO","P61927 ","J:164563 "
"26","Rpl37","MGI:1914531","Rpl37","ribosomal protein L37","15","","cytosolic ribosome","",NA,"ISO","P61927 ","J:164563 "
"27","Rps29","MGI:107681","Rps29","ribosomal protein S29","12","","cytosolic small ribosomal subunit","",NA,"IBA","PTN000244187 ","J:265628 "
"28","Rps29","MGI:107681","Rps29","ribosomal protein S29","12","","cytosolic small ribosomal subunit","",NA,"IDA","","J:333015 "
"29","Rps29","MGI:107681","Rps29","ribosomal protein S29","12","","cytosolic small ribosomal subunit","",NA,"ISO","L31610 ","J:35064 "
"30","Rps29","MGI:107681","Rps29","ribosomal protein S29","12","","cytosolic small ribosomal subunit","",NA,"ISO","RGD:3596 ","J:155856 "
"31","Rps29","MGI:107681","Rps29","ribosomal protein S29","12","","cytosolic small ribosomal subunit","",NA,"ISO","P62273 ","J:164563 "
"32","Rps29","MGI:107681","Rps29","ribosomal protein S29","12","","cytosolic small ribosomal subunit","",NA,"NAS","","J:314083 "
"33","Rpl38","MGI:1914921","Rpl38","ribosomal protein L38","11","","cytosolic large ribosomal subunit","",NA,"IBA","PTN000103359 ","J:265628 "
"34","Rpl38","MGI:1914921","Rpl38","ribosomal protein L38","11","","cytosolic large ribosomal subunit","",NA,"IDA","","J:333015 "
"35","Rpl38","MGI:1914921","Rpl38","ribosomal protein L38","11","","cytosolic large ribosomal subunit","",NA,"IPI","","J:314083 "
"36","Rpl38","MGI:1914921","Rpl38","ribosomal protein L38","11","","cytosolic large ribosomal subunit","",NA,"ISO","RGD:1305573 ","J:155856 "
"37","Rpl38","MGI:1914921","Rpl38","ribosomal protein L38","11","","cytosolic large ribosomal subunit","",NA,"ISO","P63173 ","J:164563 "
"38","Rpl38","MGI:1914921","Rpl38","ribosomal protein L38","11","","cytosolic ribosome","",NA,"ISO","P63173 ","J:164563 "
"39","Rpl9","MGI:1298373","Rpl9","ribosomal protein L9","5","","cytosolic large ribosomal subunit","",NA,"IBA","PTN000183647 ","J:265628 "
"40","Rpl9","MGI:1298373","Rpl9","ribosomal protein L9","5","","cytosolic large ribosomal subunit","",NA,"IDA","","J:49488 "
"41","Rpl9","MGI:1298373","Rpl9","ribosomal protein L9","5","","cytosolic large ribosomal subunit","",NA,"IDA","","J:333015 "
"42","Rpl9","MGI:1298373","Rpl9","ribosomal protein L9","5","","cytosolic large ribosomal subunit","",NA,"IPI","","J:314083 "
"43","Rpl9","MGI:1298373","Rpl9","ribosomal protein L9","5","","cytosolic large ribosomal subunit","",NA,"ISO","RGD:62049 ","J:155856 "
"44","Rpl9","MGI:1298373","Rpl9","ribosomal protein L9","5","","cytosolic large ribosomal subunit","",NA,"ISO","P32969 ","J:164563 "
"45","Rpl9","MGI:1298373","Rpl9","ribosomal protein L9","5","","cytosolic ribosome","",NA,"ISO","P32969 ","J:164563 "
"46","Rps28","MGI:1859516","Rps28","ribosomal protein S28","17","","cytosolic small ribosomal subunit","",NA,"IBA","PTN000080571 ","J:265628 "
"47","Rps28","MGI:1859516","Rps28","ribosomal protein S28","17","","cytosolic small ribosomal subunit","",NA,"IDA","","J:333015 "
"48","Rps28","MGI:1859516","Rps28","ribosomal protein S28","17","","cytosolic small ribosomal subunit","",NA,"ISO","RGD:621046 ","J:155856 "
"49","Rps28","MGI:1859516","Rps28","ribosomal protein S28","17","","cytosolic small ribosomal subunit","",NA,"ISO","P62857 ","J:164563 "
"50","Rps28","MGI:1859516","Rps28","ribosomal protein S28","17","","cytosolic small ribosomal subunit","",NA,"NAS","","J:314083 "
"51","Rpl30","MGI:98037","Rpl30","ribosomal protein L30","15","","cytosolic large ribosomal subunit","",NA,"IBA","PTN000154874 ","J:265628 "
"52","Rpl30","MGI:98037","Rpl30","ribosomal protein L30","15","","cytosolic large ribosomal subunit","",NA,"IDA","","J:333015 "
"53","Rpl30","MGI:98037","Rpl30","ribosomal protein L30","15","","cytosolic large ribosomal subunit","",NA,"IPI","","J:314083 "
"54","Rpl30","MGI:98037","Rpl30","ribosomal protein L30","15","","cytosolic large ribosomal subunit","",NA,"ISO","RGD:621201 ","J:155856 "
"55","Rpl30","MGI:98037","Rpl30","ribosomal protein L30","15","","cytosolic large ribosomal subunit","",NA,"ISO","P62888 ","J:164563 "
"56","Rpl30","MGI:98037","Rpl30","ribosomal protein L30","15","","cytosolic ribosome","",NA,"ISO","P62888 ","J:164563 "
"57","Rpl34","MGI:1915686","Rpl34","ribosomal protein L34","3","","cytosolic large ribosomal subunit","",NA,"IBA","PTN000079604 ","J:265628 "
"58","Rpl34","MGI:1915686","Rpl34","ribosomal protein L34","3","","cytosolic large ribosomal subunit","",NA,"IDA","","J:333015 "
"59","Rpl34","MGI:1915686","Rpl34","ribosomal protein L34","3","","cytosolic large ribosomal subunit","",NA,"IPI","","J:314083 "
"60","Rpl34","MGI:1915686","Rpl34","ribosomal protein L34","3","","cytosolic large ribosomal subunit","",NA,"ISO","RGD:1309402 ","J:155856 "
"61","Rpl34","MGI:1915686","Rpl34","ribosomal protein L34","3","","cytosolic large ribosomal subunit","",NA,"ISO","P49207 ","J:164563 "
"62","Rpl34","MGI:1915686","Rpl34","ribosomal protein L34","3","","cytosolic ribosome","",NA,"ISO","P49207 ","J:164563 "
"63","Rps26","MGI:1351628","Rps26","ribosomal protein S26","10","","cytosolic small ribosomal subunit","",NA,"IBA","PTN000283756 ","J:265628 "
"64","Rps26","MGI:1351628","Rps26","ribosomal protein S26","10","","cytosolic small ribosomal subunit","",NA,"IDA","","J:333015 "
"65","Rps26","MGI:1351628","Rps26","ribosomal protein S26","10","","cytosolic small ribosomal subunit","",NA,"ISO","RGD:621044 ","J:155856 "
"66","Rps26","MGI:1351628","Rps26","ribosomal protein S26","10","","cytosolic small ribosomal subunit","",NA,"ISO","P62854 ","J:164563 "
"67","Rps26","MGI:1351628","Rps26","ribosomal protein S26","10","","cytosolic small ribosomal subunit","",NA,"NAS","","J:314083 "
"68","Rpl39","MGI:1914498","Rpl39","ribosomal protein L39","X","","cytosolic large ribosomal subunit","",NA,"IBA","PTN000463054 ","J:265628 "
"69","Rpl39","MGI:1914498","Rpl39","ribosomal protein L39","X","","cytosolic large ribosomal subunit","",NA,"IDA","","J:333015 "
"70","Rpl39","MGI:1914498","Rpl39","ribosomal protein L39","X","","cytosolic large ribosomal subunit","",NA,"IPI","","J:314083 "
"71","Rpl39","MGI:1914498","Rpl39","ribosomal protein L39","X","","cytosolic large ribosomal subunit","",NA,"ISO","RGD:3593 ","J:155856 "
"72","Rpl39","MGI:1914498","Rpl39","ribosomal protein L39","X","","cytosolic large ribosomal subunit","",NA,"ISO","P62891 ","J:164563 "
"73","Rpl39","MGI:1914498","Rpl39","ribosomal protein L39","X","","cytosolic ribosome","",NA,"ISO","P62891 ","J:164563 "
"74","Rps24","MGI:98147","Rps24","ribosomal protein S24","14","","cytosolic ribosome","",NA,"ISO","P62847 ","J:164563 "
"75","Rps24","MGI:98147","Rps24","ribosomal protein S24","14","","cytosolic small ribosomal subunit","",NA,"IDA","","J:333015 "
"76","Rps24","MGI:98147","Rps24","ribosomal protein S24","14","","cytosolic small ribosomal subunit","",NA,"ISO","RGD:621040 ","J:155856 "
"77","Rps24","MGI:98147","Rps24","ribosomal protein S24","14","","cytosolic small ribosomal subunit","",NA,"ISO","NM_033022 ","J:1948 "
"78","Rps24","MGI:98147","Rps24","ribosomal protein S24","14","","cytosolic small ribosomal subunit","",NA,"ISO","P62847 ","J:164563 "
"79","Rps24","MGI:98147","Rps24","ribosomal protein S24","14","","cytosolic small ribosomal subunit","",NA,"NAS","","J:314083 "
"80","Rpl17","MGI:2448270","Rpl17","ribosomal protein L17","18","","cytosolic large ribosomal subunit","",NA,"IBA","PTN000174131 ","J:265628 "
"81","Rpl17","MGI:2448270","Rpl17","ribosomal protein L17","18","","cytosolic large ribosomal subunit","",NA,"IDA","","J:333015 "
"82","Rpl17","MGI:2448270","Rpl17","ribosomal protein L17","18","","cytosolic large ribosomal subunit","",NA,"IPI","","J:314083 "
"83","Rpl17","MGI:2448270","Rpl17","ribosomal protein L17","18","","cytosolic large ribosomal subunit","",NA,"ISO","RGD:1303019 ","J:155856 "
"84","Rpl17","MGI:2448270","Rpl17","ribosomal protein L17","18","","cytosolic large ribosomal subunit","",NA,"ISO","P18621 ","J:164563 "
"85","Rpl17","MGI:2448270","Rpl17","ribosomal protein L17","18","","cytosolic ribosome","",NA,"ISO","P18621 ","J:164563 "
"86","Rps27a","MGI:1925544","Rps27a","ribosomal protein S27A","11","","cytosolic ribosome","",NA,"ISO","P62979 ","J:164563 "
"87","Rps27a","MGI:1925544","Rps27a","ribosomal protein S27A","11","","cytosolic small ribosomal subunit","",NA,"ISO","RGD:620240 ","J:155856 "
"88","Rps27a","MGI:1925544","Rps27a","ribosomal protein S27A","11","","cytosolic small ribosomal subunit","",NA,"ISO","RGD:6489478 ","J:155856 "
"89","Rps27a","MGI:1925544","Rps27a","ribosomal protein S27A","11","","cytosolic small ribosomal subunit","",NA,"ISO","P62979 ","J:164563 "
"90","Rps27a","MGI:1925544","Rps27a","ribosomal protein S27A","11","","cytosolic small ribosomal subunit","",NA,"NAS","","J:314083 "
"91","Rps14","MGI:98107","Rps14","ribosomal protein S14","18","","cytosolic ribosome","",NA,"ISO","P62263 ","J:164563 "
"92","Rps14","MGI:98107","Rps14","ribosomal protein S14","18","","cytosolic small ribosomal subunit","",NA,"IBA","PTN000204886 ","J:265628 "
"93","Rps14","MGI:98107","Rps14","ribosomal protein S14","18","","cytosolic small ribosomal subunit","",NA,"IDA","","J:333015 "
"94","Rps14","MGI:98107","Rps14","ribosomal protein S14","18","","cytosolic small ribosomal subunit","",NA,"ISO","RGD:62025 ","J:155856 "
"95","Rps14","MGI:98107","Rps14","ribosomal protein S14","18","","cytosolic small ribosomal subunit","",NA,"ISO","P62263 ","J:164563 "
"96","Rps14","MGI:98107","Rps14","ribosomal protein S14","18","","cytosolic small ribosomal subunit","",NA,"NAS","","J:314083 "
"97","Rpl11","MGI:1914275","Rpl11","ribosomal protein L11","4","","cytosolic large ribosomal subunit","",NA,"IBA","PTN000242048 ","J:265628 "
"98","Rpl11","MGI:1914275","Rpl11","ribosomal protein L11","4","","cytosolic large ribosomal subunit","",NA,"IDA","","J:333015 "
"99","Rpl11","MGI:1914275","Rpl11","ribosomal protein L11","4","","cytosolic large ribosomal subunit","",NA,"IPI","","J:314083 "
"100","Rpl11","MGI:1914275","Rpl11","ribosomal protein L11","4","","cytosolic large ribosomal subunit","",NA,"ISO","RGD:1308681 ","J:155856 "
"101","Rpl11","MGI:1914275","Rpl11","ribosomal protein L11","4","","cytosolic large ribosomal subunit","",NA,"ISO","P62913 ","J:164563 "
"102","Rpl11","MGI:1914275","Rpl11","ribosomal protein L11","4","","cytosolic ribosome","",NA,"ISO","RGD:1308681 ","J:155856 "
"103","Rpl11","MGI:1914275","Rpl11","ribosomal protein L11","4","","cytosolic ribosome","",NA,"ISO","P62913 ","J:164563 "
"104","Rplp2","MGI:1914436","Rplp2","ribosomal protein, large P2","7","","cytosolic large ribosomal subunit","",NA,"IPI","","J:314083 "
"105","Rplp2","MGI:1914436","Rplp2","ribosomal protein, large P2","7","","cytosolic large ribosomal subunit","",NA,"ISO","RGD:621775 ","J:155856 "
"106","Rplp2","MGI:1914436","Rplp2","ribosomal protein, large P2","7","","cytosolic large ribosomal subunit","",NA,"ISO","P05387 ","J:164563 "
"107","Fau","MGI:102547","Fau","FAU ubiquitin like and ribosomal protein S30 fusion","19","","cytosolic ribosome","",NA,"ISO","P62861 ","J:164563 "
"108","Fau","MGI:102547","Fau","FAU ubiquitin like and ribosomal protein S30 fusion","19","","cytosolic small ribosomal subunit","",NA,"IDA","","J:333015 "
"109","Fau","MGI:102547","Fau","FAU ubiquitin like and ribosomal protein S30 fusion","19","","cytosolic small ribosomal subunit","",NA,"ISO","P62861 ","J:164563 "
"110","Fau","MGI:102547","Fau","FAU ubiquitin like and ribosomal protein S30 fusion","19","","cytosolic small ribosomal subunit","",NA,"NAS","","J:314083 "
"111","Rps3","MGI:1350917","Rps3","ribosomal protein S3","7","","cytosolic ribosome","",NA,"ISO","P23396 ","J:164563 "
"112","Rps3","MGI:1350917","Rps3","ribosomal protein S3","7","","cytosolic small ribosomal subunit","",NA,"IBA","PTN000205057 ","J:265628 "
"113","Rps3","MGI:1350917","Rps3","ribosomal protein S3","7","","cytosolic small ribosomal subunit","",NA,"IDA","","J:333015 "
"114","Rps3","MGI:1350917","Rps3","ribosomal protein S3","7","","cytosolic small ribosomal subunit","",NA,"ISO","RGD:619888 ","J:155856 "
"115","Rps3","MGI:1350917","Rps3","ribosomal protein S3","7","","cytosolic small ribosomal subunit","",NA,"ISO","P23396 ","J:164563 "
"116","Rps3","MGI:1350917","Rps3","ribosomal protein S3","7","","cytosolic small ribosomal subunit","",NA,"NAS","","J:314083 "
"117","Rpl29","MGI:99687","Rpl29","ribosomal protein L29","9","","cytosolic large ribosomal subunit","",NA,"IBA","PTN000306390 ","J:265628 "
"118","Rpl29","MGI:99687","Rpl29","ribosomal protein L29","9","","cytosolic large ribosomal subunit","",NA,"IDA","","J:333015 "
"119","Rpl29","MGI:99687","Rpl29","ribosomal protein L29","9","","cytosolic large ribosomal subunit","",NA,"IPI","","J:314083 "
"120","Rpl29","MGI:99687","Rpl29","ribosomal protein L29","9","","cytosolic large ribosomal subunit","",NA,"ISO","RGD:62069 ","J:155856 "
"121","Rpl29","MGI:99687","Rpl29","ribosomal protein L29","9","","cytosolic large ribosomal subunit","",NA,"ISO","P47914 ","J:164563 "
"122","Rpl29","MGI:99687","Rpl29","ribosomal protein L29","9","","cytosolic ribosome","",NA,"IDA","","J:117229 "
"123","Rpl29","MGI:99687","Rpl29","ribosomal protein L29","9","","cytosolic ribosome","",NA,"ISO","P47914 ","J:164563 "
"124","Rplp1","MGI:1927099","Rplp1","ribosomal protein, large, P1","9","","cytosolic large ribosomal subunit","",NA,"IBA","PTN000474938 ","J:265628 "
"125","Rplp1","MGI:1927099","Rplp1","ribosomal protein, large, P1","9","","cytosolic large ribosomal subunit","",NA,"IPI","","J:314083 "
"126","Rplp1","MGI:1927099","Rplp1","ribosomal protein, large, P1","9","","cytosolic large ribosomal subunit","",NA,"ISO","RGD:621774 ","J:155856 "
"127","Rplp1","MGI:1927099","Rplp1","ribosomal protein, large, P1","9","","cytosolic large ribosomal subunit","",NA,"ISO","P05386 ","J:164563 "
"128","Rplp1","MGI:1927099","Rplp1","ribosomal protein, large, P1","9","","cytosolic ribosome","",NA,"ISO","P05386 ","J:164563 "
"129","Rpl32","MGI:98038","Rpl32","ribosomal protein L32","6","","cytosolic large ribosomal subunit","",NA,"IBA","PTN000601894 ","J:265628 "
"130","Rpl32","MGI:98038","Rpl32","ribosomal protein L32","6","","cytosolic large ribosomal subunit","",NA,"IDA","","J:31514 "
"131","Rpl32","MGI:98038","Rpl32","ribosomal protein L32","6","","cytosolic large ribosomal subunit","",NA,"IDA","","J:333015 "
"132","Rpl32","MGI:98038","Rpl32","ribosomal protein L32","6","","cytosolic large ribosomal subunit","",NA,"IPI","","J:314083 "
"133","Rpl32","MGI:98038","Rpl32","ribosomal protein L32","6","","cytosolic large ribosomal subunit","",NA,"ISO","RGD:621203 ","J:155856 "
"134","Rpl32","MGI:98038","Rpl32","ribosomal protein L32","6","","cytosolic large ribosomal subunit","",NA,"ISO","P62910 ","J:164563 "
"135","Rpl32","MGI:98038","Rpl32","ribosomal protein L32","6","","cytosolic ribosome","",NA,"ISO","P62910 ","J:164563 "
"136","Rpl21","MGI:1278340","Rpl21","ribosomal protein L21","5","","cytosolic large ribosomal subunit","",NA,"IBA","PTN001463935 ","J:265628 "
"137","Rpl21","MGI:1278340","Rpl21","ribosomal protein L21","5","","cytosolic large ribosomal subunit","",NA,"IDA","","J:333015 "
"138","Rpl21","MGI:1278340","Rpl21","ribosomal protein L21","5","","cytosolic large ribosomal subunit","",NA,"IPI","","J:314083 "
"139","Rpl21","MGI:1278340","Rpl21","ribosomal protein L21","5","","cytosolic large ribosomal subunit","",NA,"ISO","RGD:68390 ","J:155856 "
"140","Rpl21","MGI:1278340","Rpl21","ribosomal protein L21","5","","cytosolic large ribosomal subunit","",NA,"ISO","P46778 ","J:164563 "
"141","Rpl21","MGI:1278340","Rpl21","ribosomal protein L21","5","","cytosolic ribosome","",NA,"ISO","P46778 ","J:164563 "
"142","Rps13","MGI:1915302","Rps13","ribosomal protein S13","7","","cytosolic ribosome","",NA,"ISO","P62277 ","J:164563 "
"143","Rps13","MGI:1915302","Rps13","ribosomal protein S13","7","","cytosolic small ribosomal subunit","",NA,"IBA","PTN000223267 ","J:265628 "
"144","Rps13","MGI:1915302","Rps13","ribosomal protein S13","7","","cytosolic small ribosomal subunit","",NA,"IDA","","J:333015 "
"145","Rps13","MGI:1915302","Rps13","ribosomal protein S13","7","","cytosolic small ribosomal subunit","",NA,"ISO","RGD:621027 ","J:155856 "
"146","Rps13","MGI:1915302","Rps13","ribosomal protein S13","7","","cytosolic small ribosomal subunit","",NA,"ISO","P62277 ","J:164563 "
"147","Rps13","MGI:1915302","Rps13","ribosomal protein S13","7","","cytosolic small ribosomal subunit","",NA,"NAS","","J:314083 "
"148","Rps23","MGI:1913725","Rps23","ribosomal protein S23","13","","cytosolic ribosome","",NA,"ISO","P62266 ","J:164563 "
"149","Rps23","MGI:1913725","Rps23","ribosomal protein S23","13","","cytosolic small ribosomal subunit","",NA,"IBA","PTN000183001 ","J:265628 "
"150","Rps23","MGI:1913725","Rps23","ribosomal protein S23","13","","cytosolic small ribosomal subunit","",NA,"IDA","","J:333015 "
"151","Rps23","MGI:1913725","Rps23","ribosomal protein S23","13","","cytosolic small ribosomal subunit","",NA,"ISO","RGD:621039 ","J:155856 "
"152","Rps23","MGI:1913725","Rps23","ribosomal protein S23","13","","cytosolic small ribosomal subunit","",NA,"ISO","P62266 ","J:164563 "
"153","Rps23","MGI:1913725","Rps23","ribosomal protein S23","13","","cytosolic small ribosomal subunit","",NA,"NAS","","J:314083 "
"154","Rpl27a","MGI:1347076","Rpl27a","ribosomal protein L27A","7","","cytosolic large ribosomal subunit","",NA,"IBA","PTN000197373 ","J:265628 "
"155","Rpl27a","MGI:1347076","Rpl27a","ribosomal protein L27A","7","","cytosolic large ribosomal subunit","",NA,"IDA","","J:333015 "
"156","Rpl27a","MGI:1347076","Rpl27a","ribosomal protein L27A","7","","cytosolic large ribosomal subunit","",NA,"IPI","","J:314083 "
"157","Rpl27a","MGI:1347076","Rpl27a","ribosomal protein L27A","7","","cytosolic large ribosomal subunit","",NA,"ISO","RGD:1309771 ","J:155856 "
"158","Rpl27a","MGI:1347076","Rpl27a","ribosomal protein L27A","7","","cytosolic large ribosomal subunit","",NA,"ISO","P46776 ","J:164563 "
"159","Rpl27a","MGI:1347076","Rpl27a","ribosomal protein L27A","7","","cytosolic ribosome","",NA,"IGI","S000006437 ","J:137257 "
"160","Rpl27a","MGI:1347076","Rpl27a","ribosomal protein L27A","7","","cytosolic ribosome","",NA,"ISO","P46776 ","J:164563 "
"161","Rps8","MGI:98166","Rps8","ribosomal protein S8","4","","cytosolic ribosome","",NA,"ISO","P62241 ","J:164563 "
"162","Rps8","MGI:98166","Rps8","ribosomal protein S8","4","","cytosolic small ribosomal subunit","",NA,"IBA","PTN000044490 ","J:265628 "
"163","Rps8","MGI:98166","Rps8","ribosomal protein S8","4","","cytosolic small ribosomal subunit","",NA,"IDA","","J:333015 "
"164","Rps8","MGI:98166","Rps8","ribosomal protein S8","4","","cytosolic small ribosomal subunit","",NA,"ISO","RGD:61910 ","J:155856 "
"165","Rps8","MGI:98166","Rps8","ribosomal protein S8","4","","cytosolic small ribosomal subunit","",NA,"ISO","P62241 ","J:164563 "
"166","Rps8","MGI:98166","Rps8","ribosomal protein S8","4","","cytosolic small ribosomal subunit","",NA,"NAS","","J:314083 "
"167","Rpl23","MGI:1929455","Rpl23","ribosomal protein L23","11","","cytosolic large ribosomal subunit","",NA,"IBA","PTN000205184 ","J:265628 "
"168","Rpl23","MGI:1929455","Rpl23","ribosomal protein L23","11","","cytosolic large ribosomal subunit","",NA,"IDA","","J:333015 "
"169","Rpl23","MGI:1929455","Rpl23","ribosomal protein L23","11","","cytosolic large ribosomal subunit","",NA,"IPI","","J:314083 "
"170","Rpl23","MGI:1929455","Rpl23","ribosomal protein L23","11","","cytosolic large ribosomal subunit","",NA,"ISO","RGD:62067 ","J:155856 "
"171","Rpl23","MGI:1929455","Rpl23","ribosomal protein L23","11","","cytosolic large ribosomal subunit","",NA,"ISO","P62829 ","J:164563 "
"172","Rpl23","MGI:1929455","Rpl23","ribosomal protein L23","11","","cytosolic ribosome","",NA,"ISO","X52839 ","J:66696 "
"173","Rpl23","MGI:1929455","Rpl23","ribosomal protein L23","11","","cytosolic ribosome","",NA,"ISO","P62829 ","J:164563 "
"174","Rps10","MGI:1914347","Rps10","ribosomal protein S10","17","","cytosolic ribosome","",NA,"ISO","P46783 ","J:164563 "
"175","Rps10","MGI:1914347","Rps10","ribosomal protein S10","17","","cytosolic small ribosomal subunit","",NA,"IBA","PTN000254423 ","J:265628 "
"176","Rps10","MGI:1914347","Rps10","ribosomal protein S10","17","","cytosolic small ribosomal subunit","",NA,"IDA","","J:333015 "
"177","Rps10","MGI:1914347","Rps10","ribosomal protein S10","17","","cytosolic small ribosomal subunit","",NA,"ISO","RGD:621024 ","J:155856 "
"178","Rps10","MGI:1914347","Rps10","ribosomal protein S10","17","","cytosolic small ribosomal subunit","",NA,"ISO","P46783 ","J:164563 "
"179","Rps10","MGI:1914347","Rps10","ribosomal protein S10","17","","cytosolic small ribosomal subunit","",NA,"NAS","","J:314083 "
"180","Rps19","MGI:1333780","Rps19","ribosomal protein S19","7","","cytosolic ribosome","",NA,"ISO","P39019 ","J:164563 "
"181","Rps19","MGI:1333780","Rps19","ribosomal protein S19","7","","cytosolic small ribosomal subunit","",NA,"IBA","PTN000194951 ","J:265628 "
"182","Rps19","MGI:1333780","Rps19","ribosomal protein S19","7","","cytosolic small ribosomal subunit","",NA,"IDA","","J:333015 "
"183","Rps19","MGI:1333780","Rps19","ribosomal protein S19","7","","cytosolic small ribosomal subunit","",NA,"ISO","RGD:68440 ","J:155856 "
"184","Rps19","MGI:1333780","Rps19","ribosomal protein S19","7","","cytosolic small ribosomal subunit","",NA,"ISO","P39019 ","J:164563 "
"185","Rps19","MGI:1333780","Rps19","ribosomal protein S19","7","","cytosolic small ribosomal subunit","",NA,"NAS","","J:314083 "
"186","Rps12","MGI:98105","Rps12","ribosomal protein S12","10","","cytosolic large ribosomal subunit","",NA,"ISO","RGD:62024 ","J:155856 "
"187","Rps12","MGI:98105","Rps12","ribosomal protein S12","10","","cytosolic ribosome","",NA,"ISO","P25398 ","J:164563 "
"188","Rps12","MGI:98105","Rps12","ribosomal protein S12","10","","cytosolic small ribosomal subunit","",NA,"IBA","PTN000217533 ","J:265628 "
"189","Rps12","MGI:98105","Rps12","ribosomal protein S12","10","","cytosolic small ribosomal subunit","",NA,"ISO","RGD:62024 ","J:155856 "
"190","Rps12","MGI:98105","Rps12","ribosomal protein S12","10","","cytosolic small ribosomal subunit","",NA,"ISO","P25398 ","J:164563 "
"191","Rps12","MGI:98105","Rps12","ribosomal protein S12","10","","cytosolic small ribosomal subunit","",NA,"NAS","","J:314083 "
"192","Rpl36a","MGI:1201789","Rpl36a","ribosomal protein L36A","X","","cytosolic large ribosomal subunit","",NA,"IBA","PTN000042522 ","J:265628 "
"193","Rpl36a","MGI:1201789","Rpl36a","ribosomal protein L36A","X","","cytosolic large ribosomal subunit","",NA,"IDA","","J:333015 "
"194","Rpl36a","MGI:1201789","Rpl36a","ribosomal protein L36A","X","","cytosolic large ribosomal subunit","",NA,"IPI","","J:314083 "
"195","Rpl36a","MGI:1201789","Rpl36a","ribosomal protein L36A","X","","cytosolic large ribosomal subunit","",NA,"ISO","RGD:1306640 ","J:155856 "
